"plb0022_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Wehrpflicht/Zivildienst","2016","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2016","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2017","kein Migrationshintergrund","maennlich","5121","0.527659482440749","0.517602993586633","0.537715971294864"
"Voll erwerbstaetig","2017","kein Migrationshintergrund","weiblich","2769","0.255399371907652","0.247202559261667","0.263596184553638"
"Voll erwerbstaetig","2017","direkter Migrationshintergrund","maennlich","1634","0.515580768379356","0.502294367260049","0.528867169498663"
"Voll erwerbstaetig","2017","direkter Migrationshintergrund","weiblich","579","0.225934814644395","0.214089370036826","0.237780259251965"
"Voll erwerbstaetig","2017","indirekter Migrationshintergrund","maennlich","429","0.531397528063517","0.496578099299462","0.566216956827573"
"Voll erwerbstaetig","2017","indirekter Migrationshintergrund","weiblich","223","0.301320731648217","0.271768108706337","0.330873354590098"
"Teilzeitbeschaeftigung","2017","kein Migrationshintergrund","maennlich","419","0.043773406755497","0.0396521707528457","0.0478946427581483"
"Teilzeitbeschaeftigung","2017","kein Migrationshintergrund","weiblich","2820","0.201228277109019","0.193692479213526","0.208764075004511"
"Teilzeitbeschaeftigung","2017","direkter Migrationshintergrund","maennlich","227","0.0334902015839997","0.0287070920296099","0.0382733111383895"
"Teilzeitbeschaeftigung","2017","direkter Migrationshintergrund","weiblich","657","0.207846096955218","0.196352744100155","0.21933944981028"
"Teilzeitbeschaeftigung","2017","indirekter Migrationshintergrund","maennlich","33","0.0433849285292693","0.0291699030639243","0.0575999539946143"
"Teilzeitbeschaeftigung","2017","indirekter Migrationshintergrund","weiblich","230","0.200333764771493","0.17455429067652","0.226113238866465"
"Ausbildung/Lehre","2017","kein Migrationshintergrund","maennlich","276","0.0251705348029564","0.0220151491400644","0.0283259204658483"
"Ausbildung/Lehre","2017","kein Migrationshintergrund","weiblich","230","0.0190827601459051","0.0165111201207421","0.0216544001710682"
"Ausbildung/Lehre","2017","direkter Migrationshintergrund","maennlich","138","0.0218297159410247","0.0179448182004595","0.02571461368159"
"Ausbildung/Lehre","2017","direkter Migrationshintergrund","weiblich","60","0.0121727728551057","0.00906673835468436","0.0152788073555271"
"Ausbildung/Lehre","2017","indirekter Migrationshintergrund","maennlich","59","0.0643929799470825","0.0472662051518459","0.0815197547423192"
"Ausbildung/Lehre","2017","indirekter Migrationshintergrund","weiblich","63","0.0760699995735673","0.0589946800531111","0.0931453190940235"
"Geringfuegig erwerbstaetig","2017","kein Migrationshintergrund","maennlich","355","0.0406406033413299","0.0366630808627814","0.0446181258198784"
"Geringfuegig erwerbstaetig","2017","kein Migrationshintergrund","weiblich","780","0.0666871687611761","0.0619978672787735","0.0713764702435786"
"Geringfuegig erwerbstaetig","2017","direkter Migrationshintergrund","maennlich","198","0.0459806820780779","0.0404124849001402","0.0515488792560156"
"Geringfuegig erwerbstaetig","2017","direkter Migrationshintergrund","weiblich","317","0.109747655420248","0.10089394713275","0.118601363707745"
"Geringfuegig erwerbstaetig","2017","indirekter Migrationshintergrund","maennlich","44","0.0612395803638168","0.0445093054393515","0.0779698552882822"
"Geringfuegig erwerbstaetig","2017","indirekter Migrationshintergrund","weiblich","91","0.0941457903412224","0.0753365089366683","0.112955071745776"
"Altersteilzeit mit Arbeitszeit Null","2017","kein Migrationshintergrund","maennlich","38","0.00395782816709287","0.00269306493064432","0.00522259140354142"
"Altersteilzeit mit Arbeitszeit Null","2017","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2017","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2017","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2017","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2017","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2017","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2017","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2017","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2017","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2017","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2017","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2017","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2017","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2017","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2017","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2017","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2017","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2017","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2017","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2017","kein Migrationshintergrund","maennlich","3229","0.354341662487144","0.344706603153017","0.363976721821271"
"Nicht erwerbstaetig","2017","kein Migrationshintergrund","weiblich","4211","0.451373253336816","0.442019631755862","0.460726874917769"
"Nicht erwerbstaetig","2017","direkter Migrationshintergrund","maennlich","3169","0.377925646944535","0.365035061328503","0.390816232560566"
"Nicht erwerbstaetig","2017","direkter Migrationshintergrund","weiblich","3154","0.441235007417276","0.427170627296038","0.455299387538513"
"Nicht erwerbstaetig","2017","indirekter Migrationshintergrund","maennlich","213","0.284234510812904","0.252761856573971","0.315707165051837"
"Nicht erwerbstaetig","2017","indirekter Migrationshintergrund","weiblich","310","0.322237587700461","0.292137383874899","0.352337791526023"
"Betriebliches Praktikum","2017","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2017","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2017","direkter Migrationshintergrund","maennlich","64","0.00243096020196272","0.0011217519852827","0.00374016841864274"
"Betriebliches Praktikum","2017","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2017","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2017","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2017","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2017","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2017","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2017","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2017","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2017","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2018","kein Migrationshintergrund","maennlich","4786","0.526463319618843","0.51621147283145","0.536715166406235"
"Voll erwerbstaetig","2018","kein Migrationshintergrund","weiblich","2646","0.255534948216018","0.247201483216597","0.26386841321544"
"Voll erwerbstaetig","2018","direkter Migrationshintergrund","maennlich","1708","0.53967672837906","0.525279504943473","0.554073951814648"
"Voll erwerbstaetig","2018","direkter Migrationshintergrund","weiblich","592","0.246406968014636","0.233315390467666","0.259498545561606"
"Voll erwerbstaetig","2018","indirekter Migrationshintergrund","maennlich","408","0.55555519925683","0.520571175200372","0.590539223313289"
"Voll erwerbstaetig","2018","indirekter Migrationshintergrund","weiblich","237","0.307125410819599","0.277604356486635","0.336646465152564"
"Teilzeitbeschaeftigung","2018","kein Migrationshintergrund","maennlich","469","0.0488599594174389","0.0444336678442641","0.0532862509906137"
"Teilzeitbeschaeftigung","2018","kein Migrationshintergrund","weiblich","2729","0.208211724738933","0.200453980992516","0.21596946848535"
"Teilzeitbeschaeftigung","2018","direkter Migrationshintergrund","maennlich","301","0.0508931257201515","0.0445446778834713","0.0572415735568316"
"Teilzeitbeschaeftigung","2018","direkter Migrationshintergrund","weiblich","663","0.2166399702131","0.204124503459635","0.229155436966565"
"Teilzeitbeschaeftigung","2018","indirekter Migrationshintergrund","maennlich","45","0.0728017331369367","0.0545100190451911","0.0910934472286824"
"Teilzeitbeschaeftigung","2018","indirekter Migrationshintergrund","weiblich","215","0.172638739823637","0.148452776419944","0.19682470322733"
"Ausbildung/Lehre","2018","kein Migrationshintergrund","maennlich","270","0.0230785987620749","0.0199955828536923","0.0261616146704575"
"Ausbildung/Lehre","2018","kein Migrationshintergrund","weiblich","209","0.0169115855217171","0.0144480050213005","0.0193751660221337"
"Ausbildung/Lehre","2018","direkter Migrationshintergrund","maennlich","165","0.0197139483008616","0.015698411117386","0.0237294854843372"
"Ausbildung/Lehre","2018","direkter Migrationshintergrund","weiblich","63","0.00980190999777803","0.00680886359181152","0.0127949564037445"
"Ausbildung/Lehre","2018","indirekter Migrationshintergrund","maennlich","64","0.0737015954399716","0.0553061146820935","0.0920970761978498"
"Ausbildung/Lehre","2018","indirekter Migrationshintergrund","weiblich","64","0.0827229883221591","0.0650947045097978","0.10035127213452"
"Geringfuegig erwerbstaetig","2018","kein Migrationshintergrund","maennlich","342","0.0400536802457339","0.0360275675913165","0.0440797929001513"
"Geringfuegig erwerbstaetig","2018","kein Migrationshintergrund","weiblich","722","0.0647311865508361","0.0600300451261817","0.0694323279754904"
"Geringfuegig erwerbstaetig","2018","direkter Migrationshintergrund","maennlich","208","0.0440589504061322","0.038130883963068","0.0499870168491964"
"Geringfuegig erwerbstaetig","2018","direkter Migrationshintergrund","weiblich","288","0.0797651168206706","0.0715341111317434","0.0879961225095977"
"Geringfuegig erwerbstaetig","2018","indirekter Migrationshintergrund","maennlich","54","0.0638384130098482","0.0466271124260228","0.0810497135936736"
"Geringfuegig erwerbstaetig","2018","indirekter Migrationshintergrund","weiblich","99","0.107058429952442","0.0872719459783204","0.126844913926563"
"Altersteilzeit mit Arbeitszeit Null","2018","kein Migrationshintergrund","maennlich","31","0.00378982634027995","0.00252821269738393","0.00505143998317597"
"Altersteilzeit mit Arbeitszeit Null","2018","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2018","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2018","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2018","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2018","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","2018","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2018","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2018","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2018","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2018","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","2018","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2018","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2018","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2018","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2018","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","2018","kein Migrationshintergrund","maennlich","3176","0.351088422737219","0.341288057727448","0.36088878774699"
"Nicht erwerbstaetig","2018","kein Migrationshintergrund","weiblich","4155","0.449800391663028","0.440295474004653","0.459305309321402"
"Nicht erwerbstaetig","2018","direkter Migrationshintergrund","maennlich","2189","0.342458024286337","0.32875091586282","0.356165132709853"
"Nicht erwerbstaetig","2018","direkter Migrationshintergrund","weiblich","2541","0.445424617213938","0.430325051565647","0.460524182862228"
"Nicht erwerbstaetig","2018","indirekter Migrationshintergrund","maennlich","192","0.211385386719548","0.182640067864632","0.240130705574464"
"Nicht erwerbstaetig","2018","indirekter Migrationshintergrund","weiblich","316","0.327712431842929","0.297674455534773","0.357750408151086"
"Betriebliches Praktikum","2018","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2018","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2018","direkter Migrationshintergrund","maennlich","30","0.00103734624814302","0.00010748760976564","0.00196720488652041"
"Betriebliches Praktikum","2018","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","2018","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","2018","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","2018","kein Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","2018","kein Migrationshintergrund","weiblich","","","",""
