"plb0022_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Geringfuegig erwerbstaetig","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","145","0.105093440386953","0.0935790357254839","0.116607845048423"
"Geringfuegig erwerbstaetig","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","446","0.0666714371142938","0.0608804655527756","0.072462408675812"
"Geringfuegig erwerbstaetig","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","48","0.0332794783576189","0.0234341155962504","0.0431248411189875"
"Geringfuegig erwerbstaetig","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","286","0.051438058846766","0.0451702099799001","0.057705907713632"
"Geringfuegig erwerbstaetig","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","76","0.0270909726498976","0.0203131420312861","0.0338688032685091"
"Geringfuegig erwerbstaetig","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","350","0.0880561906742376","0.0796438153037193","0.0964685660447559"
"Geringfuegig erwerbstaetig","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","37","0.0600715754873259","0.0427150118241401","0.0774281391505117"
"Geringfuegig erwerbstaetig","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","246","0.0472338969012398","0.041828170689331","0.0526396231131487"
"Geringfuegig erwerbstaetig","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","56","0.0350105330061236","0.0259127471615784","0.0441083188506688"
"Altersteilzeit mit Arbeitszeit Null","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","2223","0.681851788037503","0.664364415059379","0.699339161015627"
"Nicht erwerbstaetig","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","363","0.778529790256905","0.738912283404641","0.81814729710917"
"Nicht erwerbstaetig","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","3681","0.531939649474916","0.520355974754699","0.543523324195132"
"Nicht erwerbstaetig","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","909","0.729767169657387","0.705391631403731","0.754142707911043"
"Nicht erwerbstaetig","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","1356","0.323510613031102","0.310236113916961","0.336785112145243"
"Nicht erwerbstaetig","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","665","0.29824347757232","0.279144021372517","0.317342933772124"
"Nicht erwerbstaetig","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1608","0.299826036667891","0.286224364378055","0.313427708957727"
"Nicht erwerbstaetig","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","278","0.275359851178477","0.242731633712566","0.307988068644389"
"Nicht erwerbstaetig","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","1979","0.279877912489812","0.268438034640759","0.291317790338866"
"Nicht erwerbstaetig","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","608","0.379340671807711","0.355323801667119","0.403357541948303"
"Betriebliches Praktikum","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2017","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","229","0.130822156529876","0.116750659204795","0.144893653854958"
"Voll erwerbstaetig","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","32","0.163451505856911","0.125147287752791","0.201755723961031"
"Voll erwerbstaetig","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1889","0.286581715295502","0.275589435619919","0.297573994971086"
"Voll erwerbstaetig","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","213","0.171038659790854","0.149769559037835","0.192307760543872"
"Voll erwerbstaetig","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","1770","0.435773152601293","0.421253166761487","0.4502931384411"
"Voll erwerbstaetig","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1018","0.484279833388162","0.463194638468339","0.505365028307986"
"Voll erwerbstaetig","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1363","0.40360256134731","0.388503708256886","0.418701414437734"
"Voll erwerbstaetig","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","261","0.471209915551722","0.433580835160304","0.508838995943141"
"Voll erwerbstaetig","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","2564","0.520389468223222","0.507248360748024","0.53353057569842"
"Voll erwerbstaetig","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","644","0.464600613301918","0.43936108201415","0.489840144589686"
"Teilzeitbeschaeftigung","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","135","0.0781310691575269","0.0669317451381502","0.0893303931769037"
"Teilzeitbeschaeftigung","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","726","0.0976042242650006","0.0903894250959992","0.104819023434002"
"Teilzeitbeschaeftigung","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","87","0.0515037251260151","0.0390192012828221","0.0639882489692081"
"Teilzeitbeschaeftigung","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","969","0.167960014055171","0.157013290916528","0.178906737193814"
"Teilzeitbeschaeftigung","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","333","0.143435297312776","0.128646581042645","0.158224013582906"
"Teilzeitbeschaeftigung","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","750","0.16472994627873","0.153314343411102","0.176145549146357"
"Teilzeitbeschaeftigung","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","103","0.128531681508685","0.103302356043508","0.153761006973862"
"Teilzeitbeschaeftigung","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","971","0.144451830012809","0.135204696679585","0.153698963346033"
"Teilzeitbeschaeftigung","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","209","0.124988160331406","0.108252461027714","0.141723859635099"
"Ausbildung/Lehre","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","40","0.0104280708426482","0.00618899675381216","0.0146671449314842"
"Ausbildung/Lehre","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","121","0.0107674002982144","0.00825842692590881","0.0132763736705199"
"Ausbildung/Lehre","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","167","0.0303842943189416","0.0253581670439857","0.0354104215938975"
"Ausbildung/Lehre","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","46","0.0102999492946019","0.00604012476080936","0.0145597738283945"
"Ausbildung/Lehre","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","192","0.0426683236715187","0.0364484276749671","0.0488882196680704"
"Ausbildung/Lehre","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","30","0.0428630789871317","0.0275943298446722","0.0581318281295913"
"Ausbildung/Lehre","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","48","0.00605450882217407","0.00401397355855497","0.00809504408579317"
"Ausbildung/Lehre","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","112","0.0681739065164277","0.0576561803118129","0.0786916327210426"
"Geringfuegig erwerbstaetig","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","438","0.0665830613901406","0.0605225240506203","0.072643598729661"
"Geringfuegig erwerbstaetig","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","40","0.0329130887767023","0.0228356093338277","0.0429905682195768"
"Geringfuegig erwerbstaetig","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","253","0.0445849465037479","0.0385412972927116","0.0506285957147843"
"Geringfuegig erwerbstaetig","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","88","0.0415739169968927","0.0331519767596932","0.0499958572340923"
"Geringfuegig erwerbstaetig","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","333","0.0834681655799504","0.074956131977567","0.0919801991823338"
"Geringfuegig erwerbstaetig","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","51","0.0795432119905348","0.05914566193944","0.0999407620416296"
"Geringfuegig erwerbstaetig","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","247","0.0414740346260791","0.0362294216370271","0.0467186476151311"
"Geringfuegig erwerbstaetig","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","53","0.0357251002276398","0.0263324181959511","0.0451177822593286"
"Altersteilzeit mit Arbeitszeit Null","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
