"pgcasmin","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"(2c_gen) general maturity certificate","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","(Fach-)Abitur","kein Migrationshintergrund","747","0.305356009835841","0.287130331790769","0.323581687880913"
"(2c_gen) general maturity certificate","2014","(Fach-)Abitur","direkter Migrationshintergrund","519","0.449427381378722","0.421117189352582","0.477737573404862"
"(2c_gen) general maturity certificate","2014","(Fach-)Abitur","indirekter Migrationshintergrund","202","0.652222544769054","0.602326894750487","0.702118194787621"
"(2c_gen) general maturity certificate","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","(Fach-)Abitur","kein Migrationshintergrund","1706","0.694643990164159","0.676418312119087","0.712869668209231"
"(2c_voc) vocational maturity certificate","2014","(Fach-)Abitur","direkter Migrationshintergrund","667","0.550572618621278","0.522262426595138","0.578882810647418"
"(2c_voc) vocational maturity certificate","2014","(Fach-)Abitur","indirekter Migrationshintergrund","148","0.347777455230946","0.297881805212379","0.397673105249513"
"(2c_voc) vocational maturity certificate","2014","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2014","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2014","AkademikerInnen","kein Migrationshintergrund","1848","0.400975182010335","0.387193555049464","0.414756808971207"
"(3a) lower tertiary education","2014","AkademikerInnen","direkter Migrationshintergrund","115","0.155109974081356","0.133832716476308","0.176387231686404"
"(3a) lower tertiary education","2014","AkademikerInnen","indirekter Migrationshintergrund","83","0.368557452881677","0.311227292232432","0.425887613530922"
"(3b) higher tertiary education","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","2014","AkademikerInnen","kein Migrationshintergrund","3010","0.599024817989665","0.585243191028793","0.612806444950536"
"(3b) higher tertiary education","2014","AkademikerInnen","direkter Migrationshintergrund","997","0.844890025918644","0.823612768313596","0.866167283523692"
"(3b) higher tertiary education","2014","AkademikerInnen","indirekter Migrationshintergrund","189","0.631442547118323","0.574112386469078","0.688772707767568"
"(0) in school","2015","(noch) kein Abschluss","kein Migrationshintergrund","505","0.632688421117876","0.596587768087802","0.668789074147949"
"(0) in school","2015","(noch) kein Abschluss","direkter Migrationshintergrund","100","0.102916147724439","0.0757621464942116","0.130070148954666"
"(0) in school","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","177","0.810872446861311","0.757524637325121","0.864220256397501"
"(0) in school","2015","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2015","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2015","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2015","Realschulabschluss","kein Migrationshintergrund","","","",""
"(0) in school","2015","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(0) in school","2015","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(0) in school","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(0) in school","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(0) in school","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(0) in school","2015","AkademikerInnen","kein Migrationshintergrund","","","",""
"(0) in school","2015","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(0) in school","2015","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","(noch) kein Abschluss","kein Migrationshintergrund","180","0.367311578882125","0.331210925852051","0.403412231912198"
"(1a) inadequately completed","2015","(noch) kein Abschluss","direkter Migrationshintergrund","381","0.897083852275561","0.869929851045334","0.924237853505788"
"(1a) inadequately completed","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.189127553138689","0.135779743602499","0.242475362674879"
"(1a) inadequately completed","2015","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","2015","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2015","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","Hauptschulabschluss","kein Migrationshintergrund","1180","0.216427455292489","0.205564824984636","0.227290085600341"
"(1b) general elementary school","2015","Hauptschulabschluss","direkter Migrationshintergrund","961","0.47846717194426","0.456475251080394","0.500459092808125"
"(1b) general elementary school","2015","Hauptschulabschluss","indirekter Migrationshintergrund","197","0.388584935604432","0.342620993901572","0.434548877307293"
"(1b) general elementary school","2015","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2015","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2015","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1b) general elementary school","2015","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","2015","AkademikerInnen","indirekter Migrationshintergrund","","","",""
