"pgcasmin","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(2c_voc) vocational maturity certificate","2015","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2015","66 und älter","(Fach-)Abitur","208","0.792219005835576","0.742807993989939","0.841630017681213"
"(2c_voc) vocational maturity certificate","2015","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2015","16-34 Jahre alt","AkademikerInnen","244","0.271154167567103","0.245842841697989","0.296465493436218"
"(3a) lower tertiary education","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2015","35-65 Jahre alt","AkademikerInnen","1255","0.342455372769637","0.327891090440046","0.357019655099229"
"(3a) lower tertiary education","2015","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","2015","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","2015","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","2015","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","2015","66 und älter","AkademikerInnen","460","0.418707549544203","0.390724266537881","0.446690832550525"
"(3b) higher tertiary education","2015","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2015","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2015","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2015","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2015","16-34 Jahre alt","AkademikerInnen","941","0.728845832432897","0.703534506563782","0.754157158302011"
"(3b) higher tertiary education","2015","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2015","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2015","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","2015","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2015","35-65 Jahre alt","AkademikerInnen","2823","0.657544627230363","0.642980344900771","0.672108909559954"
"(3b) higher tertiary education","2015","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","2015","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","2015","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","2015","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","2015","66 und älter","AkademikerInnen","734","0.581292450455797","0.553309167449475","0.609275733462119"
"(0) in school","2016","16-34 Jahre alt","(noch) kein Abschluss","908","0.782021774107609","0.763803781232047","0.800239766983171"
"(0) in school","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","2016","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","2016","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","2016","66 und älter","Realschulabschluss","","","",""
"(0) in school","2016","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","2016","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","2016","16-34 Jahre alt","(noch) kein Abschluss","1065","0.217978225892391","0.199760233016829","0.236196218767953"
"(1a) inadequately completed","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2016","35-65 Jahre alt","(noch) kein Abschluss","992","0.99949921762875","0.998109795641513","1.00088863961599"
"(1a) inadequately completed","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","2016","66 und älter","(noch) kein Abschluss","74","1","1","1"
"(1a) inadequately completed","2016","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","2016","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","2016","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","2016","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2016","16-34 Jahre alt","Hauptschulabschluss","1110","0.502781728958505","0.478516499997206","0.527046957919804"
"(1b) general elementary school","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2016","35-65 Jahre alt","Hauptschulabschluss","1164","0.219846755466943","0.206986831053498","0.232706679880387"
"(1b) general elementary school","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","2016","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","2016","66 und älter","Hauptschulabschluss","563","0.257599694178759","0.240179923282182","0.275019465075336"
"(1b) general elementary school","2016","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","2016","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","2016","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2016","16-34 Jahre alt","Hauptschulabschluss","521","0.497218271041495","0.472953042080196","0.521483500002794"
"(1c) basic vocational qualification","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2016","35-65 Jahre alt","Hauptschulabschluss","2820","0.780153244533057","0.767293320119613","0.793013168946502"
"(1c) basic vocational qualification","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","2016","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","2016","66 und älter","Hauptschulabschluss","1858","0.742400305821241","0.724980534924664","0.759820076717818"
"(1c) basic vocational qualification","2016","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","2016","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","2016","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2016","16-34 Jahre alt","Realschulabschluss","546","0.350397380754858","0.32460124120734","0.376193520302376"
"(2b) intermediate general qualification","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2016","35-65 Jahre alt","Realschulabschluss","191","0.0478771435507273","0.0412697165873943","0.0544845705140604"
"(2b) intermediate general qualification","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","2016","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","2016","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","2016","66 und älter","Realschulabschluss","66","0.0906823956854134","0.0711113230724436","0.110253468298383"
"(2b) intermediate general qualification","2016","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","2016","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2016","16-34 Jahre alt","Realschulabschluss","768","0.649602619245142","0.623806479697624","0.67539875879266"
"(2a) intermediate vocational","2016","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2016","35-65 Jahre alt","Realschulabschluss","3820","0.952122856449273","0.94551542948594","0.958730283412606"
"(2a) intermediate vocational","2016","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"(2a) intermediate vocational","2016","66 und älter","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","2016","66 und älter","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","2016","66 und älter","Realschulabschluss","761","0.909317604314587","0.889746531701617","0.928888676927556"
"(2a) intermediate vocational","2016","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","2016","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","(Fach-)Abitur","1241","0.579004631303732","0.556402648693691","0.601606613913772"
"(2c_gen) general maturity certificate","2016","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","(Fach-)Abitur","647","0.171944289871877","0.156907545595489","0.186981034148265"
"(2c_gen) general maturity certificate","2016","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","2016","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","2016","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","2016","66 und älter","(Fach-)Abitur","46","0.202797092754568","0.152242542224745","0.253351643284391"
"(2c_gen) general maturity certificate","2016","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","2016","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","2016","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","2016","16-34 Jahre alt","Realschulabschluss","","","",""
