"pgcasmin","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"(3b) higher tertiary education","2016","35-65 Jahre alt","direkter Migrationshintergrund","1108","0.217772885854777","0.206034311851041","0.229511459858513"
"(3b) higher tertiary education","2016","35-65 Jahre alt","indirekter Migrationshintergrund","119","0.196359550964709","0.165702869410521","0.227016232518897"
"(3b) higher tertiary education","2016","66 und älter","kein Migrationshintergrund","664","0.115206531593323","0.10571987774207","0.124693185444576"
"(3b) higher tertiary education","2016","66 und älter","direkter Migrationshintergrund","78","0.12471530697094","0.0929276447529999","0.15650296918888"
"(3b) higher tertiary education","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","2017","16-34 Jahre alt","kein Migrationshintergrund","547","0.0944012425115284","0.0853527022259265","0.10344978279713"
"(0) in school","2017","16-34 Jahre alt","direkter Migrationshintergrund","208","0.031128169564668","0.0260222846436943","0.0362340544856417"
"(0) in school","2017","16-34 Jahre alt","indirekter Migrationshintergrund","194","0.12125312428684","0.100721805706613","0.141784442867067"
"(0) in school","2017","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","2017","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","2017","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","2017","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2017","16-34 Jahre alt","kein Migrationshintergrund","40","0.00950715668625163","0.00650403619885326","0.01251027717365"
"(1a) inadequately completed","2017","16-34 Jahre alt","direkter Migrationshintergrund","1401","0.113826951000073","0.104489187156627","0.123164714843519"
"(1a) inadequately completed","2017","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2017","35-65 Jahre alt","kein Migrationshintergrund","122","0.0109155758888965","0.00902202172967223","0.0128091300481208"
"(1a) inadequately completed","2017","35-65 Jahre alt","direkter Migrationshintergrund","1077","0.0909716683281303","0.0830731490455696","0.098870187610691"
"(1a) inadequately completed","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","2017","66 und älter","kein Migrationshintergrund","31","0.00929371103005032","0.00650835742573975","0.0120790646343609"
"(1a) inadequately completed","2017","66 und älter","direkter Migrationshintergrund","68","0.0918724590437565","0.0656471130574508","0.118097805030062"
"(1a) inadequately completed","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","2017","16-34 Jahre alt","kein Migrationshintergrund","312","0.0673396235127986","0.0595839616660069","0.0750952853595902"
"(1b) general elementary school","2017","16-34 Jahre alt","direkter Migrationshintergrund","866","0.145178322230234","0.134820946864069","0.155535697596399"
"(1b) general elementary school","2017","16-34 Jahre alt","indirekter Migrationshintergrund","114","0.110423656889281","0.0907102742666828","0.13013703951188"
"(1b) general elementary school","2017","35-65 Jahre alt","kein Migrationshintergrund","401","0.0426018464166921","0.0389214192545703","0.0462822735788138"
"(1b) general elementary school","2017","35-65 Jahre alt","direkter Migrationshintergrund","866","0.178232359358885","0.167720690057727","0.188744028660042"
"(1b) general elementary school","2017","35-65 Jahre alt","indirekter Migrationshintergrund","57","0.0739192116412906","0.0547145603125151","0.093123862970066"
"(1b) general elementary school","2017","66 und älter","kein Migrationshintergrund","461","0.123194647315984","0.113654374141047","0.132734920490921"
"(1b) general elementary school","2017","66 und älter","direkter Migrationshintergrund","91","0.245645505483694","0.206561660240161","0.284729350727226"
"(1b) general elementary school","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","2017","16-34 Jahre alt","kein Migrationshintergrund","267","0.0717325650933283","0.0637468006051484","0.0797183295815082"
"(1c) basic vocational qualification","2017","16-34 Jahre alt","direkter Migrationshintergrund","170","0.0861971631761011","0.0779456460880389","0.0944486802641633"
"(1c) basic vocational qualification","2017","16-34 Jahre alt","indirekter Migrationshintergrund","69","0.0938777574330195","0.0755329471432679","0.112222567722771"
"(1c) basic vocational qualification","2017","35-65 Jahre alt","kein Migrationshintergrund","2135","0.217647437405891","0.210127473484068","0.225167401327715"
"(1c) basic vocational qualification","2017","35-65 Jahre alt","direkter Migrationshintergrund","660","0.207697329803317","0.196555284757648","0.218839374848986"
"(1c) basic vocational qualification","2017","35-65 Jahre alt","indirekter Migrationshintergrund","132","0.243295862432523","0.211801433206124","0.274790291658922"
"(1c) basic vocational qualification","2017","66 und älter","kein Migrationshintergrund","1764","0.411853555651733","0.397567003111295","0.426140108192171"
"(1c) basic vocational qualification","2017","66 und älter","direkter Migrationshintergrund","111","0.258754718790207","0.218991618113725","0.298517819466689"
"(1c) basic vocational qualification","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2017","16-34 Jahre alt","kein Migrationshintergrund","390","0.0814588675133705","0.0729936085464865","0.0899241264802544"
"(2b) intermediate general qualification","2017","16-34 Jahre alt","direkter Migrationshintergrund","63","0.034628006664186","0.0292524658983438","0.0400035474300282"
"(2b) intermediate general qualification","2017","16-34 Jahre alt","indirekter Migrationshintergrund","118","0.103753399275469","0.0845731872366966","0.122933611314242"
"(2b) intermediate general qualification","2017","35-65 Jahre alt","kein Migrationshintergrund","215","0.0187651493644512","0.0162922854428118","0.0212380132860906"
"(2b) intermediate general qualification","2017","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2017","66 und älter","kein Migrationshintergrund","74","0.0162139408846246","0.012547810389095","0.0198800713801543"
"(2b) intermediate general qualification","2017","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2017","16-34 Jahre alt","kein Migrationshintergrund","673","0.191456153216481","0.179280053038305","0.203632253394657"
"(2a) intermediate vocational","2017","16-34 Jahre alt","direkter Migrationshintergrund","120","0.0842253059044422","0.0760599205864483","0.092390691222436"
"(2a) intermediate vocational","2017","16-34 Jahre alt","indirekter Migrationshintergrund","117","0.140080394540451","0.118250276727693","0.161910512353209"
"(2a) intermediate vocational","2017","35-65 Jahre alt","kein Migrationshintergrund","4068","0.344983303704393","0.336320410773192","0.353646196635594"
"(2a) intermediate vocational","2017","35-65 Jahre alt","direkter Migrationshintergrund","128","0.0339092927461046","0.0289379671087068","0.0388806183835023"
"(2a) intermediate vocational","2017","35-65 Jahre alt","indirekter Migrationshintergrund","164","0.195815576126637","0.166687971427907","0.224943180825368"
"(2a) intermediate vocational","2017","66 und älter","kein Migrationshintergrund","858","0.184628059168756","0.173365423690211","0.195890694647301"
"(2a) intermediate vocational","2017","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2017","16-34 Jahre alt","kein Migrationshintergrund","666","0.140628731047282","0.129870293478425","0.15138716861614"
"(2c_gen) general maturity certificate","2017","16-34 Jahre alt","direkter Migrationshintergrund","634","0.152935524689968","0.142353385033094","0.163517664346842"
"(2c_gen) general maturity certificate","2017","16-34 Jahre alt","indirekter Migrationshintergrund","202","0.193913594445895","0.169046021368001","0.21878116752379"
"(2c_gen) general maturity certificate","2017","35-65 Jahre alt","kein Migrationshintergrund","168","0.0127248933261085","0.0106822906725604","0.0147674959796567"
"(2c_gen) general maturity certificate","2017","35-65 Jahre alt","direkter Migrationshintergrund","522","0.0780758993356851","0.0707068752602021","0.0854449234111681"
"(2c_gen) general maturity certificate","2017","35-65 Jahre alt","indirekter Migrationshintergrund","33","0.0347864741414724","0.02133653770951","0.0482364105734348"
"(2c_gen) general maturity certificate","2017","66 und älter","kein Migrationshintergrund","38","0.0103747251551279","0.00743344099340305","0.0133160093168527"
"(2c_gen) general maturity certificate","2017","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","2017","16-34 Jahre alt","kein Migrationshintergrund","394","0.111209637789829","0.101480090316676","0.120939185262982"
"(2c_voc) vocational maturity certificate","2017","16-34 Jahre alt","direkter Migrationshintergrund","197","0.112169279809495","0.102891092931191","0.121447466687798"
"(2c_voc) vocational maturity certificate","2017","16-34 Jahre alt","indirekter Migrationshintergrund","60","0.0831527886295602","0.0657857660287609","0.100519811230359"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","kein Migrationshintergrund","1271","0.105834938991072","0.100228835598245","0.111441042383898"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","direkter Migrationshintergrund","582","0.153967618310702","0.144054459073955","0.16388077754745"
"(2c_voc) vocational maturity certificate","2017","35-65 Jahre alt","indirekter Migrationshintergrund","91","0.0931960419489829","0.0718577936837962","0.11453429021417"
"(2c_voc) vocational maturity certificate","2017","66 und älter","kein Migrationshintergrund","165","0.0403390465453321","0.0346277459061611","0.046050347184503"
"(2c_voc) vocational maturity certificate","2017","66 und älter","direkter Migrationshintergrund","47","0.11120864937855","0.0826640254500732","0.139753273307027"
"(2c_voc) vocational maturity certificate","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","kein Migrationshintergrund","214","0.0727239231427879","0.0646874603692147","0.0807603859163612"
"(3a) lower tertiary education","2017","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2017","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2017","35-65 Jahre alt","kein Migrationshintergrund","1200","0.0909367873533024","0.0856971097160147","0.0961764649905902"
"(3a) lower tertiary education","2017","35-65 Jahre alt","direkter Migrationshintergrund","60","0.0188570325941211","0.015121033888936","0.0225930312993062"
"(3a) lower tertiary education","2017","35-65 Jahre alt","indirekter Migrationshintergrund","57","0.0982375126605684","0.0763906998532955","0.120084325467841"
"(3a) lower tertiary education","2017","66 und älter","kein Migrationshintergrund","463","0.0888212244362996","0.080563251213156","0.0970791976594432"
"(3a) lower tertiary education","2017","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","2017","66 und älter","indirekter Migrationshintergrund","","","",""
