"pli0091_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Nie","2016","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","35-65","kein Migrationshintergrund","","","",""
"Nie","2016","35-65","direkter Migrationshintergrund","","","",""
"Nie","2016","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2016","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2016","66 +","kein Migrationshintergrund","","","",""
"Nie","2016","66 +","direkter Migrationshintergrund","","","",""
"Nie","2016","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2016","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2017","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2017","17-34","direkter Migrationshintergrund","4","","",""
"Taeglich","2017","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2017","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2017","35-65","direkter Migrationshintergrund","1","","",""
"Taeglich","2017","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2017","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2017","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2017","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2017","17-34","kein Migrationshintergrund","407","0.0987190644170917","0.0895427312517414","0.107895397582442"
"Min 1x pro Woche","2017","17-34","direkter Migrationshintergrund","123","0.0670988870586038","0.0585678164656886","0.0756299576515189"
"Min 1x pro Woche","2017","17-34","indirekter Migrationshintergrund","93","0.0889442146553255","0.0709745111423274","0.106913918168324"
"Min 1x pro Woche","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2017","35-65","kein Migrationshintergrund","356","0.0332153718516863","0.0299570187753717","0.0364737249280008"
"Min 1x pro Woche","2017","35-65","direkter Migrationshintergrund","80","0.0207477651344336","0.0167275209204198","0.0247680093484475"
"Min 1x pro Woche","2017","35-65","indirekter Migrationshintergrund","23","","",""
"Min 1x pro Woche","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2017","66 +","kein Migrationshintergrund","108","0.0215472549102878","0.0173030060324134","0.0257915037881622"
"Min 1x pro Woche","2017","66 +","direkter Migrationshintergrund","4","","",""
"Min 1x pro Woche","2017","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2017","17-34","kein Migrationshintergrund","1636","0.407109686651223","0.391995615554962","0.422223757747484"
"Min 1x pro Monat","2017","17-34","direkter Migrationshintergrund","528","0.269651239222841","0.254519305504767","0.284783172940915"
"Min 1x pro Monat","2017","17-34","indirekter Migrationshintergrund","370","0.424119586576571","0.392922079446354","0.455317093706789"
"Min 1x pro Monat","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2017","35-65","kein Migrationshintergrund","2324","0.198905747154095","0.191647542841553","0.206163951466637"
"Min 1x pro Monat","2017","35-65","direkter Migrationshintergrund","535","0.162728037280479","0.152317240821246","0.173138833739712"
"Min 1x pro Monat","2017","35-65","indirekter Migrationshintergrund","193","0.275046454945149","0.242497499397698","0.3075954104926"
"Min 1x pro Monat","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2017","66 +","kein Migrationshintergrund","501","0.1058955445806","0.0969012333106703","0.114889855850531"
"Min 1x pro Monat","2017","66 +","direkter Migrationshintergrund","27","","",""
"Min 1x pro Monat","2017","66 +","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","17-34","kein Migrationshintergrund","1684","0.412402733528596","0.397258781809448","0.427546685247743"
"Seltener","2017","17-34","direkter Migrationshintergrund","954","0.420316074908551","0.403485005913425","0.437147143903677"
"Seltener","2017","17-34","indirekter Migrationshintergrund","398","0.375484468521199","0.344915753397122","0.406053183645277"
"Seltener","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","35-65","kein Migrationshintergrund","6773","0.566155790947331","0.557144259667068","0.575167322227594"
"Seltener","2017","35-65","direkter Migrationshintergrund","1581","0.415110348420003","0.401212798677513","0.429007898162492"
"Seltener","2017","35-65","indirekter Migrationshintergrund","362","0.507446638214048","0.471004758020171","0.543888518407926"
"Seltener","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2017","66 +","kein Migrationshintergrund","1677","0.330371540902394","0.316623107773808","0.34411997403098"
"Seltener","2017","66 +","direkter Migrationshintergrund","110","0.268907511767621","0.228520174286944","0.309294849248299"
"Seltener","2017","66 +","indirekter Migrationshintergrund","11","","",""
"Seltener","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","17-34","kein Migrationshintergrund","332","0.0817685154030896","0.0733389009497698","0.0901981298564094"
"Nie","2017","17-34","direkter Migrationshintergrund","1695","0.242597266692112","0.227981067351384","0.257213466032839"
"Nie","2017","17-34","indirekter Migrationshintergrund","103","0.111451730246904","0.0915865049717957","0.131316955522012"
"Nie","2017","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","35-65","kein Migrationshintergrund","2166","0.201723090046887","0.194426527577484","0.209019652516291"
"Nie","2017","35-65","direkter Migrationshintergrund","2632","0.401407447878632","0.387582043082852","0.415232852674413"
"Nie","2017","35-65","indirekter Migrationshintergrund","145","0.181816877476534","0.153702964373218","0.20993079057985"
"Nie","2017","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2017","66 +","kein Migrationshintergrund","2210","0.542185659606718","0.527622565726788","0.556748753486648"
"Nie","2017","66 +","direkter Migrationshintergrund","322","0.662060406000683","0.618975421355085","0.705145390646282"
"Nie","2017","66 +","indirekter Migrationshintergrund","4","","",""
"Nie","2017","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2018","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2018","17-34","direkter Migrationshintergrund","3","","",""
"Taeglich","2018","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2018","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2018","35-65","direkter Migrationshintergrund","7","","",""
"Taeglich","2018","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2018","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2018","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2018","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2018","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","17-34","direkter Migrationshintergrund","35","0.0268114159923067","0.0188033622248742","0.0348194697597391"
"Min 1x pro Woche","2018","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2018","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","35-65","direkter Migrationshintergrund","25","","",""
"Min 1x pro Woche","2018","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2018","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2018","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","17-34","direkter Migrationshintergrund","186","0.167829201186615","0.149302051862474","0.186356350510757"
"Min 1x pro Monat","2018","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2018","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","35-65","direkter Migrationshintergrund","84","0.0665320222021366","0.0541772803322924","0.0788867640719808"
"Min 1x pro Monat","2018","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2018","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","2018","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","17-34","kein Migrationshintergrund","","","",""
"Seltener","2018","17-34","direkter Migrationshintergrund","359","0.24990603846542","0.228441833259851","0.271370243670989"
"Seltener","2018","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","35-65","kein Migrationshintergrund","","","",""
"Seltener","2018","35-65","direkter Migrationshintergrund","278","0.166694046314118","0.148217070567672","0.185171022060563"
"Seltener","2018","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2018","66 +","kein Migrationshintergrund","","","",""
"Seltener","2018","66 +","direkter Migrationshintergrund","3","","",""
"Seltener","2018","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","17-34","kein Migrationshintergrund","","","",""
"Nie","2018","17-34","direkter Migrationshintergrund","980","0.554183694131815","0.529541836273586","0.578825551990043"
"Nie","2018","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2018","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","35-65","kein Migrationshintergrund","","","",""
"Nie","2018","35-65","direkter Migrationshintergrund","1169","0.749095755116781","0.727603040381217","0.770588469852345"
"Nie","2018","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2018","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2018","66 +","kein Migrationshintergrund","","","",""
"Nie","2018","66 +","direkter Migrationshintergrund","19","","",""
"Nie","2018","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2018","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2019","17-34","kein Migrationshintergrund","2","","",""
"Taeglich","2019","17-34","direkter Migrationshintergrund","1","","",""
"Taeglich","2019","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2019","35-65","kein Migrationshintergrund","2","","",""
"Taeglich","2019","35-65","direkter Migrationshintergrund","5","","",""
"Taeglich","2019","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2019","66 +","kein Migrationshintergrund","5","","",""
"Taeglich","2019","66 +","direkter Migrationshintergrund","1","","",""
"Taeglich","2019","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2019","17-34","kein Migrationshintergrund","184","0.0476583817377689","0.0408242220277139","0.0544925414478239"
"Min 1x pro Woche","2019","17-34","direkter Migrationshintergrund","57","0.0313286619743519","0.0241576329681528","0.0384996909805509"
"Min 1x pro Woche","2019","17-34","indirekter Migrationshintergrund","54","0.0551313753538319","0.0400517037994872","0.0702110469081766"
"Min 1x pro Woche","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2019","35-65","kein Migrationshintergrund","154","0.0119933435995955","0.0100157350533813","0.0139709521458096"
"Min 1x pro Woche","2019","35-65","direkter Migrationshintergrund","49","0.0156403076251993","0.0118971340069938","0.0193834812434048"
"Min 1x pro Woche","2019","35-65","indirekter Migrationshintergrund","20","","",""
"Min 1x pro Woche","2019","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2019","66 +","kein Migrationshintergrund","55","0.00994088464617517","0.00711455431496282","0.0127672149773875"
"Min 1x pro Woche","2019","66 +","direkter Migrationshintergrund","4","","",""
"Min 1x pro Woche","2019","66 +","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","2019","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2019","17-34","kein Migrationshintergrund","1381","0.374897323664748","0.359368057084752","0.390426590244744"
"Min 1x pro Monat","2019","17-34","direkter Migrationshintergrund","424","0.298474288711759","0.279637902331479","0.31731067509204"
"Min 1x pro Monat","2019","17-34","indirekter Migrationshintergrund","343","0.422768629901393","0.390129911692113","0.455407348110674"
"Min 1x pro Monat","2019","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2019","35-65","kein Migrationshintergrund","2316","0.189945824480712","0.182819556251793","0.197072092709632"
"Min 1x pro Monat","2019","35-65","direkter Migrationshintergrund","510","0.175525596337713","0.164049366638424","0.187001826037002"
