year,migback,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.47771,654,1386,0.45141,0.50402
2020,No migration background,Post-secondary Non-tertiary Level,SPD,0.11513,148,1386,0.09832,0.13194
2020,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.13581,213,1386,0.11777,0.15385
2020,No migration background,Post-secondary Non-tertiary Level,FDP,0.01299,37,1386,0.00702,0.01895
2020,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.15675,239,1386,0.13760,0.17590
2020,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.03778,59,1386,0.02774,0.04782
2020,No migration background,Post-secondary Non-tertiary Level,AfD,0.02409,36,1386,0.01602,0.03217
2020,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.44812,584,1283,0.42090,0.47534
2020,No migration background,First Stage of Tertiary Education,SPD,0.11968,138,1283,0.10191,0.13745
2020,No migration background,First Stage of Tertiary Education,CDU/CSU,0.23177,330,1283,0.20867,0.25487
2020,No migration background,First Stage of Tertiary Education,FDP,0.01330,36,1283,0.00703,0.01957
2020,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.09683,130,1283,0.08064,0.11301
2020,No migration background,First Stage of Tertiary Education,PDS/Linke,0.02880,32,1283,0.01965,0.03796
2020,No migration background,First Stage of Tertiary Education,AfD,0.02366,33,1283,0.01534,0.03198
2020,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.36370,1851,5193,0.35062,0.37679
2020,No migration background,Second Stage of Tertiary Education,SPD,0.08038,441,5193,0.07299,0.08778
2020,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.18099,1017,5193,0.17051,0.19146
2020,No migration background,Second Stage of Tertiary Education,FDP,0.03428,205,5193,0.02933,0.03923
2020,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.22842,1222,5193,0.21700,0.23984
2020,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.05860,298,5193,0.05221,0.06498
2020,No migration background,Second Stage of Tertiary Education,AfD,0.01554,65,5193,0.01217,0.01890
2020,No migration background,Second Stage of Tertiary Education,Others,0.01050,45,5193,0.00773,0.01327
2020,No migration background,Second Stage of Tertiary Education,Party combinations,0.00947,49,5193,0.00683,0.01210
2020,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.54759,62,62,0.42268,0.67249
2020,Direct migration background,Primary Level,Not leaning towards specific party,0.77434,1220,1283,0.75146,0.79723
2020,Direct migration background,Primary Level,CDU/CSU,0.05024,63,1283,0.03828,0.06220
2020,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.82405,1190,1319,0.80350,0.84461
2020,Direct migration background,Lower Secondary Level,SPD,0.04633,42,1319,0.03498,0.05768
2020,Direct migration background,Lower Secondary Level,CDU/CSU,0.06841,87,1319,0.05478,0.08204
2020,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.74871,1772,2127,0.73027,0.76715
2020,Direct migration background,Upper Secondary Level,SPD,0.07278,82,2127,0.06174,0.08383
2020,Direct migration background,Upper Secondary Level,CDU/CSU,0.09135,179,2127,0.07910,0.10360
2020,Direct migration background,Upper Secondary Level,Bündnis90/Grüne,0.02198,60,2127,0.01575,0.02821
2020,Direct migration background,Upper Secondary Level,PDS/Linke,0.01551,34,2127,0.01025,0.02076
2020,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.77147,627,696,0.74025,0.80269
2020,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.07192,69,696,0.05271,0.09113
2020,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.59522,34,34,0.42774,0.76269
2020,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.64193,1537,2022,0.62103,0.66283
2020,Direct migration background,Second Stage of Tertiary Education,SPD,0.04581,87,2022,0.03669,0.05493
2020,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.09848,189,2022,0.08549,0.11147
2020,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.12769,168,2022,0.11314,0.14224
2020,Direct migration background,Second Stage of Tertiary Education,PDS/Linke,0.02880,41,2022,0.02151,0.03609
2020,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.39700,56,56,0.26769,0.52631
2020,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.74771,179,179,0.68391,0.81152
2020,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.69633,422,565,0.65837,0.73428
2020,Indirect migration background,Upper Secondary Level,SPD,0.09327,47,565,0.06927,0.11727
2020,Indirect migration background,Upper Secondary Level,CDU/CSU,0.05508,38,565,0.03625,0.07390
2020,Indirect migration background,Upper Secondary Level,Bündnis90/Grüne,0.07395,58,565,0.05236,0.09555
2020,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.53391,75,75,0.42025,0.64757
2020,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.47335,129,238,0.40978,0.53692
2020,Indirect migration background,Second Stage of Tertiary Education,CDU/CSU,0.10891,36,238,0.06925,0.14857
2020,Indirect migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.22490,73,238,0.17175,0.27806
2021,No migration background,Pre-primary Level,Not leaning towards specific party,0.30406,58,58,0.18464,0.42349
2021,No migration background,Primary Level,Not leaning towards specific party,0.67817,64,64,0.56281,0.79353
2021,No migration background,Lower Secondary Level,Not leaning towards specific party,0.61531,557,786,0.58128,0.64935
2021,No migration background,Lower Secondary Level,SPD,0.10071,77,786,0.07966,0.12177
2021,No migration background,Lower Secondary Level,CDU/CSU,0.13139,106,786,0.10775,0.15502
2021,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.04279,46,786,0.02863,0.05695
2021,No migration background,Upper Secondary Level,Not leaning towards specific party,0.53843,3088,5592,0.52536,0.55150
2021,No migration background,Upper Secondary Level,SPD,0.10276,574,5592,0.09480,0.11072
2021,No migration background,Upper Secondary Level,CDU/CSU,0.16084,865,5592,0.15121,0.17047
2021,No migration background,Upper Secondary Level,FDP,0.02766,163,5592,0.02336,0.03196
2021,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.06823,457,5592,0.06162,0.07484
2021,No migration background,Upper Secondary Level,PDS/Linke,0.02989,185,5592,0.02542,0.03435
2021,No migration background,Upper Secondary Level,AfD,0.03433,181,5592,0.02955,0.03910
2021,No migration background,Upper Secondary Level,Others,0.01184,79,5592,0.00900,0.01467
2021,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.45832,459,993,0.42732,0.48933
2021,No migration background,Post-secondary Non-tertiary Level,SPD,0.12180,113,993,0.10145,0.14215
2021,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.10824,142,993,0.08891,0.12758
2021,No migration background,Post-secondary Non-tertiary Level,FDP,0.03245,40,993,0.02142,0.04347
2021,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.19249,201,993,0.16796,0.21703
2021,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.02635,38,993,0.01638,0.03632
2021,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.46865,398,836,0.43480,0.50250
2021,No migration background,First Stage of Tertiary Education,SPD,0.12931,111,836,0.10655,0.15207
2021,No migration background,First Stage of Tertiary Education,CDU/CSU,0.17595,191,836,0.15012,0.20178
2021,No migration background,First Stage of Tertiary Education,FDP,0.04006,37,836,0.02676,0.05336
2021,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.10805,99,836,0.08699,0.12911
2021,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.35268,1382,3988,0.33785,0.36751
2021,No migration background,Second Stage of Tertiary Education,SPD,0.10042,421,3988,0.09109,0.10975
2021,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.16898,714,3988,0.15735,0.18061
2021,No migration background,Second Stage of Tertiary Education,FDP,0.04664,212,3988,0.04010,0.05319
2021,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.23430,988,3988,0.22115,0.24745
2021,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04423,189,3988,0.03785,0.05062
2021,No migration background,Second Stage of Tertiary Education,AfD,0.00890,37,3988,0.00598,0.01181
2021,No migration background,Second Stage of Tertiary Education,Others,0.01165,45,3988,0.00832,0.01498
2021,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.47505,40,40,0.31832,0.63178
2021,Direct migration background,Primary Level,Not leaning towards specific party,0.69583,732,801,0.66395,0.72771
2021,Direct migration background,Primary Level,SPD,0.14597,33,801,0.12150,0.17044
2021,Direct migration background,Primary Level,CDU/CSU,0.05171,36,801,0.03636,0.06705
2021,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.79033,630,713,0.76042,0.82023
2021,Direct migration background,Lower Secondary Level,SPD,0.08200,43,713,0.06185,0.10215
2021,Direct migration background,Lower Secondary Level,CDU/CSU,0.06338,40,713,0.04548,0.08127
2021,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.66762,916,1172,0.64064,0.69461
2021,Direct migration background,Upper Secondary Level,SPD,0.09803,77,1172,0.08100,0.11506
2021,Direct migration background,Upper Secondary Level,CDU/CSU,0.12147,114,1172,0.10276,0.14018
2021,Direct migration background,Upper Secondary Level,Bündnis90/Grüne,0.04337,65,1172,0.03170,0.05503
2021,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.75944,349,390,0.71696,0.80191
2021,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.07618,41,390,0.04981,0.10254
2021,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.49402,31,31,0.31511,0.67293
2021,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.61310,954,1318,0.58679,0.63940
2021,Direct migration background,Second Stage of Tertiary Education,SPD,0.06349,81,1318,0.05032,0.07666
2021,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.08800,119,1318,0.07270,0.10330
2021,Direct migration background,Second Stage of Tertiary Education,FDP,0.03633,32,1318,0.02622,0.04644
2021,Direct migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.13291,132,1318,0.11458,0.15125
2021,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.78679,96,96,0.70443,0.86915
2021,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.69073,250,284,0.63688,0.74458
2021,Indirect migration background,Upper Secondary Level,Bündnis90/Grüne,0.02931,34,284,0.00966,0.04896
2021,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.51822,49,49,0.37686,0.65958
2021,Indirect migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.44165,85,137,0.35819,0.52511
2021,Indirect migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.23135,52,137,0.16048,0.30222
2022,No migration background,Pre-primary Level,Not leaning towards specific party,0.29492,99,137,0.21828,0.37156
2022,No migration background,Pre-primary Level,Bündnis90/Grüne,0.13420,38,137,0.07691,0.19148
2022,No migration background,Primary Level,Not leaning towards specific party,0.64879,85,85,0.54670,0.75087
2022,No migration background,Lower Secondary Level,Not leaning towards specific party,0.59205,608,904,0.56000,0.62411
2022,No migration background,Lower Secondary Level,SPD,0.12980,102,904,0.10788,0.15172
2022,No migration background,Lower Secondary Level,CDU/CSU,0.13549,111,904,0.11316,0.15781
2022,No migration background,Lower Secondary Level,Bündnis90/Grüne,0.03827,45,904,0.02575,0.05078
2022,No migration background,Lower Secondary Level,AfD,0.02376,38,904,0.01383,0.03370
2022,No migration background,Upper Secondary Level,Not leaning towards specific party,0.51597,3770,6842,0.50413,0.52781
2022,No migration background,Upper Secondary Level,SPD,0.12379,759,6842,0.11598,0.13159
2022,No migration background,Upper Secondary Level,CDU/CSU,0.16168,923,6842,0.15296,0.17041
2022,No migration background,Upper Secondary Level,FDP,0.02394,168,6842,0.02032,0.02756
2022,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.08327,655,6842,0.07672,0.08981
2022,No migration background,Upper Secondary Level,PDS/Linke,0.01580,168,6842,0.01285,0.01876
2022,No migration background,Upper Secondary Level,AfD,0.03570,297,6842,0.03131,0.04010
2022,No migration background,Upper Secondary Level,Others,0.01272,102,6842,0.01006,0.01537
2022,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.46464,684,1444,0.43890,0.49037
2022,No migration background,Post-secondary Non-tertiary Level,SPD,0.11449,160,1444,0.09806,0.13092
2022,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.10604,169,1444,0.09016,0.12193
2022,No migration background,Post-secondary Non-tertiary Level,FDP,0.02416,52,1444,0.01624,0.03208
2022,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.20133,297,1444,0.18064,0.22202
2022,No migration background,Post-secondary Non-tertiary Level,PDS/Linke,0.01874,41,1444,0.01175,0.02574
2022,No migration background,Post-secondary Non-tertiary Level,AfD,0.02319,41,1444,0.01542,0.03096
2022,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.45023,567,1151,0.42147,0.47898
