"party","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"FDP","2016","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2016","16-34 Jahre alt","kein Migrationshintergrund","261","0.0812805327009642","0.0720158703028002","0.0905451950991281"
"Grüne","2016","16-34 Jahre alt","direkter Migrationshintergrund","34","0.0245339355761147","0.0163895904562336","0.0326782806959959"
"Grüne","2016","16-34 Jahre alt","indirekter Migrationshintergrund","34","0.0361748333182341","0.0240295523232623","0.0483201143132058"
"Grüne","2016","35-65 Jahre alt","kein Migrationshintergrund","902","0.086474697958696","0.0809813099413548","0.0919680859760372"
"Grüne","2016","35-65 Jahre alt","direkter Migrationshintergrund","105","0.0424623822141678","0.0353434989116104","0.0495812655167251"
"Grüne","2016","35-65 Jahre alt","indirekter Migrationshintergrund","46","0.0837681142209541","0.0624210566737057","0.105115171768202"
"Grüne","2016","66 und älter","kein Migrationshintergrund","155","0.0349846637183901","0.0295156449499865","0.0404536824867938"
"Grüne","2016","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2016","16-34 Jahre alt","kein Migrationshintergrund","101","0.0303359703233717","0.0245211746800141","0.0361507659667294"
"PDS/Linke","2016","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","2016","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2016","35-65 Jahre alt","kein Migrationshintergrund","302","0.028247110299654","0.0250089347298623","0.0314852858694458"
"PDS/Linke","2016","35-65 Jahre alt","direkter Migrationshintergrund","64","0.0187587636705756","0.013968915190573","0.0235486121505781"
"PDS/Linke","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2016","66 und älter","kein Migrationshintergrund","167","0.0280347152623542","0.0231213742693188","0.0329480562553896"
"PDS/Linke","2016","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2016","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","2016","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2016","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2016","35-65 Jahre alt","kein Migrationshintergrund","37","0.00481747821732816","0.00346417003237934","0.00617078640227699"
"Rechtsextrem","2016","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2016","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2016","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2016","16-34 Jahre alt","kein Migrationshintergrund","102","0.0335099839567042","0.0274085675683001","0.0396114003451082"
"AfD","2016","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2016","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2016","35-65 Jahre alt","kein Migrationshintergrund","276","0.0282420231532529","0.0250041307100515","0.0314799155964543"
"AfD","2016","35-65 Jahre alt","direkter Migrationshintergrund","36","0.00565817595250386","0.00301005479186872","0.00830629711313899"
"AfD","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2016","66 und älter","kein Migrationshintergrund","80","0.0162226399773194","0.0124624253783439","0.0199828545762949"
"AfD","2016","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2016","16-34 Jahre alt","kein Migrationshintergrund","54","0.0155481022650835","0.0113535963349835","0.0197426081951835"
"Sonstige","2016","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2016","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2016","35-65 Jahre alt","kein Migrationshintergrund","61","0.00622575534798756","0.00468839614360154","0.00776311455237358"
"Sonstige","2016","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2016","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2016","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2016","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2016","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2017","16-34 Jahre alt","kein Migrationshintergrund","2769","0.651353476125506","0.636660671518216","0.666046280732796"
"keine PI","2017","16-34 Jahre alt","direkter Migrationshintergrund","2087","0.830200440503974","0.815491634312804","0.844909246695145"
"keine PI","2017","16-34 Jahre alt","indirekter Migrationshintergrund","757","0.780808654614425","0.754733981992551","0.806883327236299"
"keine PI","2017","35-65 Jahre alt","kein Migrationshintergrund","6451","0.560968571991496","0.551871051359703","0.570066092623289"
"keine PI","2017","35-65 Jahre alt","direkter Migrationshintergrund","3314","0.725720961151024","0.712373478121059","0.739068444180988"
"keine PI","2017","35-65 Jahre alt","indirekter Migrationshintergrund","443","0.624924401330943","0.589362805546756","0.66048599711513"
"keine PI","2017","66 und älter","kein Migrationshintergrund","1887","0.425404109880391","0.410989296683562","0.43981892307722"
"keine PI","2017","66 und älter","direkter Migrationshintergrund","269","0.573559158934907","0.527453369600318","0.619664948269496"
"keine PI","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2017","16-34 Jahre alt","kein Migrationshintergrund","404","0.118490666555311","0.108526082050189","0.128455251060432"
"CDU/CSU","2017","16-34 Jahre alt","direkter Migrationshintergrund","221","0.0480673405481869","0.0396873056559371","0.0564473754404368"
"CDU/CSU","2017","16-34 Jahre alt","indirekter Migrationshintergrund","48","0.0411592791715961","0.0286381940216082","0.053680364321584"
"CDU/CSU","2017","35-65 Jahre alt","kein Migrationshintergrund","1797","0.147990257088075","0.141480799203885","0.154499714972264"
"CDU/CSU","2017","35-65 Jahre alt","direkter Migrationshintergrund","470","0.0984043978200948","0.0894932965195482","0.107315499120641"
"CDU/CSU","2017","35-65 Jahre alt","indirekter Migrationshintergrund","77","0.0826771486939044","0.0624487294673257","0.102905567920483"
"CDU/CSU","2017","66 und älter","kein Migrationshintergrund","1184","0.269181485896282","0.256249825708436","0.282113146084128"
"CDU/CSU","2017","66 und älter","direkter Migrationshintergrund","96","0.184249496002605","0.148106946375817","0.220392045629393"
"CDU/CSU","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","2017","16-34 Jahre alt","kein Migrationshintergrund","298","0.0762980697104446","0.0681129249100769","0.0844832145108124"
"SPD","2017","16-34 Jahre alt","direkter Migrationshintergrund","85","0.0296005910223232","0.0229609726322433","0.0362402094124032"
"SPD","2017","16-34 Jahre alt","indirekter Migrationshintergrund","74","0.0852198710490453","0.0676218573501753","0.102817884747915"
"SPD","2017","35-65 Jahre alt","kein Migrationshintergrund","1424","0.133543094993672","0.127307323665742","0.139778866321603"
"SPD","2017","35-65 Jahre alt","direkter Migrationshintergrund","260","0.100245640948091","0.0912607468511136","0.109230535045068"
"SPD","2017","35-65 Jahre alt","indirekter Migrationshintergrund","99","0.148188039098135","0.122091282386963","0.174284795809306"
"SPD","2017","66 und älter","kein Migrationshintergrund","918","0.206809341208657","0.195000676503557","0.218618005913757"
"SPD","2017","66 und älter","direkter Migrationshintergrund","47","0.174006673809659","0.138663285825179","0.20935006179414"
"SPD","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","2017","16-34 Jahre alt","kein Migrationshintergrund","59","0.0148628487534635","0.0111320395136541","0.018593657993273"
"FDP","2017","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2017","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2017","35-65 Jahre alt","kein Migrationshintergrund","204","0.0182556124715665","0.0158014495166891","0.0207097754264439"
"FDP","2017","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","2017","66 und älter","kein Migrationshintergrund","123","0.0239758149881423","0.0195157221445275","0.028435907831757"
"FDP","2017","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","2017","16-34 Jahre alt","kein Migrationshintergrund","250","0.0619900184210024","0.0545552357430932","0.0694248010989116"
"Grüne","2017","16-34 Jahre alt","direkter Migrationshintergrund","49","0.030039578137937","0.0233524200887696","0.0367267361871045"
"Grüne","2017","16-34 Jahre alt","indirekter Migrationshintergrund","34","0.0338108402672781","0.0224189992273257","0.0452026813072305"
"Grüne","2017","35-65 Jahre alt","kein Migrationshintergrund","805","0.0656920948959061","0.0611505088574671","0.0702336809343452"
"Grüne","2017","35-65 Jahre alt","direkter Migrationshintergrund","95","0.0323554462734756","0.027061861653427","0.0376490308935243"
"Grüne","2017","35-65 Jahre alt","indirekter Migrationshintergrund","41","0.0652073202423655","0.047072472150416","0.0833421683343151"
"Grüne","2017","66 und älter","kein Migrationshintergrund","149","0.0324077196541334","0.0272447763684005","0.0375706629398663"
"Grüne","2017","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2017","16-34 Jahre alt","kein Migrationshintergrund","132","0.0362643734215474","0.0305003901488592","0.0420283566942355"
"PDS/Linke","2017","16-34 Jahre alt","direkter Migrationshintergrund","40","0.0445137585511575","0.0364343974690802","0.0525931196332348"
"PDS/Linke","2017","16-34 Jahre alt","indirekter Migrationshintergrund","30","0.0370723124214455","0.0251638269986392","0.0489807978442518"
"PDS/Linke","2017","35-65 Jahre alt","kein Migrationshintergrund","343","0.0309239574605494","0.0277505017558701","0.0340974131652288"
"PDS/Linke","2017","35-65 Jahre alt","direkter Migrationshintergrund","68","0.0159007181351911","0.0121583538368808","0.0196430824335015"
"PDS/Linke","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","2017","66 und älter","kein Migrationshintergrund","177","0.0279207293407499","0.0231174135420397","0.0327240451394602"
"PDS/Linke","2017","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2017","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Rechtsextrem","2017","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2017","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2017","35-65 Jahre alt","kein Migrationshintergrund","58","0.00399128260400549","0.00283545306849685","0.00514711213951413"
"Rechtsextrem","2017","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","2017","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","2017","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","2017","16-34 Jahre alt","kein Migrationshintergrund","74","0.0253194969709531","0.0204759630926386","0.0301630308492676"
"AfD","2017","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","2017","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2017","35-65 Jahre alt","kein Migrationshintergrund","301","0.0328415739997736","0.0295744413312283","0.0361087066683188"
"AfD","2017","35-65 Jahre alt","direkter Migrationshintergrund","46","0.0162782851242675","0.0124924762140084","0.0200640940345265"
"AfD","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","2017","66 und älter","kein Migrationshintergrund","73","0.0134817195213776","0.0101192981850926","0.0168441408576627"
"AfD","2017","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","2017","16-34 Jahre alt","kein Migrationshintergrund","33","0.00921450237126053","0.00626852484528865","0.0121604798972324"
"Sonstige","2017","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2017","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2017","35-65 Jahre alt","kein Migrationshintergrund","48","0.005793554494956","0.00440226721673523","0.00718484177317676"
"Sonstige","2017","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","2017","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","2017","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","2017","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","2017","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","2018","16-34 Jahre alt","kein Migrationshintergrund","2571","0.614982138075047","0.599805477748733","0.63015879840136"
"keine PI","2018","16-34 Jahre alt","direkter Migrationshintergrund","2551","0.807578281154778","0.793611165222886","0.82154539708667"
"keine PI","2018","16-34 Jahre alt","indirekter Migrationshintergrund","722","0.7288787031494","0.700961104487076","0.756796301811724"
"keine PI","2018","35-65 Jahre alt","kein Migrationshintergrund","5989","0.557740035772935","0.548388383356834","0.567091688189036"
"keine PI","2018","35-65 Jahre alt","direkter Migrationshintergrund","3607","0.736908551347555","0.724243442882818","0.749573659812293"
"keine PI","2018","35-65 Jahre alt","indirekter Migrationshintergrund","426","0.57524447795791","0.538600277591911","0.611888678323909"
"keine PI","2018","66 und älter","kein Migrationshintergrund","1855","0.414629961214582","0.400285090268235","0.428974832160928"
"keine PI","2018","66 und älter","direkter Migrationshintergrund","291","0.59272498861201","0.548586738082811","0.636863239141209"
"keine PI","2018","66 und älter","indirekter Migrationshintergrund","","","",""
