year,bula_h,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Baden-Wuerttemberg,No migration background,PDS/Linke,0.02307,44,1980,0.01645,0.02968
2019,Baden-Wuerttemberg,No migration background,AfD,0.03939,45,1980,0.03082,0.04797
2019,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.71409,367,502,0.67452,0.75366
2019,Baden-Wuerttemberg,Direct migration background,SPD,0.08911,35,502,0.06416,0.11406
2019,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.08847,62,502,0.06360,0.11333
2019,Baden-Wuerttemberg,Direct migration background,Bündnis90/Grüne,0.06809,38,502,0.04603,0.09015
2019,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.67822,152,185,0.61072,0.74572
2019,Baden-Wuerttemberg,Indirect migration background,Bündnis90/Grüne,0.12046,33,185,0.07342,0.16749
2019,Bavaria,No migration background,Not leaning towards specific party,0.52421,1466,2959,0.50621,0.54220
2019,Bavaria,No migration background,SPD,0.05827,188,2959,0.04983,0.06672
2019,Bavaria,No migration background,CDU/CSU,0.19646,622,2959,0.18214,0.21078
2019,Bavaria,No migration background,FDP,0.02185,79,2959,0.01658,0.02712
2019,Bavaria,No migration background,Bündnis90/Grüne,0.11944,394,2959,0.10775,0.13113
2019,Bavaria,No migration background,PDS/Linke,0.01941,61,2959,0.01443,0.02438
2019,Bavaria,No migration background,AfD,0.02180,65,2959,0.01653,0.02706
2019,Bavaria,No migration background,Others,0.02394,84,2959,0.01843,0.02945
2019,Bavaria,Direct migration background,Not leaning towards specific party,0.72235,485,598,0.68643,0.75828
2019,Bavaria,Direct migration background,CDU/CSU,0.06439,63,598,0.04470,0.08408
2019,Bavaria,Direct migration background,Bündnis90/Grüne,0.07757,50,598,0.05611,0.09902
2019,Bavaria,Indirect migration background,Not leaning towards specific party,0.68852,148,188,0.62214,0.75489
2019,Bavaria,Indirect migration background,Bündnis90/Grüne,0.12085,40,188,0.07413,0.16757
2019,Berlin,No migration background,Not leaning towards specific party,0.46782,350,733,0.43168,0.50397
2019,Berlin,No migration background,SPD,0.09221,73,733,0.07125,0.11317
2019,Berlin,No migration background,CDU/CSU,0.08441,67,733,0.06427,0.10455
2019,Berlin,No migration background,Bündnis90/Grüne,0.15207,157,733,0.12605,0.17808
2019,Berlin,No migration background,PDS/Linke,0.10762,86,733,0.08517,0.13007
2019,Berlin,Direct migration background,Not leaning towards specific party,0.61081,89,89,0.50894,0.71268
2019,Berlin,Indirect migration background,Not leaning towards specific party,0.73620,35,35,0.58806,0.88433
2019,Brandenburg,No migration background,Not leaning towards specific party,0.68589,633,972,0.65670,0.71509
2019,Brandenburg,No migration background,SPD,0.04321,60,972,0.03042,0.05600
2019,Brandenburg,No migration background,CDU/CSU,0.10699,95,972,0.08754,0.12643
2019,Brandenburg,No migration background,Bündnis90/Grüne,0.03328,51,972,0.02200,0.04456
2019,Brandenburg,No migration background,PDS/Linke,0.06172,76,972,0.04658,0.07686
2019,Brandenburg,No migration background,AfD,0.04962,57,972,0.03596,0.06328
2019,Brandenburg,Direct migration background,Not leaning towards specific party,0.93755,70,70,0.88046,0.99465
2019,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.65740,357,512,0.61625,0.69855
2019,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.09341,80,512,0.06817,0.11864
2019,Mecklenburg-Western Pomerania,No migration background,Bündnis90/Grüne,0.04106,35,512,0.02385,0.05826
2019,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.07509,40,512,0.05224,0.09794
2019,Saxony,No migration background,Not leaning towards specific party,0.62078,906,1468,0.59595,0.64561
2019,Saxony,No migration background,SPD,0.04273,62,1468,0.03238,0.05308
2019,Saxony,No migration background,CDU/CSU,0.08348,166,1468,0.06932,0.09763
2019,Saxony,No migration background,FDP,0.02374,46,1468,0.01595,0.03153
2019,Saxony,No migration background,Bündnis90/Grüne,0.03989,72,1468,0.02987,0.04990
2019,Saxony,No migration background,PDS/Linke,0.07581,117,1468,0.06226,0.08936
2019,Saxony,No migration background,AfD,0.08779,99,1468,0.07330,0.10227
2019,Saxony,Direct migration background,Not leaning towards specific party,0.76906,45,45,0.64453,0.89359
2019,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.63223,515,771,0.59817,0.66629
2019,Saxony-Anhalt,No migration background,SPD,0.07008,48,771,0.05205,0.08811
2019,Saxony-Anhalt,No migration background,CDU/CSU,0.09361,103,771,0.07304,0.11419
2019,Saxony-Anhalt,No migration background,Bündnis90/Grüne,0.05578,37,771,0.03957,0.07199
2019,Saxony-Anhalt,No migration background,PDS/Linke,0.10256,68,771,0.08113,0.12398
2019,Saxony-Anhalt,Direct migration background,Not leaning towards specific party,0.88620,37,37,0.78246,0.98994
2019,Thuringa,No migration background,Not leaning towards specific party,0.66050,517,813,0.62793,0.69307
2019,Thuringa,No migration background,SPD,0.05197,35,813,0.03670,0.06723
2019,Thuringa,No migration background,CDU/CSU,0.13332,113,813,0.10994,0.15670
2019,Thuringa,No migration background,Bündnis90/Grüne,0.03531,31,813,0.02262,0.04801
2019,Thuringa,No migration background,PDS/Linke,0.06328,58,813,0.04653,0.08002
2019,Thuringa,No migration background,AfD,0.04795,59,813,0.03325,0.06265
2019,Thuringa,Direct migration background,Not leaning towards specific party,0.75747,43,43,0.62784,0.88709
2020,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.51675,351,660,0.47859,0.55490
2020,Schleswig-Holstein,No migration background,SPD,0.14042,93,660,0.11390,0.16695
2020,Schleswig-Holstein,No migration background,CDU/CSU,0.14564,106,660,0.11871,0.17257
2020,Schleswig-Holstein,No migration background,Bündnis90/Grüne,0.11957,110,660,0.09479,0.14434
2020,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.87112,232,232,0.82791,0.91433
2020,Schleswig-Holstein,Indirect migration background,Not leaning towards specific party,0.70222,31,31,0.53858,0.86586
2020,Hamburg,No migration background,Not leaning towards specific party,0.30806,110,297,0.25546,0.36065
2020,Hamburg,No migration background,SPD,0.23092,67,297,0.18291,0.27893
2020,Hamburg,No migration background,CDU/CSU,0.16184,49,297,0.11988,0.20379
2020,Hamburg,No migration background,Bündnis90/Grüne,0.16212,71,297,0.12013,0.20410
2020,Hamburg,Direct migration background,Not leaning towards specific party,0.74993,142,142,0.67845,0.82141
2020,Lower Saxony,No migration background,Not leaning towards specific party,0.47761,873,1681,0.45373,0.50150
2020,Lower Saxony,No migration background,SPD,0.16561,263,1681,0.14783,0.18339
2020,Lower Saxony,No migration background,CDU/CSU,0.18952,333,1681,0.17078,0.20826
2020,Lower Saxony,No migration background,Bündnis90/Grüne,0.10158,212,1681,0.08714,0.11603
2020,Lower Saxony,Direct migration background,Not leaning towards specific party,0.73373,717,782,0.70273,0.76473
2020,Lower Saxony,Direct migration background,CDU/CSU,0.11175,65,782,0.08965,0.13385
2020,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.67116,86,86,0.57128,0.77103
2020,Bremen,No migration background,Not leaning towards specific party,0.46094,62,62,0.33584,0.58603
2020,Bremen,Direct migration background,Not leaning towards specific party,0.78872,104,104,0.70988,0.86755
2020,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.47563,1563,3413,0.45888,0.49239
2020,North Rhine-Westphalia,No migration background,SPD,0.12096,398,3413,0.11001,0.13190
2020,North Rhine-Westphalia,No migration background,CDU/CSU,0.18849,699,3413,0.17536,0.20161
2020,North Rhine-Westphalia,No migration background,FDP,0.02174,106,3413,0.01684,0.02663
2020,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.12965,498,3413,0.11838,0.14092
2020,North Rhine-Westphalia,No migration background,PDS/Linke,0.02726,81,3413,0.02180,0.03273
2020,North Rhine-Westphalia,No migration background,AfD,0.02263,68,3413,0.01764,0.02762
2020,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.74862,1753,2126,0.73017,0.76706
2020,North Rhine-Westphalia,Direct migration background,SPD,0.05815,78,2126,0.04820,0.06810
2020,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.11115,227,2126,0.09779,0.12452
2020,North Rhine-Westphalia,Direct migration background,Bündnis90/Grüne,0.03621,68,2126,0.02826,0.04415
2020,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.68389,297,411,0.63888,0.72889
2020,North Rhine-Westphalia,Indirect migration background,SPD,0.09287,38,411,0.06477,0.12096
2020,North Rhine-Westphalia,Indirect migration background,CDU/CSU,0.07938,32,411,0.05322,0.10555
2020,North Rhine-Westphalia,Indirect migration background,Bündnis90/Grüne,0.09653,44,411,0.06795,0.12512
2020,Hesse,No migration background,Not leaning towards specific party,0.52457,582,1125,0.49538,0.55377
2020,Hesse,No migration background,SPD,0.09148,115,1125,0.07463,0.10834
2020,Hesse,No migration background,CDU/CSU,0.15260,185,1125,0.13157,0.17362
2020,Hesse,No migration background,FDP,0.02136,39,1125,0.01291,0.02982
2020,Hesse,No migration background,Bündnis90/Grüne,0.14026,167,1125,0.11995,0.16056
2020,Hesse,No migration background,PDS/Linke,0.03316,37,1125,0.02270,0.04363
2020,Hesse,Direct migration background,Not leaning towards specific party,0.78349,614,654,0.75190,0.81508
2020,Hesse,Direct migration background,CDU/CSU,0.05368,40,654,0.03639,0.07096
2020,Hesse,Indirect migration background,Not leaning towards specific party,0.61629,81,81,0.50973,0.72285
2020,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.52025,475,845,0.48654,0.55395
2020,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.09988,99,845,0.07965,0.12011
2020,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.19768,179,845,0.17081,0.22455
2020,"Rhineland-Palatinate, Saarland",No migration background,Bündnis90/Grüne,0.09788,92,845,0.07784,0.11793
2020,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.82539,436,436,0.78971,0.86107
2020,"Rhineland-Palatinate, Saarland",Indirect migration background,Not leaning towards specific party,0.68373,58,58,0.56300,0.80445
2020,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.48506,827,1847,0.46226,0.50786
2020,Baden-Wuerttemberg,No migration background,SPD,0.08754,138,1847,0.07465,0.10043
2020,Baden-Wuerttemberg,No migration background,CDU/CSU,0.18157,363,1847,0.16399,0.19916
2020,Baden-Wuerttemberg,No migration background,FDP,0.01601,49,1847,0.01028,0.02174
2020,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.16517,399,1847,0.14823,0.18211
2020,Baden-Wuerttemberg,No migration background,PDS/Linke,0.02156,40,1847,0.01493,0.02818
2020,Baden-Wuerttemberg,No migration background,AfD,0.02034,31,1847,0.01390,0.02678
2020,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.73508,848,1006,0.70780,0.76237
2020,Baden-Wuerttemberg,Direct migration background,SPD,0.06761,32,1006,0.05209,0.08313
2020,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.11177,78,1006,0.09229,0.13125
2020,Baden-Wuerttemberg,Direct migration background,Bündnis90/Grüne,0.04888,48,1006,0.03555,0.06221
2020,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.64729,134,174,0.57609,0.71850
2020,Baden-Wuerttemberg,Indirect migration background,Bündnis90/Grüne,0.16226,40,174,0.10732,0.21720
2020,Bavaria,No migration background,Not leaning towards specific party,0.51183,1347,2714,0.49302,0.53064
2020,Bavaria,No migration background,SPD,0.06191,178,2714,0.05284,0.07098
2020,Bavaria,No migration background,CDU/CSU,0.21579,600,2714,0.20031,0.23126
2020,Bavaria,No migration background,FDP,0.01272,58,2714,0.00851,0.01694
2020,Bavaria,No migration background,Bündnis90/Grüne,0.11836,363,2714,0.10620,0.13051
2020,Bavaria,No migration background,PDS/Linke,0.01726,43,2714,0.01236,0.02216
2020,Bavaria,No migration background,AfD,0.02703,64,2714,0.02092,0.03313
2020,Bavaria,No migration background,Others,0.02489,61,2714,0.01903,0.03076
2020,Bavaria,Direct migration background,Not leaning towards specific party,0.74932,1058,1248,0.72526,0.77337
2020,Bavaria,Direct migration background,SPD,0.06875,43,1248,0.05470,0.08279
2020,Bavaria,Direct migration background,CDU/CSU,0.04935,91,1248,0.03733,0.06137
2020,Bavaria,Direct migration background,Bündnis90/Grüne,0.07592,56,1248,0.06122,0.09062
2020,Bavaria,Indirect migration background,Not leaning towards specific party,0.70278,163,232,0.64384,0.76172
2020,Bavaria,Indirect migration background,CDU/CSU,0.10705,34,232,0.06718,0.14692
2020,Bavaria,Indirect migration background,Bündnis90/Grüne,0.08213,35,232,0.04672,0.11754
2020,Berlin,No migration background,Not leaning towards specific party,0.44469,312,704,0.40796,0.48142
2020,Berlin,No migration background,SPD,0.08422,67,704,0.06369,0.10475
2020,Berlin,No migration background,CDU/CSU,0.09993,75,704,0.07776,0.12210
2020,Berlin,No migration background,Bündnis90/Grüne,0.16853,172,704,0.14086,0.19621
2020,Berlin,No migration background,PDS/Linke,0.10782,78,704,0.08489,0.13074
2020,Berlin,Direct migration background,Not leaning towards specific party,0.69793,334,379,0.65165,0.74422
2020,Berlin,Direct migration background,Bündnis90/Grüne,0.08035,45,379,0.05294,0.10775
2020,Berlin,Indirect migration background,Not leaning towards specific party,0.73602,40,40,0.59768,0.87436
2020,Brandenburg,No migration background,Not leaning towards specific party,0.65837,570,897,0.62731,0.68942
2020,Brandenburg,No migration background,SPD,0.05812,56,897,0.04280,0.07344
2020,Brandenburg,No migration background,CDU/CSU,0.10039,89,897,0.08071,0.12007
2020,Brandenburg,No migration background,Bündnis90/Grüne,0.03321,48,897,0.02147,0.04494
2020,Brandenburg,No migration background,PDS/Linke,0.06216,74,897,0.04635,0.07796
2020,Brandenburg,No migration background,AfD,0.06152,60,897,0.04579,0.07725
2020,Brandenburg,Direct migration background,Not leaning towards specific party,0.70719,169,169,0.63838,0.77600
2020,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.71406,290,384,0.66880,0.75931
2020,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.10539,63,384,0.07464,0.13614
2020,Mecklenburg-Western Pomerania,No migration background,PDS/Linke,0.07633,31,384,0.04974,0.10292
2020,Mecklenburg-Western Pomerania,Direct migration background,Not leaning towards specific party,0.91335,59,59,0.84095,0.98575
2020,Saxony,No migration background,Not leaning towards specific party,0.59843,816,1365,0.57241,0.62445
2020,Saxony,No migration background,SPD,0.04034,65,1365,0.02990,0.05079
2020,Saxony,No migration background,CDU/CSU,0.09841,164,1365,0.08261,0.11422
2020,Saxony,No migration background,FDP,0.02015,33,1365,0.01269,0.02761
2020,Saxony,No migration background,Bündnis90/Grüne,0.05439,82,1365,0.04235,0.06642
2020,Saxony,No migration background,PDS/Linke,0.07378,104,1365,0.05991,0.08765
2020,Saxony,No migration background,AfD,0.08574,101,1365,0.07088,0.10059
2020,Saxony,Direct migration background,Not leaning towards specific party,0.81027,162,162,0.74971,0.87084
2020,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.61183,491,741,0.57672,0.64694
2020,Saxony-Anhalt,No migration background,SPD,0.04113,33,741,0.02682,0.05544
2020,Saxony-Anhalt,No migration background,CDU/CSU,0.11006,99,741,0.08751,0.13261
2020,Saxony-Anhalt,No migration background,Bündnis90/Grüne,0.05083,39,741,0.03500,0.06665
2020,Saxony-Anhalt,No migration background,PDS/Linke,0.10546,79,741,0.08333,0.12759
2020,Saxony-Anhalt,Direct migration background,Not leaning towards specific party,0.94159,122,122,0.89980,0.98337
2020,Thuringa,No migration background,Not leaning towards specific party,0.58047,451,734,0.54475,0.61620
2020,Thuringa,No migration background,CDU/CSU,0.14661,103,734,0.12100,0.17222
2020,Thuringa,No migration background,Bündnis90/Grüne,0.02637,37,734,0.01477,0.03797
2020,Thuringa,No migration background,PDS/Linke,0.13603,87,734,0.11121,0.16085
