"plh0012_h","year","migback","n","percent","lower_confidence","upper_confidence"
"Die Linke /DVU(Rep/NPD)","2016","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2016","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2016","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2016","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2016","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2016","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2016","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2016","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2016","kein Migrationshintergrund","","","",""
"CSU/FDP","2016","direkter Migrationshintergrund","","","",""
"CSU/FDP","2016","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2016","kein Migrationshintergrund","","","",""
"Gruene/FDP","2016","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2016","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2016","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2016","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2016","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2016","kein Migrationshintergrund","","","",""
"FDP/NPD","2016","direkter Migrationshintergrund","","","",""
"FDP/NPD","2016","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2016","kein Migrationshintergrund","40","0.00458843009635544","0.00310237626319213","0.00607448392951874"
"Piratenpartei","2016","direkter Migrationshintergrund","","","",""
"Piratenpartei","2016","indirekter Migrationshintergrund","","","",""
"AfD","2016","kein Migrationshintergrund","449","0.0565132917630978","0.0514358571921499","0.0615907263340457"
"AfD","2016","direkter Migrationshintergrund","50","0.0242575276489757","0.015034996925534","0.0334800583724175"
"AfD","2016","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2016","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2016","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2016","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2016","kein Migrationshintergrund","","","",""
"SPD/AfD","2016","direkter Migrationshintergrund","","","",""
"SPD/AfD","2016","indirekter Migrationshintergrund","","","",""
"SPD","2017","kein Migrationshintergrund","2626","0.308645643959782","0.299040049572713","0.31825123834685"
"SPD","2017","direkter Migrationshintergrund","391","0.34656827785646","0.323006497449521","0.370130058263398"
"SPD","2017","indirekter Migrationshintergrund","179","0.401879956708001","0.358380830666387","0.445379082749616"
"CDU","2017","kein Migrationshintergrund","2785","0.314885985688488","0.30522765862669","0.324544312750286"
"CDU","2017","direkter Migrationshintergrund","734","0.334956181604673","0.31158758015077","0.358324783058577"
"CDU","2017","indirekter Migrationshintergrund","113","0.187934083176748","0.153273441676286","0.222594724677209"
"CSU","2017","kein Migrationshintergrund","584","0.0657526772553433","0.0605988308993784","0.0709065236113083"
"CSU","2017","direkter Migrationshintergrund","53","0.0303318262862026","0.0218405212286149","0.0388231313437903"
"CSU","2017","indirekter Migrationshintergrund","","","",""
"FDP","2017","kein Migrationshintergrund","374","0.0391635618360344","0.0351298056921014","0.0431973179799675"
"FDP","2017","direkter Migrationshintergrund","35","0.0336740066692628","0.0247425392053319","0.0426054741331937"
"FDP","2017","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","2017","kein Migrationshintergrund","1171","0.116131857935417","0.109469725780156","0.122793990090678"
"Buendnis90/Gruene","2017","direkter Migrationshintergrund","152","0.114200532007002","0.0984528961452209","0.129948167868784"
"Buendnis90/Gruene","2017","indirekter Migrationshintergrund","74","0.154301123140118","0.122250933722465","0.186351312557771"
"Die Linke","2017","kein Migrationshintergrund","641","0.0667571578880447","0.0615668864698157","0.0719474293062737"
"Die Linke","2017","direkter Migrationshintergrund","120","0.0844049088035049","0.0706407658959131","0.0981690517110966"
"Die Linke","2017","indirekter Migrationshintergrund","56","0.13397686329923","0.103755237054074","0.164198489544386"
"NPD/Republikaner/Die Rechte","2017","kein Migrationshintergrund","80","0.00725297002180747","0.00548847248870709","0.00901746755490785"
"NPD/Republikaner/Die Rechte","2017","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2017","indirekter Migrationshintergrund","","","",""
"Andere","2017","kein Migrationshintergrund","88","0.0111563108768187","0.00897223388911227","0.0133403878645251"
"Andere","2017","direkter Migrationshintergrund","","","",""
"Andere","2017","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2017","kein Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2017","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2017","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2017","kein Migrationshintergrund","","","",""
"SPD/CDU","2017","direkter Migrationshintergrund","","","",""
"SPD/CDU","2017","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2017","kein Migrationshintergrund","","","",""
"SPD/FDP","2017","direkter Migrationshintergrund","","","",""
"SPD/FDP","2017","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2017","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2017","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2017","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2017","kein Migrationshintergrund","","","",""
"CDU/CSU","2017","direkter Migrationshintergrund","","","",""
"CDU/CSU","2017","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2017","kein Migrationshintergrund","","","",""
"CDU/FDP","2017","direkter Migrationshintergrund","","","",""
"CDU/FDP","2017","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2017","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2017","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2017","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2017","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2017","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2017","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2017","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2017","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2017","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2017","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2017","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2017","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2017","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2017","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2017","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2017","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2017","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2017","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2017","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2017","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2017","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2017","kein Migrationshintergrund","","","",""
"CSU/FDP","2017","direkter Migrationshintergrund","","","",""
"CSU/FDP","2017","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2017","kein Migrationshintergrund","","","",""
"Gruene/FDP","2017","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2017","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2017","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2017","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2017","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2017","kein Migrationshintergrund","","","",""
"FDP/NPD","2017","direkter Migrationshintergrund","","","",""
"FDP/NPD","2017","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2017","kein Migrationshintergrund","","","",""
"Piratenpartei","2017","direkter Migrationshintergrund","","","",""
"Piratenpartei","2017","indirekter Migrationshintergrund","","","",""
"AfD","2017","kein Migrationshintergrund","442","0.0557050295276341","0.0509358369570772","0.060474222098191"
"AfD","2017","direkter Migrationshintergrund","57","0.0422407587772551","0.0322819447172264","0.0521995728372838"
"AfD","2017","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2017","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2017","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2017","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2017","kein Migrationshintergrund","","","",""
"SPD/AfD","2017","direkter Migrationshintergrund","","","",""
"SPD/AfD","2017","indirekter Migrationshintergrund","","","",""
"SPD","2018","kein Migrationshintergrund","2197","0.257617392306693","0.248531772238866","0.26670301237452"
"SPD","2018","direkter Migrationshintergrund","371","0.330876955177475","0.308704627235309","0.353049283119642"
"SPD","2018","indirekter Migrationshintergrund","177","0.30398505575215","0.265080868464376","0.342889243039925"
"CDU","2018","kein Migrationshintergrund","2607","0.304244178813025","0.294685614847749","0.3138027427783"
"CDU","2018","direkter Migrationshintergrund","795","0.335288764425307","0.313042809675099","0.357534719175515"
"CDU","2018","indirekter Migrationshintergrund","105","0.161942205339265","0.130783603783362","0.193100806895167"
"CSU","2018","kein Migrationshintergrund","554","0.0655336755583514","0.0603924438345588","0.0706749072821441"
"CSU","2018","direkter Migrationshintergrund","49","0.0298412334074813","0.0218234405768517","0.0378590262381109"
"CSU","2018","indirekter Migrationshintergrund","","","",""
"FDP","2018","kein Migrationshintergrund","461","0.0495004242965406","0.0449939851369228","0.0540068634561584"
"FDP","2018","direkter Migrationshintergrund","45","0.0273109132493679","0.0196305780900358","0.0349912484087"
"FDP","2018","indirekter Migrationshintergrund","35","0.075436009921576","0.0530993213089305","0.0977726985342214"
"Buendnis90/Gruene","2018","kein Migrationshintergrund","1454","0.14687865793672","0.139524417256359","0.154232898617082"
"Buendnis90/Gruene","2018","direkter Migrationshintergrund","221","0.115092185116367","0.100053946470159","0.130130423762575"
"Buendnis90/Gruene","2018","indirekter Migrationshintergrund","90","0.209050800224645","0.174658504943903","0.243443095505388"
"Die Linke","2018","kein Migrationshintergrund","788","0.0768353789774466","0.0713022182888293","0.082368539666064"
"Die Linke","2018","direkter Migrationshintergrund","120","0.075131215093619","0.0627096789679537","0.0875527512192844"
"Die Linke","2018","indirekter Migrationshintergrund","69","0.141627463100385","0.112137611082865","0.171117315117905"
"NPD/Republikaner/Die Rechte","2018","kein Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2018","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","2018","indirekter Migrationshintergrund","","","",""
"Andere","2018","kein Migrationshintergrund","131","0.0157013045289065","0.0131185423929542","0.0182840666648588"
"Andere","2018","direkter Migrationshintergrund","","","",""
"Andere","2018","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2018","kein Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2018","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","2018","indirekter Migrationshintergrund","","","",""
"SPD/CDU","2018","kein Migrationshintergrund","","","",""
"SPD/CDU","2018","direkter Migrationshintergrund","","","",""
"SPD/CDU","2018","indirekter Migrationshintergrund","","","",""
"SPD/FDP","2018","kein Migrationshintergrund","","","",""
"SPD/FDP","2018","direkter Migrationshintergrund","","","",""
"SPD/FDP","2018","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2018","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2018","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","2018","indirekter Migrationshintergrund","","","",""
"CDU/CSU","2018","kein Migrationshintergrund","","","",""
"CDU/CSU","2018","direkter Migrationshintergrund","","","",""
"CDU/CSU","2018","indirekter Migrationshintergrund","","","",""
"CDU/FDP","2018","kein Migrationshintergrund","","","",""
"CDU/FDP","2018","direkter Migrationshintergrund","","","",""
"CDU/FDP","2018","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2018","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2018","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","2018","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2018","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2018","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","2018","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","2018","kein Migrationshintergrund","","","",""
"SPD/Die Linke","2018","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","2018","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2018","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2018","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","2018","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2018","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2018","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","2018","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","2018","kein Migrationshintergrund","","","",""
"CDU/Die Linke","2018","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","2018","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2018","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2018","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","2018","indirekter Migrationshintergrund","","","",""
"CSU/FDP","2018","kein Migrationshintergrund","","","",""
"CSU/FDP","2018","direkter Migrationshintergrund","","","",""
"CSU/FDP","2018","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","2018","kein Migrationshintergrund","","","",""
"Gruene/FDP","2018","direkter Migrationshintergrund","","","",""
"Gruene/FDP","2018","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","2018","kein Migrationshintergrund","","","",""
"FDP/Die Linke","2018","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","2018","indirekter Migrationshintergrund","","","",""
"FDP/NPD","2018","kein Migrationshintergrund","","","",""
"FDP/NPD","2018","direkter Migrationshintergrund","","","",""
"FDP/NPD","2018","indirekter Migrationshintergrund","","","",""
"Piratenpartei","2018","kein Migrationshintergrund","","","",""
"Piratenpartei","2018","direkter Migrationshintergrund","","","",""
"Piratenpartei","2018","indirekter Migrationshintergrund","","","",""
"AfD","2018","kein Migrationshintergrund","596","0.0685990435625026","0.0633475787746829","0.0738505083503223"
"AfD","2018","direkter Migrationshintergrund","96","0.0724704469737665","0.0602533115645102","0.0846875823830227"
"AfD","2018","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2018","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2018","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","2018","indirekter Migrationshintergrund","","","",""
"SPD/AfD","2018","kein Migrationshintergrund","","","",""
"SPD/AfD","2018","direkter Migrationshintergrund","","","",""
