year,pgisced97,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,No answer / don't know,Urban regions,Regular Part-Time Employment,0.07090,64,828,0.05341,0.08839
2020,No answer / don't know,Urban regions,Vocational Training,0.17470,97,828,0.14882,0.20058
2020,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.12355,45,828,0.10112,0.14598
2020,No answer / don't know,Urban regions,Not Employed,0.38139,380,828,0.34828,0.41450
2020,No answer / don't know,Rural regions,Full-Time Employment,0.17165,64,203,0.11965,0.22365
2020,No answer / don't know,Rural regions,Vocational Training,0.23903,38,203,0.18021,0.29784
2020,No answer / don't know,Rural regions,Not Employed,0.47799,101,203,0.40911,0.54688
2020,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.15229,62,465,0.11960,0.18499
2020,Pre-primary Level,Urban regions,Not Employed,0.84092,403,465,0.80764,0.87420
2020,Pre-primary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.24709,36,208,0.18834,0.30585
2020,Pre-primary Level,Rural regions,Not Employed,0.74647,172,208,0.68721,0.80574
2020,Primary Level,Urban regions,Full-Time Employment,0.15249,266,1333,0.13319,0.17180
2020,Primary Level,Urban regions,Regular Part-Time Employment,0.18781,102,1333,0.16683,0.20878
2020,Primary Level,Urban regions,Vocational Training,0.01791,42,1333,0.01079,0.02504
2020,Primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02730,54,1333,0.01855,0.03605
2020,Primary Level,Urban regions,Not Employed,0.59246,869,1333,0.56607,0.61885
2020,Primary Level,Rural regions,Full-Time Employment,0.25653,112,431,0.21525,0.29781
2020,Primary Level,Rural regions,Not Employed,0.54746,319,431,0.50041,0.59450
2020,Lower Secondary Level,Urban regions,Full-Time Employment,0.20366,540,2210,0.18687,0.22045
2020,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.10870,195,2210,0.09572,0.12168
2020,Lower Secondary Level,Urban regions,Vocational Training,0.08966,215,2210,0.07775,0.10158
2020,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03754,116,2210,0.02961,0.04546
2020,Lower Secondary Level,Urban regions,Not Employed,0.54835,1144,2210,0.52759,0.56910
2020,Lower Secondary Level,Rural regions,Full-Time Employment,0.21686,247,1116,0.19267,0.24105
2020,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.07919,104,1116,0.06334,0.09504
2020,Lower Secondary Level,Rural regions,Vocational Training,0.11041,145,1116,0.09202,0.12881
2020,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04566,58,1116,0.03340,0.05791
2020,Lower Secondary Level,Rural regions,Not Employed,0.53413,562,1116,0.50485,0.56341
2020,Upper Secondary Level,Urban regions,Full-Time Employment,0.35366,2557,7087,0.34253,0.36479
2020,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.13378,1101,7087,0.12585,0.14170
2020,Upper Secondary Level,Urban regions,Vocational Training,0.01904,199,7087,0.01586,0.02222
2020,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05499,408,7087,0.04968,0.06030
2020,Upper Secondary Level,Urban regions,Not Employed,0.43747,2822,7087,0.42592,0.44902
2020,Upper Secondary Level,Rural regions,Full-Time Employment,0.38407,1706,4287,0.36951,0.39863
2020,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.14582,688,4287,0.13526,0.15639
2020,Upper Secondary Level,Rural regions,Vocational Training,0.01405,85,4287,0.01053,0.01757
2020,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05067,208,4287,0.04410,0.05723
2020,Upper Secondary Level,Rural regions,Not Employed,0.40415,1600,4287,0.38946,0.41884
2020,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.50710,849,1683,0.48320,0.53099
2020,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.20588,404,1683,0.18656,0.22521
2020,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05727,80,1683,0.04617,0.06838
2020,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.21995,350,1683,0.20015,0.23974
2020,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.51697,326,637,0.47813,0.55580
2020,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.18946,134,637,0.15900,0.21991
2020,Post-secondary Non-tertiary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04240,33,637,0.02674,0.05806
2020,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.24715,144,637,0.21363,0.28068
2020,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52382,463,850,0.49023,0.55742
2020,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.12004,104,850,0.09818,0.14190
2020,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02976,32,850,0.01833,0.04119
2020,First Stage of Tertiary Education,Urban regions,Not Employed,0.32533,251,850,0.29381,0.35684
2020,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.54197,319,585,0.50156,0.58238
2020,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.13967,100,585,0.11156,0.16779
2020,First Stage of Tertiary Education,Rural regions,Not Employed,0.28307,166,585,0.24653,0.31961
2020,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51992,2966,5738,0.50700,0.53285
2020,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.15358,991,5738,0.14425,0.16291
2020,Second Stage of Tertiary Education,Urban regions,Vocational Training,0.00392,71,5738,0.00230,0.00554
2020,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03624,211,5738,0.03140,0.04108
2020,Second Stage of Tertiary Education,Urban regions,Not Employed,0.28634,1499,5738,0.27464,0.29804
2020,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.48677,1003,1999,0.46485,0.50868
2020,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.15278,312,1999,0.13700,0.16855
2020,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.03384,72,1999,0.02591,0.04177
2020,Second Stage of Tertiary Education,Rural regions,Not Employed,0.32268,612,1999,0.30218,0.34318
2021,No answer / don't know,Urban regions,Full-Time Employment,0.33014,186,617,0.29300,0.36727
2021,No answer / don't know,Urban regions,Regular Part-Time Employment,0.15325,84,617,0.12480,0.18169
2021,No answer / don't know,Urban regions,Vocational Training,0.06893,34,617,0.04892,0.08893
2021,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.07080,37,617,0.05055,0.09106
2021,No answer / don't know,Urban regions,Not Employed,0.37273,276,617,0.33455,0.41092
2021,No answer / don't know,Rural regions,Full-Time Employment,0.60171,79,143,0.52119,0.68223
2021,No answer / don't know,Rural regions,Not Employed,0.21880,64,143,0.15080,0.28680
2021,Pre-primary Level,Urban regions,Full-Time Employment,0.10644,35,277,0.07006,0.14283
2021,Pre-primary Level,Urban regions,Not Employed,0.83528,242,277,0.79152,0.87904
2021,Pre-primary Level,Rural regions,Not Employed,0.82685,109,109,0.75549,0.89822
2021,Primary Level,Urban regions,Full-Time Employment,0.26890,198,759,0.23734,0.30047
2021,Primary Level,Urban regions,Regular Part-Time Employment,0.08793,69,759,0.06777,0.10809
2021,Primary Level,Urban regions,Not Employed,0.52301,492,759,0.48745,0.55857
2021,Primary Level,Rural regions,Full-Time Employment,0.16744,46,204,0.11607,0.21880
2021,Primary Level,Rural regions,Not Employed,0.66283,158,204,0.59779,0.72786
2021,Lower Secondary Level,Urban regions,Full-Time Employment,0.19307,273,1212,0.17084,0.21530
2021,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.11630,120,1212,0.09825,0.13436
2021,Lower Secondary Level,Urban regions,Vocational Training,0.05923,86,1212,0.04594,0.07253
2021,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05277,67,1212,0.04017,0.06536
2021,Lower Secondary Level,Urban regions,Not Employed,0.57314,666,1212,0.54528,0.60100
2021,Lower Secondary Level,Rural regions,Full-Time Employment,0.26621,148,647,0.23213,0.30030
2021,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.09773,61,647,0.07483,0.12063
2021,Lower Secondary Level,Rural regions,Vocational Training,0.07590,66,647,0.05547,0.09632
2021,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05414,41,647,0.03669,0.07160
2021,Lower Secondary Level,Rural regions,Not Employed,0.50195,331,647,0.46339,0.54051
2021,Upper Secondary Level,Urban regions,Full-Time Employment,0.34146,1517,4561,0.32769,0.35522
2021,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.12890,691,4561,0.11917,0.13862
2021,Upper Secondary Level,Urban regions,Vocational Training,0.02192,117,4561,0.01767,0.02617
2021,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06229,284,4561,0.05528,0.06931
2021,Upper Secondary Level,Urban regions,Not Employed,0.43838,1913,4561,0.42398,0.45278
2021,Upper Secondary Level,Urban regions,In short-time work (since 2021),0.00705,39,4561,0.00462,0.00948
2021,Upper Secondary Level,Rural regions,Full-Time Employment,0.37642,1079,2775,0.35839,0.39444
2021,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.14413,447,2775,0.13106,0.15720
2021,Upper Secondary Level,Rural regions,Vocational Training,0.01870,54,2775,0.01366,0.02374
2021,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05469,128,2775,0.04622,0.06315
2021,Upper Secondary Level,Rural regions,Not Employed,0.39804,1067,2775,0.37983,0.41626
2021,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.50477,563,1141,0.47574,0.53379
2021,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.18983,267,1141,0.16706,0.21259
2021,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04846,50,1141,0.03600,0.06093
2021,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.23453,261,1141,0.20993,0.25913
2021,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.57753,222,400,0.52906,0.62600
2021,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.17390,96,400,0.13671,0.21110
2021,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.20386,82,400,0.16433,0.24339
2021,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51810,309,569,0.47701,0.55919
2021,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11352,78,569,0.08743,0.13961
2021,First Stage of Tertiary Education,Urban regions,Not Employed,0.32230,182,569,0.28387,0.36074
2021,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.47495,202,394,0.42558,0.52432
2021,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.13296,58,394,0.09939,0.16653
2021,First Stage of Tertiary Education,Rural regions,Not Employed,0.34323,134,394,0.29628,0.39017
2021,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.52219,2136,4192,0.50707,0.53731
2021,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.15014,733,4192,0.13933,0.16096
2021,Second Stage of Tertiary Education,Urban regions,Vocational Training,0.00314,37,4192,0.00144,0.00483
2021,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03689,124,4192,0.03118,0.04260
2021,Second Stage of Tertiary Education,Urban regions,Not Employed,0.28423,1131,4192,0.27057,0.29788
2021,Second Stage of Tertiary Education,Urban regions,In short-time work (since 2021),0.00342,31,4192,0.00165,0.00518
2021,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.48170,696,1466,0.45612,0.50729
2021,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.14572,241,1466,0.12765,0.16379
2021,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.03905,54,1466,0.02913,0.04898
2021,Second Stage of Tertiary Education,Rural regions,Not Employed,0.32160,475,1466,0.29768,0.34552
2022,No answer / don't know,Urban regions,Full-Time Employment,0.48974,1292,2438,0.46989,0.50959
2022,No answer / don't know,Urban regions,Regular Part-Time Employment,0.17556,354,2438,0.16046,0.19067
2022,No answer / don't know,Urban regions,Vocational Training,0.02784,109,2438,0.02131,0.03437
2022,No answer / don't know,Urban regions,"Marginal, Irregular Part-Time Employment",0.05382,102,2438,0.04486,0.06277
2022,No answer / don't know,Urban regions,Not Employed,0.25089,581,2438,0.23368,0.26810
2022,No answer / don't know,Rural regions,Full-Time Employment,0.49721,499,1030,0.46666,0.52776
2022,No answer / don't know,Rural regions,Regular Part-Time Employment,0.19612,194,1030,0.17186,0.22038
2022,No answer / don't know,Rural regions,Vocational Training,0.02839,44,1030,0.01824,0.03854
2022,No answer / don't know,Rural regions,"Marginal, Irregular Part-Time Employment",0.05593,56,1030,0.04189,0.06997
2022,No answer / don't know,Rural regions,Not Employed,0.22216,237,1030,0.19676,0.24756
2022,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.15811,56,294,0.11633,0.19989
2022,Pre-primary Level,Urban regions,Not Employed,0.71526,238,294,0.66359,0.76694
2022,Pre-primary Level,Rural regions,Not Employed,0.72151,100,100,0.63321,0.80981
2022,Primary Level,Urban regions,Full-Time Employment,0.31002,183,606,0.27317,0.34688
2022,Primary Level,Urban regions,Regular Part-Time Employment,0.09151,53,606,0.06853,0.11448
2022,Primary Level,Urban regions,Not Employed,0.53099,370,606,0.49122,0.57075
2022,Primary Level,Rural regions,Full-Time Employment,0.26397,58,182,0.19975,0.32818
2022,Primary Level,Rural regions,Not Employed,0.51419,124,182,0.44138,0.58700
2022,Lower Secondary Level,Urban regions,Full-Time Employment,0.23731,336,1191,0.21314,0.26148
2022,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.09200,128,1191,0.07558,0.10842
2022,Lower Secondary Level,Urban regions,Vocational Training,0.05386,104,1191,0.04103,0.06669
2022,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04577,58,1191,0.03390,0.05764
2022,Lower Secondary Level,Urban regions,Not Employed,0.56931,565,1191,0.54117,0.59744
2022,Lower Secondary Level,Rural regions,Full-Time Employment,0.19986,168,701,0.17024,0.22949
2022,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.08608,66,701,0.06530,0.10686
2022,Lower Secondary Level,Rural regions,Vocational Training,0.09244,77,701,0.07099,0.11390
2022,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05842,40,701,0.04105,0.07580
2022,Lower Secondary Level,Rural regions,Not Employed,0.55863,350,701,0.52184,0.59541
2022,Upper Secondary Level,Urban regions,Full-Time Employment,0.32623,2115,5597,0.31395,0.33852
2022,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.14206,913,5597,0.13292,0.15121
2022,Upper Secondary Level,Urban regions,Vocational Training,0.02192,193,5597,0.01808,0.02576
2022,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06351,378,5597,0.05712,0.06990
2022,Upper Secondary Level,Urban regions,Not Employed,0.44284,1998,5597,0.42983,0.45586
2022,Upper Secondary Level,Rural regions,Full-Time Employment,0.38073,1457,3583,0.36483,0.39663
2022,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.14624,616,3583,0.13467,0.15781
2022,Upper Secondary Level,Rural regions,Vocational Training,0.01661,89,3583,0.01243,0.02080
2022,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04635,179,3583,0.03946,0.05323
2022,Upper Secondary Level,Rural regions,Not Employed,0.41003,1242,3583,0.39392,0.42614
2022,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.50215,805,1547,0.47723,0.52708
2022,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.24230,398,1547,0.22094,0.26366
2022,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04592,67,1547,0.03549,0.05636
2022,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.19925,277,1547,0.17934,0.21916
2022,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.52427,342,587,0.48383,0.56470
2022,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.17868,132,587,0.14766,0.20970
2022,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.25390,113,587,0.21866,0.28914
2022,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51168,431,762,0.47617,0.54720
