"pli0089","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Taeglich","2018","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2018","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","direkter Migrationshintergrund","85","0.0899380979861782","0.0734316927490757","0.106444503223281"
"Min 1x pro Woche","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Hauptschule","direkter Migrationshintergrund","57","0.0803398893556303","0.0598189407688107","0.10086083794245"
"Min 1x pro Woche","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","direkter Migrationshintergrund","40","0.0632987710962434","0.0427038974198439","0.0838936447726429"
"Min 1x pro Woche","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2018","AkademikerIn","direkter Migrationshintergrund","44","0.0609765385378539","0.0413668957854895","0.0805861812902182"
"Min 1x pro Woche","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","direkter Migrationshintergrund","95","0.0815082121543158","0.0657217973904967","0.0972946269181348"
"Min 1x pro Monat","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Hauptschule","direkter Migrationshintergrund","61","0.123761856027213","0.0989006251336218","0.148623086920805"
"Min 1x pro Monat","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","direkter Migrationshintergrund","50","0.0866393727425653","0.0628468912029283","0.110431854282202"
"Min 1x pro Monat","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2018","AkademikerIn","direkter Migrationshintergrund","51","0.0871532934646218","0.0640384527600675","0.110268134169176"
"Min 1x pro Monat","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2018","(noch) kein Abschluss","direkter Migrationshintergrund","194","0.165250696820051","0.143822043983409","0.186679349656692"
"Seltener","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2018","Hauptschule","direkter Migrationshintergrund","134","0.230841583248048","0.199030162684008","0.262653003812087"
"Seltener","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2018","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2018","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2018","(Fach-)Abitur","direkter Migrationshintergrund","106","0.164405573732824","0.133057057934176","0.195754089531473"
"Seltener","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2018","AkademikerIn","direkter Migrationshintergrund","133","0.248521187258628","0.213105949908429","0.283936424608827"
"Seltener","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2018","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2018","(noch) kein Abschluss","direkter Migrationshintergrund","770","0.657327289210285","0.62994462013104","0.684709958289529"
"Nie","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2018","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2018","Hauptschule","direkter Migrationshintergrund","414","0.558480664631819","0.520992249772839","0.595969079490799"
"Nie","2018","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2018","Realschule","kein Migrationshintergrund","","","",""
"Nie","2018","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2018","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2018","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2018","(Fach-)Abitur","direkter Migrationshintergrund","335","0.679769322519752","0.640307858285304","0.7192307867542"
"Nie","2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2018","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2018","AkademikerIn","direkter Migrationshintergrund","340","0.589810877300464","0.5495022011231","0.630119553477828"
"Nie","2018","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2019","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2019","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2019","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2019","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2019","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2019","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2019","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2019","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","(noch) kein Abschluss","kein Migrationshintergrund","34","0.0881246033224973","0.0598084625396182","0.116440744105376"
"Min 1x pro Woche","2019","(noch) kein Abschluss","direkter Migrationshintergrund","114","0.0461758510601326","0.0353326051970906","0.0570190969231747"
"Min 1x pro Woche","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","Hauptschule","kein Migrationshintergrund","243","0.0463602098980586","0.0403199847536454","0.0524004350424718"
"Min 1x pro Woche","2019","Hauptschule","direkter Migrationshintergrund","124","0.0420349452433118","0.0329227767848215","0.051147113701802"
"Min 1x pro Woche","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","Realschule","kein Migrationshintergrund","376","0.0566855669286297","0.0508514659639193","0.0625196678933402"
"Min 1x pro Woche","2019","Realschule","direkter Migrationshintergrund","32","0.0888048370215416","0.0562887378515058","0.121320936191577"
"Min 1x pro Woche","2019","Realschule","indirekter Migrationshintergrund","31","0.0944702573074769","0.0668255006048928","0.122115014010061"
"Min 1x pro Woche","2019","(Fach-)Abitur","kein Migrationshintergrund","244","0.0681295338353634","0.0589224172453714","0.0773366504253554"
"Min 1x pro Woche","2019","(Fach-)Abitur","direkter Migrationshintergrund","93","0.0525646565114178","0.0408075148166565","0.0643217982061791"
"Min 1x pro Woche","2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2019","AkademikerIn","kein Migrationshintergrund","250","0.0362806405075175","0.0313656412146471","0.041195639800388"
"Min 1x pro Woche","2019","AkademikerIn","direkter Migrationshintergrund","119","0.035989825279668","0.0268744073125972","0.0451052432467389"
"Min 1x pro Woche","2019","AkademikerIn","indirekter Migrationshintergrund","32","0.0858834890371519","0.0585275778979927","0.113239400176311"
"Min 1x pro Monat","2019","(noch) kein Abschluss","kein Migrationshintergrund","46","0.132128421721918","0.0983029717252486","0.165953871718587"
"Min 1x pro Monat","2019","(noch) kein Abschluss","direkter Migrationshintergrund","95","0.0740414360940998","0.0605128974285095","0.0875699747596901"
"Min 1x pro Monat","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Hauptschule","kein Migrationshintergrund","357","0.0690384406413835","0.0617556200831615","0.0763212611996055"
"Min 1x pro Monat","2019","Hauptschule","direkter Migrationshintergrund","106","0.0719803227031059","0.0602441321921643","0.0837165132140475"
"Min 1x pro Monat","2019","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Realschule","kein Migrationshintergrund","652","0.106617253963422","0.0988307594763541","0.11440374845049"
"Min 1x pro Monat","2019","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2019","Realschule","indirekter Migrationshintergrund","42","0.115785282181469","0.085542662208128","0.14602790215481"
"Min 1x pro Monat","2019","(Fach-)Abitur","kein Migrationshintergrund","407","0.141340151732958","0.128610353669745","0.154069949796172"
"Min 1x pro Monat","2019","(Fach-)Abitur","direkter Migrationshintergrund","114","0.108215554541483","0.0918490913854031","0.124582017697563"
"Min 1x pro Monat","2019","(Fach-)Abitur","indirekter Migrationshintergrund","44","0.0697194829736121","0.0445726080437445","0.0948663579034798"
"Min 1x pro Monat","2019","AkademikerIn","kein Migrationshintergrund","695","0.110165696287567","0.101935911864873","0.118395480710261"
"Min 1x pro Monat","2019","AkademikerIn","direkter Migrationshintergrund","112","0.0915233846309594","0.0774120262483077","0.105634743013611"
"Min 1x pro Monat","2019","AkademikerIn","indirekter Migrationshintergrund","68","0.178688587730702","0.141286322562687","0.216090852898717"
"Seltener","2019","(noch) kein Abschluss","kein Migrationshintergrund","108","0.253592136442376","0.2101337376773","0.297050535207453"
"Seltener","2019","(noch) kein Abschluss","direkter Migrationshintergrund","225","0.110878483265077","0.0946558297552233","0.127101136774931"
"Seltener","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","32","0.238723975913552","0.160809479789715","0.31663847203739"
"Seltener","2019","Hauptschule","kein Migrationshintergrund","1129","0.233423564698208","0.221271828599773","0.245575300796644"
"Seltener","2019","Hauptschule","direkter Migrationshintergrund","313","0.167765365388585","0.150797949307","0.184732781470169"
"Seltener","2019","Hauptschule","indirekter Migrationshintergrund","81","0.197741115625557","0.155153413284948","0.240328817966166"
"Seltener","2019","Realschule","kein Migrationshintergrund","2003","0.337803338700566","0.325870743278338","0.349735934122795"
"Seltener","2019","Realschule","direkter Migrationshintergrund","74","0.282800345076966","0.23132083213449","0.334279858019443"
"Seltener","2019","Realschule","indirekter Migrationshintergrund","122","0.230592211944641","0.190780168450156","0.270404255439126"
"Seltener","2019","(Fach-)Abitur","kein Migrationshintergrund","1094","0.362656081525168","0.345088476219991","0.380223686830345"
"Seltener","2019","(Fach-)Abitur","direkter Migrationshintergrund","300","0.216800403354491","0.195091078546889","0.238509728162093"
"Seltener","2019","(Fach-)Abitur","indirekter Migrationshintergrund","139","0.378931935210546","0.331030317190911","0.426833553230181"
"Seltener","2019","AkademikerIn","kein Migrationshintergrund","2140","0.374870192121869","0.362145823164168","0.38759456107957"
"Seltener","2019","AkademikerIn","direkter Migrationshintergrund","383","0.24750277752549","0.226383045754136","0.268622509296844"
"Seltener","2019","AkademikerIn","indirekter Migrationshintergrund","144","0.364528677997606","0.317538250470475","0.411519105524736"
"Nie","2019","(noch) kein Abschluss","kein Migrationshintergrund","193","0.518452560960524","0.468542077457584","0.568363044463463"
"Nie","2019","(noch) kein Abschluss","direkter Migrationshintergrund","995","0.767834686551172","0.746019937317333","0.789649435785011"
"Nie","2019","(noch) kein Abschluss","indirekter Migrationshintergrund","59","0.584605787950847","0.494539773146761","0.674671802754934"
"Nie","2019","Hauptschule","kein Migrationshintergrund","2914","0.647372855325502","0.633647507431008","0.661098203219996"
"Nie","2019","Hauptschule","direkter Migrationshintergrund","1309","0.715147659476121","0.694652588790102","0.735642730162141"
"Nie","2019","Hauptschule","indirekter Migrationshintergrund","199","0.594195926223982","0.541690826392954","0.646701026055011"
"Nie","2019","Realschule","kein Migrationshintergrund","2997","0.49772564596785","0.485111002943044","0.510340288992656"
"Nie","2019","Realschule","direkter Migrationshintergrund","164","0.490041901887169","0.432899527727477","0.547184276046861"
"Nie","2019","Realschule","indirekter Migrationshintergrund","233","0.549548004303108","0.502521690402667","0.596574318203549"
"Nie","2019","(Fach-)Abitur","kein Migrationshintergrund","1128","0.425697798798016","0.407630255557728","0.443765342038303"
"Nie","2019","(Fach-)Abitur","direkter Migrationshintergrund","871","0.622153116815275","0.596609251913946","0.647696981716604"
"Nie","2019","(Fach-)Abitur","indirekter Migrationshintergrund","186","0.475392506013169","0.426081553590069","0.524703458436269"
"Nie","2019","AkademikerIn","kein Migrationshintergrund","2468","0.477586453483946","0.464457082798375","0.490715824169517"
"Nie","2019","AkademikerIn","direkter Migrationshintergrund","983","0.623966921972103","0.600261935189457","0.647671908754749"
