"hgeqpgar","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2016","Hamburg","2","19","","",""
"Ja","2016","Hamburg","3","46","0.376999473873598","0.294943487458182","0.459055460289014"
"Ja","2016","Hamburg","4","57","0.359824773213353","0.28724954463563","0.432400001791077"
"Ja","2016","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Niedersachsen","2","483","0.699615303989157","0.665108733681572","0.734121874296743"
"Ja","2016","Niedersachsen","3","526","0.812173747991238","0.78273106634727","0.841616429635206"
"Ja","2016","Niedersachsen","4","727","0.834540388790873","0.809290695473778","0.859790082107967"
"Ja","2016","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Bremen","2","17","","",""
"Ja","2016","Bremen","3","23","","",""
"Ja","2016","Bremen","4","29","","",""
"Ja","2016","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Nordrhein-Westfalen","2","740","0.541332537049601","0.515920535355507","0.566744538743695"
"Ja","2016","Nordrhein-Westfalen","3","870","0.659767047983509","0.634091027341705","0.685443068625313"
"Ja","2016","Nordrhein-Westfalen","4","1420","","",""
"Ja","2016","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Hessen","2","172","","",""
"Ja","2016","Hessen","3","308","0.631989920460862","0.588436469677094","0.67554337124463"
"Ja","2016","Hessen","4","387","0.671890589767219","0.634290117287582","0.709491062246855"
"Ja","2016","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Rheinland-Pfalz,Saarland","2","215","","",""
"Ja","2016","Rheinland-Pfalz,Saarland","3","264","","",""
"Ja","2016","Rheinland-Pfalz,Saarland","4","451","0.794435994476106","0.760539501911087","0.828332487041125"
"Ja","2016","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Baden-Wuerttemberg","2","352","0.595955655514033","0.55701487407898","0.634896436949086"
"Ja","2016","Baden-Wuerttemberg","3","552","0.697629934724414","0.666078592506725","0.729181276942104"
"Ja","2016","Baden-Wuerttemberg","4","909","0.680511681383716","0.654857239903647","0.706166122863784"
"Ja","2016","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Bayern","2","566","0.532654732746751","0.501854099566236","0.563455365927267"
"Ja","2016","Bayern","3","782","0.688638652826585","0.661568358228814","0.715708947424356"
"Ja","2016","Bayern","4","1129","","",""
"Ja","2016","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Saarland","2","","","",""
"Ja","2016","Saarland","3","","","",""
"Ja","2016","Saarland","4","","","",""
"Ja","2016","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Berlin","2","33","0.190787291504059","0.141485892130987","0.24008869087713"
"Ja","2016","Berlin","3","36","0.12436612766794","0.078167147579812","0.170565107756068"
"Ja","2016","Berlin","4","104","","",""
"Ja","2016","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Brandenburg","2","133","","",""
"Ja","2016","Brandenburg","3","160","","",""
"Ja","2016","Brandenburg","4","253","","",""
"Ja","2016","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Mecklenburg-Vorpommern","2","45","0.421966176105715","0.33538798043265","0.50854437177878"
"Ja","2016","Mecklenburg-Vorpommern","3","75","0.353536782759044","0.277536447270614","0.429537118247473"
"Ja","2016","Mecklenburg-Vorpommern","4","161","","",""
"Ja","2016","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Sachsen","2","168","","",""
"Ja","2016","Sachsen","3","323","0.649149436979652","0.608209584747303","0.690089289212001"
"Ja","2016","Sachsen","4","362","0.627562243871415","0.587803818354071","0.667320669388758"
"Ja","2016","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Sachsen-Anhalt","2","118","","",""
"Ja","2016","Sachsen-Anhalt","3","132","","",""
"Ja","2016","Sachsen-Anhalt","4","180","","",""
"Ja","2016","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Thueringen","2","168","","",""
"Ja","2016","Thueringen","3","186","","",""
"Ja","2016","Thueringen","4","228","","",""
"Ja","2016","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Schleswig-Holstein","2","82","0.279389089860006","0.224531507050326","0.334246672669686"
"Nein","2016","Schleswig-Holstein","3","73","0.297377650142017","0.237383237991283","0.35737206229275"
"Nein","2016","Schleswig-Holstein","4","76","0.272913851802717","0.226770163760567","0.319057539844868"
"Nein","2016","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Hamburg","2","47","0.853629389803799","0.768351244880473","0.938907534727125"
"Nein","2016","Hamburg","3","88","0.623000526126402","0.540944539710986","0.705056512541818"
"Nein","2016","Hamburg","4","111","","",""
"Nein","2016","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Niedersachsen","2","195","","",""
"Nein","2016","Niedersachsen","3","150","","",""
"Nein","2016","Niedersachsen","4","105","","",""
"Nein","2016","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Bremen","2","33","0.7234650717346","0.599486431190637","0.847443712278564"
"Nein","2016","Bremen","3","21","","",""
"Nein","2016","Bremen","4","12","","",""
"Nein","2016","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Nordrhein-Westfalen","2","737","0.458667462950399","0.433255461256304","0.484079464644493"
"Nein","2016","Nordrhein-Westfalen","3","438","0.340232952016491","0.314556931374687","0.365908972658295"
"Nein","2016","Nordrhein-Westfalen","4","493","0.274665672788782","0.254664202820566","0.294667142756998"
"Nein","2016","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Hessen","2","198","","",""
"Nein","2016","Hessen","3","163","","",""
"Nein","2016","Hessen","4","212","","",""
"Nein","2016","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","2","220","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","3","146","","",""
"Nein","2016","Rheinland-Pfalz,Saarland","4","95","0.205564005523894","0.171667512958875","0.239460498088913"
"Nein","2016","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Baden-Wuerttemberg","2","258","","",""
"Nein","2016","Baden-Wuerttemberg","3","262","","",""
"Nein","2016","Baden-Wuerttemberg","4","360","0.319488318616284","0.293833877136216","0.345142760096353"
"Nein","2016","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Bayern","2","442","0.467345267253249","0.436544634072733","0.498145900433764"
"Nein","2016","Bayern","3","342","0.311361347173415","0.284291052575644","0.338431641771186"
"Nein","2016","Bayern","4","391","0.271264699655356","0.248913139550903","0.293616259759808"
"Nein","2016","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Saarland","2","","","",""
"Nein","2016","Saarland","3","","","",""
"Nein","2016","Saarland","4","","","",""
"Nein","2016","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Berlin","2","211","","",""
"Nein","2016","Berlin","3","160","","",""
"Nein","2016","Berlin","4","232","","",""
"Nein","2016","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Brandenburg","2","113","","",""
"Nein","2016","Brandenburg","3","73","0.297800727421671","0.239083817063062","0.356517637780279"
"Nein","2016","Brandenburg","4","101","","",""
"Nein","2016","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Mecklenburg-Vorpommern","2","80","0.578033823894285","0.49145562822122","0.66461201956735"
"Nein","2016","Mecklenburg-Vorpommern","3","77","0.646463217240956","0.570462881752527","0.722463552729386"
"Nein","2016","Mecklenburg-Vorpommern","4","44","0.247389411056478","0.188322144164614","0.306456677948341"
"Nein","2016","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Sachsen","2","185","","",""
"Nein","2016","Sachsen","3","199","","",""
"Nein","2016","Sachsen","4","206","","",""
"Nein","2016","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Sachsen-Anhalt","2","116","","",""
"Nein","2016","Sachsen-Anhalt","3","133","","",""
"Nein","2016","Sachsen-Anhalt","4","69","0.39545444145201","0.334723339175218","0.456185543728803"
"Nein","2016","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Thueringen","2","134","","",""
"Nein","2016","Thueringen","3","118","","",""
"Nein","2016","Thueringen","4","86","0.255646857024512","0.20739733570192","0.303896378347104"
"Nein","2016","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Schleswig-Holstein","2","177","","",""
"Ja","2017","Schleswig-Holstein","3","216","","",""
"Ja","2017","Schleswig-Holstein","4","259","","",""
"Ja","2017","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Hamburg","2","23","","",""
"Ja","2017","Hamburg","3","25","","",""
"Ja","2017","Hamburg","4","88","0.555601385087296","0.485315926162704","0.625886844011888"
"Ja","2017","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Niedersachsen","2","455","0.72842061120498","0.694488128256165","0.762353094153794"
"Ja","2017","Niedersachsen","3","645","0.810006711806188","0.782564020465568","0.837449403146808"
"Ja","2017","Niedersachsen","4","863","0.843263989101696","0.820514075102309","0.866013903101082"
"Ja","2017","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Bremen","2","20","","",""
"Ja","2017","Bremen","3","33","0.638234698015579","0.508870584494924","0.767598811536233"
"Ja","2017","Bremen","4","36","0.572867829450467","0.437107975710742","0.708627683190192"
"Ja","2017","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Nordrhein-Westfalen","2","765","0.505496837206574","0.481135417695361","0.529858256717787"
"Ja","2017","Nordrhein-Westfalen","3","900","0.624529173369617","0.59936920414928","0.649689142589953"
"Ja","2017","Nordrhein-Westfalen","4","1502","","",""
"Ja","2017","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Hessen","2","163","","",""
"Ja","2017","Hessen","3","320","0.609564077997973","0.565365354018278","0.653762801977669"
"Ja","2017","Hessen","4","463","0.670124405687104","0.635467387481029","0.704781423893179"
"Ja","2017","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","2","244","","",""
"Ja","2017","Rheinland-Pfalz,Saarland","3","337","0.707003223019472","0.666455401279776","0.747551044759168"
"Ja","2017","Rheinland-Pfalz,Saarland","4","405","0.757788666597563","0.720751494918268","0.794825838276858"
"Ja","2017","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Baden-Wuerttemberg","2","325","0.6411470918688","0.601205048208161","0.68108913552944"
"Ja","2017","Baden-Wuerttemberg","3","577","0.655367551701157","0.623190471584648","0.687544631817667"
"Ja","2017","Baden-Wuerttemberg","4","914","0.69679993235628","0.671237275518275","0.722362589194286"
"Ja","2017","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Bayern","2","458","0.502748402836703","0.468794552229739","0.536702253443666"
"Ja","2017","Bayern","3","801","0.648668126800056","0.621657944025582","0.675678309574531"
"Ja","2017","Bayern","4","1375","","",""
"Ja","2017","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Saarland","2","","","",""
"Ja","2017","Saarland","3","","","",""
"Ja","2017","Saarland","4","","","",""
"Ja","2017","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Berlin","2","28","","",""
"Ja","2017","Berlin","3","55","0.426527973076549","0.360109609987918","0.49294633616518"
"Ja","2017","Berlin","4","96","0.308519183664101","0.257185899361443","0.35985246796676"
"Ja","2017","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Brandenburg","2","121","","",""
"Ja","2017","Brandenburg","3","206","","",""
"Ja","2017","Brandenburg","4","266","","",""
"Ja","2017","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Mecklenburg-Vorpommern","2","54","0.26233712783219","0.193744350184817","0.330929905479564"
"Ja","2017","Mecklenburg-Vorpommern","3","76","0.415595223349076","0.34085024720493","0.490340199493221"
"Ja","2017","Mecklenburg-Vorpommern","4","159","","",""
"Ja","2017","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Sachsen","2","239","","",""
"Ja","2017","Sachsen","3","263","","",""
"Ja","2017","Sachsen","4","492","0.669570192764135","0.635236689211738","0.703903696316532"
"Ja","2017","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Sachsen-Anhalt","2","81","0.402885489966403","0.34004207341315","0.465728906519656"
"Ja","2017","Sachsen-Anhalt","3","200","","",""
"Ja","2017","Sachsen-Anhalt","4","180","","",""
"Ja","2017","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Thueringen","2","141","","",""
"Ja","2017","Thueringen","3","203","","",""
"Ja","2017","Thueringen","4","265","","",""
"Ja","2017","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Schleswig-Holstein","2","118","","",""
"Nein","2017","Schleswig-Holstein","3","69","0.32041639337187","0.266240700815977","0.374592085927764"
"Nein","2017","Schleswig-Holstein","4","70","0.192308163821864","0.149721673578508","0.234894654065221"
"Nein","2017","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Hamburg","2","59","0.641105690506736","0.537283720122116","0.744927660891356"
