"pgstib","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","Ostdeutschland, neue Bundeslaender","maennlich","80","0.0367938433106871","0.0300562148228345","0.0435314717985397"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2019","Ostdeutschland, neue Bundeslaender","weiblich","107","0.031068704329477","0.0250326562201509","0.037104752438803"
"NE: arbeitslos gemeldet","2019","Westdeutschland, alte Bundeslaender","maennlich","939","0.0447735651673668","0.0410614681010594","0.0484856622336742"
"NE: arbeitslos gemeldet","2019","Westdeutschland, alte Bundeslaender","weiblich","965","0.0366778476745117","0.0333284937041513","0.0400272016448721"
"NE: arbeitslos gemeldet","2019","Ostdeutschland, neue Bundeslaender","maennlich","240","0.0647342841029409","0.0559279625289657","0.0735406056769161"
"NE: arbeitslos gemeldet","2019","Ostdeutschland, neue Bundeslaender","weiblich","274","0.0521876476146938","0.0444503434024483","0.0599249518269392"
"NE: Rentner/Rentnerin","2019","Westdeutschland, alte Bundeslaender","maennlich","1949","0.232190574881458","0.224611707076593","0.239769442686323"
"NE: Rentner/Rentnerin","2019","Westdeutschland, alte Bundeslaender","weiblich","2027","0.273769031318078","0.265823866796957","0.281714195839199"
"NE: Rentner/Rentnerin","2019","Ostdeutschland, neue Bundeslaender","maennlich","666","0.246143886246679","0.230726930869665","0.261560841623693"
"NE: Rentner/Rentnerin","2019","Ostdeutschland, neue Bundeslaender","weiblich","779","0.326360005314436","0.310048012274842","0.342671998354029"
"NE: Wehr- und Zivildienst","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Wehr- und Zivildienst","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","287","0.0179801009258806","0.0155949738324971","0.0203652280192641"
"Auszubildende, gewerblich-technisch (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","112","0.00810634866343689","0.00650856289855951","0.00970413442831426"
"Auszubildende, gewerblich-technisch (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","50","0.0141688198699127","0.00993894059158755","0.0183986991482379"
"Auszubildende, gewerblich-technisch (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","30","0.00734548630677981","0.00437481933715375","0.0103161532764059"
"Auszubildende, kaufmännisch (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","77","0.00624767558383304","0.00483333620650604","0.00766201496116003"
"Auszubildende, kaufmännisch (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","124","0.00936777076264168","0.00765125535291945","0.0110842861723639"
"Auszubildende, kaufmännisch (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","2019","Westdeutschland, alte Bundeslaender","maennlich","55","0.00349135969057222","0.00243261035670075","0.00455010902444368"
"Volontäre, Praktikanten","2019","Westdeutschland, alte Bundeslaender","weiblich","57","0.00388323581554986","0.00277501740807467","0.00499145422302504"
"Volontäre, Praktikanten","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ungelernter Arbeiter","2019","Westdeutschland, alte Bundeslaender","maennlich","445","0.0206254439713145","0.0180743210762093","0.0231765668664197"
"ungelernter Arbeiter","2019","Westdeutschland, alte Bundeslaender","weiblich","294","0.0260327407012485","0.0231954392647104","0.0288700421377866"
"ungelernter Arbeiter","2019","Ostdeutschland, neue Bundeslaender","maennlich","86","0.019423137990049","0.0144838951771752","0.0243623808029229"
"ungelernter Arbeiter","2019","Ostdeutschland, neue Bundeslaender","weiblich","59","0.018652720521066","0.0139459060199197","0.0233595350222123"
"angelernter Arbeiter","2019","Westdeutschland, alte Bundeslaender","maennlich","588","0.0527888435066066","0.0487750983438871","0.0568025886693261"
"angelernter Arbeiter","2019","Westdeutschland, alte Bundeslaender","weiblich","362","0.0326588414519678","0.0294917283482151","0.0358259545557205"
"angelernter Arbeiter","2019","Ostdeutschland, neue Bundeslaender","maennlich","133","0.0495715245869923","0.0418030505986243","0.0573399985753602"
"angelernter Arbeiter","2019","Ostdeutschland, neue Bundeslaender","weiblich","90","0.0267021699680033","0.0210937466619404","0.0323105932740661"
"gelernte und Facharbeiter","2019","Westdeutschland, alte Bundeslaender","maennlich","542","0.0646108281036384","0.0601981307543191","0.0690235254529576"
"gelernte und Facharbeiter","2019","Westdeutschland, alte Bundeslaender","weiblich","73","0.00744739519084838","0.00591541792906467","0.00897937245263208"
"gelernte und Facharbeiter","2019","Ostdeutschland, neue Bundeslaender","maennlich","217","0.103539059867492","0.0926352655014536","0.11444285423353"
"gelernte und Facharbeiter","2019","Ostdeutschland, neue Bundeslaender","weiblich","52","0.0138780802283146","0.00980826555773817","0.017947894898891"
"Vorarbeiter, Kolonnenführer","2019","Westdeutschland, alte Bundeslaender","maennlich","81","0.0101803387260117","0.00837850599705228","0.011982171454971"
"Vorarbeiter, Kolonnenführer","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","2019","Ostdeutschland, neue Bundeslaender","maennlich","34","0.0125651721219047","0.00857861216859654","0.0165517320752129"
"Vorarbeiter, Kolonnenführer","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Meister, Polier","2019","Westdeutschland, alte Bundeslaender","maennlich","37","0.00500712290109771","0.00374017303305707","0.00627407276913834"
"Meister, Polier","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Meister, Polier","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Meister, Polier","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","135","0.0113116684775358","0.00941344055479461","0.013209896400277"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","168","0.0114941854390983","0.00959484827325523","0.0133935226049414"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","32","0.0103163421055382","0.00669998819655823","0.0139326960145181"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","32","0.0110871229295047","0.00744434180751177","0.0147299040514975"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","73","0.00501784577936231","0.00374954686869501","0.00628614469002962"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","47","0.00382905703409691","0.00272856676897128","0.00492954729922254"
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","maennlich","47","0.00170353516596008","0.000963315469218184","0.00244375486270198"
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2019","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2019","Westdeutschland, alte Bundeslaender","maennlich","246","0.0194414382305305","0.0169631245056692","0.0219197519553919"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2019","Westdeutschland, alte Bundeslaender","weiblich","156","0.0113712913601973","0.00948201776345868","0.0132605649569358"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2019","Ostdeutschland, neue Bundeslaender","maennlich","66","0.0280102806660848","0.0221048792463381","0.0339156820858315"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","2019","Ostdeutschland, neue Bundeslaender","weiblich","48","0.0169842962546954","0.0124891002200941","0.0214794922892968"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2019","Westdeutschland, alte Bundeslaender","maennlich","408","0.0159461531564127","0.0136976540658213","0.0181946522470041"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2019","Westdeutschland, alte Bundeslaender","weiblich","130","0.00542306507361949","0.00411444085887272","0.00673168928836626"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2019","Ostdeutschland, neue Bundeslaender","maennlich","93","0.0151698052777311","0.0107952839427289","0.0195443266127334"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","2019","Ostdeutschland, neue Bundeslaender","weiblich","44","0.00650470638568783","0.00370803534222532","0.00930137742915033"
"sonstige selbständiger, 10+ Mitarbeiter","2019","Westdeutschland, alte Bundeslaender","maennlich","452","0.00976177782836187","0.00799700169636325","0.0115265539603605"
"sonstige selbständiger, 10+ Mitarbeiter","2019","Westdeutschland, alte Bundeslaender","weiblich","125","0.00204613506290599","0.00124094995542716","0.00285132017038481"
"sonstige selbständiger, 10+ Mitarbeiter","2019","Ostdeutschland, neue Bundeslaender","maennlich","126","0.00642230844165057","0.00356335979960363","0.0092812570836975"
"sonstige selbständiger, 10+ Mitarbeiter","2019","Ostdeutschland, neue Bundeslaender","weiblich","35","0.00197811399405743","0.000432360203777632","0.00352386778433723"
"mithelfende Familienangehörige","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","2019","Westdeutschland, alte Bundeslaender","weiblich","34","0.00234697827920885","0.00148475915978567","0.00320919739863203"
"mithelfende Familienangehörige","2019","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","2019","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","2019","Westdeutschland, alte Bundeslaender","maennlich","","","",""
