"pgstib","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeit (bis 1990)","2013","Realschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","2013","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","(noch) kein Abschluss","maennlich","37","0.0432045831842899","0.0294715490903008","0.056937617278279"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","(noch) kein Abschluss","weiblich","53","0.051900729718539","0.0375276053938214","0.0662738540432567"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","Hauptschulabschluss","maennlich","156","0.0224267235177765","0.018160840017573","0.0266926070179801"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","Hauptschulabschluss","weiblich","351","0.0509370408133535","0.0447587117414819","0.057115369885225"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","Realschulabschluss","maennlich","77","0.0203382178034998","0.0153668943800417","0.025309541226958"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","Realschulabschluss","weiblich","285","0.0444546847072405","0.0385891725441981","0.050320196870283"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","(Fach-)Abitur","maennlich","108","0.0588446858486541","0.0481841399944166","0.0695052317028916"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","(Fach-)Abitur","weiblich","224","0.0777638309490674","0.067483964452758","0.0880436974453767"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","AkademikerInnen","maennlich","45","0.00960779407749286","0.00634899107219625","0.0128665970827895"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","2013","AkademikerInnen","weiblich","91","0.0229539727741528","0.0179371231439236","0.027970822404382"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","Hauptschulabschluss","maennlich","165","0.0301381265093696","0.0252124658928736","0.0350637871258656"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","Hauptschulabschluss","weiblich","313","0.0513503712718506","0.0451483766793343","0.0575523658643668"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","Realschulabschluss","maennlich","149","0.0519691791905571","0.0441517915932013","0.059786566787913"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","Realschulabschluss","weiblich","516","0.108870675483036","0.100006316100579","0.117735034865493"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","(Fach-)Abitur","maennlich","66","0.0330639003559412","0.0249641599930026","0.0411636407188797"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","(Fach-)Abitur","weiblich","161","0.0654616239333534","0.0559671800300028","0.0749560678367039"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","2013","AkademikerInnen","weiblich","72","0.0170753310787514","0.0127353351166285","0.0214153270408743"
"Angestellte, qualifizierte Tätigkeit","2013","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, qualifizierte Tätigkeit","2013","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","2013","Hauptschulabschluss","maennlich","357","0.0723903453909759","0.0649245794485991","0.0798561113333527"
"Angestellte, qualifizierte Tätigkeit","2013","Hauptschulabschluss","weiblich","344","0.0669150309160407","0.0598935437407862","0.0739365180912952"
"Angestellte, qualifizierte Tätigkeit","2013","Realschulabschluss","maennlich","506","0.15674119350987","0.143937080289573","0.169545306730167"
"Angestellte, qualifizierte Tätigkeit","2013","Realschulabschluss","weiblich","1363","0.27242423651543","0.259754035305911","0.28509443772495"
"Angestellte, qualifizierte Tätigkeit","2013","(Fach-)Abitur","maennlich","341","0.19644157735522","0.178443728348865","0.214439426361575"
"Angestellte, qualifizierte Tätigkeit","2013","(Fach-)Abitur","weiblich","712","0.273445526297404","0.256335641818761","0.290555410776047"
"Angestellte, qualifizierte Tätigkeit","2013","AkademikerInnen","maennlich","281","0.0824756417917249","0.0732856671885329","0.0916656163949169"
"Angestellte, qualifizierte Tätigkeit","2013","AkademikerInnen","weiblich","646","0.181238593565759","0.16833387122104","0.194143315910477"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","Hauptschulabschluss","maennlich","103","0.0174055147894722","0.0136377653547656","0.0211732642241787"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","Hauptschulabschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","Realschulabschluss","maennlich","242","0.0737450376837821","0.0645403477597107","0.0829497276078534"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","Realschulabschluss","weiblich","116","0.0277764314668606","0.0230996957770942","0.032453167156627"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","(Fach-)Abitur","maennlich","167","0.0897504714379517","0.0768027374143857","0.102698205461518"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","(Fach-)Abitur","weiblich","73","0.0378202042988215","0.0304975652490333","0.0451428433486098"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","AkademikerInnen","maennlich","1114","0.325236091498555","0.309585961576216","0.340886221420894"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","2013","AkademikerInnen","weiblich","705","0.19890220710127","0.185529873261803","0.212274540940737"
"Angestellte, umfassende Führungsaufgaben","2013","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","2013","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2013","Hauptschulabschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","2013","Hauptschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2013","Realschulabschluss","maennlich","34","0.00639501200324524","0.00358760711448634","0.00920241689200414"
"Angestellte, umfassende Führungsaufgaben","2013","Realschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2013","(Fach-)Abitur","maennlich","32","0.0108719204571393","0.00617433631976225","0.0155695045945163"
"Angestellte, umfassende Führungsaufgaben","2013","(Fach-)Abitur","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","2013","AkademikerInnen","maennlich","138","0.0279391589587355","0.0224336680934181","0.0334446498240528"
"Angestellte, umfassende Führungsaufgaben","2013","AkademikerInnen","weiblich","34","0.0102491972056752","0.00687513956526184","0.0136232548460886"
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","(noch) kein Abschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","(noch) kein Abschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","Hauptschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","Hauptschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","Realschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","Realschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","(Fach-)Abitur","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","(Fach-)Abitur","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","AkademikerInnen","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","2013","AkademikerInnen","weiblich","","","",""
"Beamte, einfacher Dienst","2013","(noch) kein Abschluss","maennlich","","","",""
"Beamte, einfacher Dienst","2013","(noch) kein Abschluss","weiblich","","","",""
"Beamte, einfacher Dienst","2013","Hauptschulabschluss","maennlich","","","",""
"Beamte, einfacher Dienst","2013","Hauptschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","2013","Realschulabschluss","maennlich","","","",""
"Beamte, einfacher Dienst","2013","Realschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","2013","(Fach-)Abitur","maennlich","","","",""
"Beamte, einfacher Dienst","2013","(Fach-)Abitur","weiblich","","","",""
"Beamte, einfacher Dienst","2013","AkademikerInnen","maennlich","","","",""
"Beamte, einfacher Dienst","2013","AkademikerInnen","weiblich","","","",""
"Beamte, mittlerer Dienst","2013","(noch) kein Abschluss","maennlich","","","",""
"Beamte, mittlerer Dienst","2013","(noch) kein Abschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","2013","Hauptschulabschluss","maennlich","","","",""
"Beamte, mittlerer Dienst","2013","Hauptschulabschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","2013","Realschulabschluss","maennlich","83","0.0318554286505291","0.0256704340856291","0.0380404232154291"
"Beamte, mittlerer Dienst","2013","Realschulabschluss","weiblich","54","0.0134206722669227","0.0101459485148459","0.0166953960189994"
"Beamte, mittlerer Dienst","2013","(Fach-)Abitur","maennlich","","","",""
"Beamte, mittlerer Dienst","2013","(Fach-)Abitur","weiblich","","","",""
"Beamte, mittlerer Dienst","2013","AkademikerInnen","maennlich","","","",""
"Beamte, mittlerer Dienst","2013","AkademikerInnen","weiblich","35","0.00780764929128878","0.00485913846119504","0.0107561601213825"
"Beamte, gehobener Dienst","2013","(noch) kein Abschluss","maennlich","","","",""
"Beamte, gehobener Dienst","2013","(noch) kein Abschluss","weiblich","","","",""
"Beamte, gehobener Dienst","2013","Hauptschulabschluss","maennlich","","","",""
"Beamte, gehobener Dienst","2013","Hauptschulabschluss","weiblich","","","",""
"Beamte, gehobener Dienst","2013","Realschulabschluss","maennlich","37","0.0106169896931134","0.00700737861863682","0.0142266007675899"
"Beamte, gehobener Dienst","2013","Realschulabschluss","weiblich","","","",""
"Beamte, gehobener Dienst","2013","(Fach-)Abitur","maennlich","37","0.0141017154893035","0.00876041269576588","0.0194430182828412"
"Beamte, gehobener Dienst","2013","(Fach-)Abitur","weiblich","","","",""
"Beamte, gehobener Dienst","2013","AkademikerInnen","maennlich","156","0.0549281839096114","0.0473166412803538","0.062539726538869"
"Beamte, gehobener Dienst","2013","AkademikerInnen","weiblich","234","0.0705963411866159","0.0620153406910945","0.0791773416821373"
"Beamte, höherer Dienst","2013","(noch) kein Abschluss","maennlich","","","",""
"Beamte, höherer Dienst","2013","(noch) kein Abschluss","weiblich","","","",""
"Beamte, höherer Dienst","2013","Hauptschulabschluss","maennlich","","","",""
"Beamte, höherer Dienst","2013","Hauptschulabschluss","weiblich","","","",""
"Beamte, höherer Dienst","2013","Realschulabschluss","maennlich","","","",""
"Beamte, höherer Dienst","2013","Realschulabschluss","weiblich","","","",""
"Beamte, höherer Dienst","2013","(Fach-)Abitur","maennlich","","","",""
"Beamte, höherer Dienst","2013","(Fach-)Abitur","weiblich","","","",""
"Beamte, höherer Dienst","2013","AkademikerInnen","maennlich","171","0.0425241778484889","0.0357831747152402","0.0492651809817375"
"Beamte, höherer Dienst","2013","AkademikerInnen","weiblich","140","0.0377535826280492","0.0313684947621705","0.0441386704939278"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","(noch) kein Abschluss","maennlich","228","0.270676107922107","0.237058097077006","0.304294118767209"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","(noch) kein Abschluss","weiblich","309","0.342330860050781","0.308641143051478","0.376020577050085"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","Hauptschulabschluss","maennlich","89","0.0175735692275077","0.0135258736116737","0.0216212648433416"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","Hauptschulabschluss","weiblich","520","0.0927396422774343","0.0840024611327092","0.101476823422159"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","Realschulabschluss","maennlich","48","0.0107433120462374","0.0069145437608619","0.0145720803316129"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","Realschulabschluss","weiblich","420","0.0778244318083302","0.0696836481968485","0.0859652154198119"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","(Fach-)Abitur","maennlich","45","0.0186138894197624","0.0121984794055194","0.0250292994340054"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","(Fach-)Abitur","weiblich","303","0.0982488458024844","0.0859935098700186","0.11050418173495"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","AkademikerInnen","maennlich","31","0.0141675465961793","0.0100079990950246","0.0183270940973339"
"nicht erwerbstätig (NE): keine weitere Angaben","2014","AkademikerInnen","weiblich","310","0.0780414827965309","0.0686428700408294","0.0874400955522325"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","(noch) kein Abschluss","maennlich","195","0.313333157530255","0.278236719079508","0.348429595981002"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","(noch) kein Abschluss","weiblich","195","0.23500309208754","0.204898188996746","0.265107995178334"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","Hauptschulabschluss","maennlich","40","0.00601931470701494","0.00363649964393551","0.00840212977009438"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","Hauptschulabschluss","weiblich","41","0.0051074028576725","0.00296026058958827","0.00725454512575673"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","Realschulabschluss","maennlich","81","0.0262539772648436","0.0203157626149148","0.0321921919147724"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","Realschulabschluss","weiblich","78","0.0133521607462813","0.0098643068339809","0.0168400146585817"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","(Fach-)Abitur","maennlich","173","0.116720231768875","0.101479419576593","0.131961043961157"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","(Fach-)Abitur","weiblich","192","0.0899006180839263","0.0781233682822274","0.101677867885625"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","AkademikerInnen","maennlich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","2014","AkademikerInnen","weiblich","63","0.0205069469327085","0.0155410638151398","0.0254728300502773"
"NE: arbeitslos gemeldet","2014","(noch) kein Abschluss","maennlich","60","0.0931747258751902","0.0711810560657049","0.115168395684675"
"NE: arbeitslos gemeldet","2014","(noch) kein Abschluss","weiblich","78","0.0936043627495284","0.0729230761021629","0.114285649396894"
"NE: arbeitslos gemeldet","2014","Hauptschulabschluss","maennlich","337","0.0836739502888857","0.0751439706993214","0.09220392987845"
"NE: arbeitslos gemeldet","2014","Hauptschulabschluss","weiblich","356","0.0524114031357558","0.0456987304626281","0.0591240758088835"
"NE: arbeitslos gemeldet","2014","Realschulabschluss","maennlich","130","0.0445637372641245","0.0369002373994853","0.0522272371287636"
"NE: arbeitslos gemeldet","2014","Realschulabschluss","weiblich","246","0.0503632299262712","0.0437175874362029","0.0570088724163395"
