"ple0044_h","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2017","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Mecklenburg-Vorpommern","kein Migrationshintergrund","420","0.759271704601651","0.723044620602799","0.795498788600503"
"Ja","2017","Mecklenburg-Vorpommern","direkter Migrationshintergrund","14","","",""
"Ja","2017","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","7","","",""
"Ja","2017","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Sachsen","kein Migrationshintergrund","1146","0.75417079539606","0.732651823585823","0.775689767206298"
"Ja","2017","Sachsen","direkter Migrationshintergrund","51","0.73704982799709","0.630026964461806","0.844072691532374"
"Ja","2017","Sachsen","indirekter Migrationshintergrund","20","","",""
"Ja","2017","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Sachsen-Anhalt","kein Migrationshintergrund","621","0.771937843387625","0.74344450276706","0.800431184008191"
"Ja","2017","Sachsen-Anhalt","direkter Migrationshintergrund","33","0.760960951148703","0.639029771975137","0.882892130322269"
"Ja","2017","Sachsen-Anhalt","indirekter Migrationshintergrund","16","","",""
"Ja","2017","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2017","Thüringen","kein Migrationshintergrund","642","0.731798054054802","0.702510693021009","0.761085415088595"
"Ja","2017","Thüringen","direkter Migrationshintergrund","42","0.565902033392542","0.448098548608046","0.683705518177037"
"Ja","2017","Thüringen","indirekter Migrationshintergrund","15","","",""
"Ja","2017","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Schleswig-Holstein","kein Migrationshintergrund","158","0.183504851596914","0.155348241925968","0.211661461267859"
"Nein","2018","Schleswig-Holstein","direkter Migrationshintergrund","44","0.194046888581832","0.129455432513396","0.258638344650267"
"Nein","2018","Schleswig-Holstein","indirekter Migrationshintergrund","9","","",""
"Nein","2018","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Hamburg","kein Migrationshintergrund","72","0.1757748182214","0.134005824005043","0.217543812437758"
"Nein","2018","Hamburg","direkter Migrationshintergrund","28","","",""
"Nein","2018","Hamburg","indirekter Migrationshintergrund","12","","",""
"Nein","2018","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Niedersachsen","kein Migrationshintergrund","443","0.217437712107623","0.199024842880672","0.235850581334573"
"Nein","2018","Niedersachsen","direkter Migrationshintergrund","114","0.265739454628698","0.223842035682324","0.307636873575071"
"Nein","2018","Niedersachsen","indirekter Migrationshintergrund","35","0.284177092743676","0.209466634058336","0.358887551429017"
"Nein","2018","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Bremen","kein Migrationshintergrund","29","","",""
"Nein","2018","Bremen","direkter Migrationshintergrund","15","","",""
"Nein","2018","Bremen","indirekter Migrationshintergrund","1","","",""
"Nein","2018","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Nordrhein-Westfalen","kein Migrationshintergrund","803","0.212368192859565","0.199078250345254","0.225658135373877"
"Nein","2018","Nordrhein-Westfalen","direkter Migrationshintergrund","345","0.247502032505593","0.223185734547075","0.271818330464111"
"Nein","2018","Nordrhein-Westfalen","indirekter Migrationshintergrund","135","0.268989334907074","0.230765680431235","0.307212989382913"
"Nein","2018","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Hessen","kein Migrationshintergrund","257","0.175391219111553","0.153882998210457","0.196899440012649"
"Nein","2018","Hessen","direkter Migrationshintergrund","88","0.2728467403193","0.225500990927188","0.320192489711412"
"Nein","2018","Hessen","indirekter Migrationshintergrund","38","0.229531917675742","0.159872002412288","0.299191832939196"
"Nein","2018","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","239","0.202004846354379","0.177603575664252","0.226406117044506"
"Nein","2018","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","130","0.3172546692252","0.267491064365064","0.367018274085336"
"Nein","2018","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","22","","",""
"Nein","2018","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Baden-Württemberg","kein Migrationshintergrund","507","0.247153770384693","0.227978710866875","0.266328829902511"
"Nein","2018","Baden-Württemberg","direkter Migrationshintergrund","167","0.270689991436846","0.234053316340777","0.307326666532916"
"Nein","2018","Baden-Württemberg","indirekter Migrationshintergrund","75","0.309181531345132","0.251778191769751","0.366584870920513"
"Nein","2018","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Bayern","kein Migrationshintergrund","784","0.259440202851618","0.243633490540196","0.275246915163041"
"Nein","2018","Bayern","direkter Migrationshintergrund","232","0.299783522847866","0.266524891799197","0.333042153896534"
"Nein","2018","Bayern","indirekter Migrationshintergrund","64","0.302170524096654","0.246883163429223","0.357457884764085"
"Nein","2018","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Saarland","kein Migrationshintergrund","","","",""
"Nein","2018","Saarland","direkter Migrationshintergrund","","","",""
"Nein","2018","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","2018","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Berlin","kein Migrationshintergrund","147","0.199710411881684","0.171509485302482","0.227911338460886"
"Nein","2018","Berlin","direkter Migrationshintergrund","44","0.276022928653176","0.204245161770891","0.34780069553546"
"Nein","2018","Berlin","indirekter Migrationshintergrund","17","","",""
"Nein","2018","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Brandenburg","kein Migrationshintergrund","203","0.214503363908933","0.187789687193968","0.241217040623899"
"Nein","2018","Brandenburg","direkter Migrationshintergrund","21","","",""
"Nein","2018","Brandenburg","indirekter Migrationshintergrund","6","","",""
"Nein","2018","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Mecklenburg-Vorpommern","kein Migrationshintergrund","122","0.181279236665438","0.149512997504998","0.213045475825878"
"Nein","2018","Mecklenburg-Vorpommern","direkter Migrationshintergrund","6","","",""
"Nein","2018","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Nein","2018","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Sachsen","kein Migrationshintergrund","394","0.271851550840795","0.249275937856436","0.294427163825153"
"Nein","2018","Sachsen","direkter Migrationshintergrund","17","","",""
"Nein","2018","Sachsen","indirekter Migrationshintergrund","11","","",""
"Nein","2018","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Sachsen-Anhalt","kein Migrationshintergrund","184","0.209250991437933","0.181644058776659","0.236857924099207"
"Nein","2018","Sachsen-Anhalt","direkter Migrationshintergrund","12","","",""
"Nein","2018","Sachsen-Anhalt","indirekter Migrationshintergrund","8","","",""
"Nein","2018","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","2018","Thüringen","kein Migrationshintergrund","193","0.259798771216711","0.230161136551913","0.289436405881508"
"Nein","2018","Thüringen","direkter Migrationshintergrund","21","","",""
"Nein","2018","Thüringen","indirekter Migrationshintergrund","5","","",""
"Nein","2018","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Schleswig-Holstein","kein Migrationshintergrund","568","0.816495148403086","0.788338538732141","0.844651758074032"
"Ja","2018","Schleswig-Holstein","direkter Migrationshintergrund","100","0.805953111418168","0.741361655349733","0.870544567486604"
"Ja","2018","Schleswig-Holstein","indirekter Migrationshintergrund","42","0.867693686791381","0.774703631563756","0.960683742019005"
"Ja","2018","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Hamburg","kein Migrationshintergrund","247","0.8242251817786","0.782456187562242","0.865994175994957"
"Ja","2018","Hamburg","direkter Migrationshintergrund","78","0.835628814219087","0.76507594081384","0.906181687624333"
"Ja","2018","Hamburg","indirekter Migrationshintergrund","38","0.730981118558126","0.60806536451602","0.853896872600233"
"Ja","2018","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Niedersachsen","kein Migrationshintergrund","1485","0.782562287892377","0.764149418665427","0.800975157119328"
"Ja","2018","Niedersachsen","direkter Migrationshintergrund","313","0.734260545371302","0.692363126424929","0.776157964317676"
"Ja","2018","Niedersachsen","indirekter Migrationshintergrund","105","0.715822907256324","0.641112448570983","0.790533365941664"
"Ja","2018","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Bremen","kein Migrationshintergrund","115","0.821763631404907","0.759255219397082","0.884272043412732"
"Ja","2018","Bremen","direkter Migrationshintergrund","51","0.848142352962663","0.761560110088952","0.934724595836373"
"Ja","2018","Bremen","indirekter Migrationshintergrund","10","","",""
"Ja","2018","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Nordrhein-Westfalen","kein Migrationshintergrund","2835","0.787631807140434","0.774341864626123","0.800921749654746"
"Ja","2018","Nordrhein-Westfalen","direkter Migrationshintergrund","865","0.752497967494407","0.728181669535889","0.776814265452925"
"Ja","2018","Nordrhein-Westfalen","indirekter Migrationshintergrund","382","0.731010665092926","0.692787010617087","0.769234319568765"
"Ja","2018","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Hessen","kein Migrationshintergrund","944","0.824608780888447","0.803100559987351","0.846117001789543"
"Ja","2018","Hessen","direkter Migrationshintergrund","252","0.7271532596807","0.679807510288588","0.774499009072812"
"Ja","2018","Hessen","indirekter Migrationshintergrund","102","0.770468082324258","0.700808167060804","0.840127997587712"
"Ja","2018","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","801","0.797995153645621","0.773593882955494","0.822396424335748"
"Ja","2018","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","206","0.6827453307748","0.632981725914664","0.732508935634936"
"Ja","2018","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","75","0.784050750374041","0.70216465536412","0.865936845383962"
"Ja","2018","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Baden-Württemberg","kein Migrationshintergrund","1437","0.752846229615307","0.733671170097489","0.772021289133125"
"Ja","2018","Baden-Württemberg","direkter Migrationshintergrund","398","0.729310008563154","0.692673333467084","0.765946683659223"
"Ja","2018","Baden-Württemberg","indirekter Migrationshintergrund","174","0.690818468654868","0.633415129079487","0.748221808230249"
"Ja","2018","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Bayern","kein Migrationshintergrund","2170","0.740559797148382","0.724753084836959","0.756366509459804"
"Ja","2018","Bayern","direkter Migrationshintergrund","497","0.700216477152134","0.666957846103466","0.733475108200803"
"Ja","2018","Bayern","indirekter Migrationshintergrund","201","0.697829475903346","0.642542115235915","0.753116836570777"
"Ja","2018","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Saarland","kein Migrationshintergrund","","","",""
"Ja","2018","Saarland","direkter Migrationshintergrund","","","",""
"Ja","2018","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","2018","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Berlin","kein Migrationshintergrund","625","0.800289588118316","0.772088661539114","0.828490514697518"
"Ja","2018","Berlin","direkter Migrationshintergrund","105","0.723977071346824","0.65219930446454","0.795754838229109"
"Ja","2018","Berlin","indirekter Migrationshintergrund","43","0.722888822885368","0.609639596934615","0.83613804883612"
"Ja","2018","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Brandenburg","kein Migrationshintergrund","704","0.785496636091067","0.758782959376101","0.812210312806033"
"Ja","2018","Brandenburg","direkter Migrationshintergrund","70","0.615411003550604","0.515455099695143","0.715366907406066"
"Ja","2018","Brandenburg","indirekter Migrationshintergrund","13","","",""
"Ja","2018","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Mecklenburg-Vorpommern","kein Migrationshintergrund","443","0.818720763334562","0.786954524174122","0.850487002495002"
"Ja","2018","Mecklenburg-Vorpommern","direkter Migrationshintergrund","11","","",""
"Ja","2018","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","11","","",""
"Ja","2018","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Sachsen","kein Migrationshintergrund","1098","0.728148449159205","0.705572836174847","0.750724062143564"
"Ja","2018","Sachsen","direkter Migrationshintergrund","48","0.605918676956853","0.487125496818966","0.724711857094739"
"Ja","2018","Sachsen","indirekter Migrationshintergrund","23","","",""
"Ja","2018","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Sachsen-Anhalt","kein Migrationshintergrund","650","0.790749008562067","0.763142075900793","0.818355941223341"
"Ja","2018","Sachsen-Anhalt","direkter Migrationshintergrund","36","0.569614589002372","0.429544051563623","0.709685126441122"
"Ja","2018","Sachsen-Anhalt","indirekter Migrationshintergrund","14","","",""
"Ja","2018","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","2018","Thüringen","kein Migrationshintergrund","648","0.740201228783289","0.710563594118492","0.769838863448087"
"Ja","2018","Thüringen","direkter Migrationshintergrund","49","0.61785789504423","0.504028135873558","0.731687654214901"
