"religion","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"konfessionslos","2016","Sachsen","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Sachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"konfessionslos","2016","Thueringen","kein Migrationshintergrund","","","",""
"konfessionslos","2016","Thueringen","direkter Migrationshintergrund","","","",""
"konfessionslos","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"andere","2016","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"andere","2016","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"andere","2016","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"andere","2016","Hamburg","kein Migrationshintergrund","","","",""
"andere","2016","Hamburg","direkter Migrationshintergrund","","","",""
"andere","2016","Hamburg","indirekter Migrationshintergrund","","","",""
"andere","2016","Niedersachsen","kein Migrationshintergrund","","","",""
"andere","2016","Niedersachsen","direkter Migrationshintergrund","112","0.171833802887602","0.134249572692256","0.209418033082948"
"andere","2016","Niedersachsen","indirekter Migrationshintergrund","","","",""
"andere","2016","Bremen","kein Migrationshintergrund","","","",""
"andere","2016","Bremen","direkter Migrationshintergrund","","","",""
"andere","2016","Bremen","indirekter Migrationshintergrund","","","",""
"andere","2016","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"andere","2016","Nordrhein-Westfalen","direkter Migrationshintergrund","160","0.220840611186945","0.192552060893655","0.249129161480236"
"andere","2016","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"andere","2016","Hessen","kein Migrationshintergrund","","","",""
"andere","2016","Hessen","direkter Migrationshintergrund","79","0.259487265065207","0.212616424452066","0.306358105678348"
"andere","2016","Hessen","indirekter Migrationshintergrund","","","",""
"andere","2016","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"andere","2016","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"andere","2016","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"andere","2016","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"andere","2016","Baden-Wuerttemberg","direkter Migrationshintergrund","87","0.136582172842204","0.109830327166011","0.163334018518398"
"andere","2016","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"andere","2016","Bayern","kein Migrationshintergrund","","","",""
"andere","2016","Bayern","direkter Migrationshintergrund","110","0.153519096060054","0.125720579754162","0.181317612365945"
"andere","2016","Bayern","indirekter Migrationshintergrund","","","",""
"andere","2016","Saarland","kein Migrationshintergrund","","","",""
"andere","2016","Saarland","direkter Migrationshintergrund","","","",""
"andere","2016","Saarland","indirekter Migrationshintergrund","","","",""
"andere","2016","Berlin","kein Migrationshintergrund","","","",""
"andere","2016","Berlin","direkter Migrationshintergrund","36","0.148781672938342","0.107752348021085","0.189810997855598"
"andere","2016","Berlin","indirekter Migrationshintergrund","","","",""
"andere","2016","Brandenburg","kein Migrationshintergrund","","","",""
"andere","2016","Brandenburg","direkter Migrationshintergrund","","","",""
"andere","2016","Brandenburg","indirekter Migrationshintergrund","","","",""
"andere","2016","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"andere","2016","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"andere","2016","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"andere","2016","Sachsen","kein Migrationshintergrund","","","",""
"andere","2016","Sachsen","direkter Migrationshintergrund","","","",""
"andere","2016","Sachsen","indirekter Migrationshintergrund","","","",""
"andere","2016","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"andere","2016","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"andere","2016","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"andere","2016","Thueringen","kein Migrationshintergrund","","","",""
"andere","2016","Thueringen","direkter Migrationshintergrund","","","",""
"andere","2016","Thueringen","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"katholisch","2017","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"katholisch","2017","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Hamburg","kein Migrationshintergrund","","","",""
"katholisch","2017","Hamburg","direkter Migrationshintergrund","","","",""
"katholisch","2017","Hamburg","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Niedersachsen","kein Migrationshintergrund","","","",""
"katholisch","2017","Niedersachsen","direkter Migrationshintergrund","","","",""
"katholisch","2017","Niedersachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Bremen","kein Migrationshintergrund","","","",""
"katholisch","2017","Bremen","direkter Migrationshintergrund","","","",""
"katholisch","2017","Bremen","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"katholisch","2017","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"katholisch","2017","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Hessen","kein Migrationshintergrund","","","",""
"katholisch","2017","Hessen","direkter Migrationshintergrund","","","",""
"katholisch","2017","Hessen","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"katholisch","2017","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"katholisch","2017","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"katholisch","2017","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"katholisch","2017","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Bayern","kein Migrationshintergrund","","","",""
"katholisch","2017","Bayern","direkter Migrationshintergrund","","","",""
"katholisch","2017","Bayern","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Saarland","kein Migrationshintergrund","","","",""
"katholisch","2017","Saarland","direkter Migrationshintergrund","","","",""
"katholisch","2017","Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Berlin","kein Migrationshintergrund","","","",""
"katholisch","2017","Berlin","direkter Migrationshintergrund","","","",""
"katholisch","2017","Berlin","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Brandenburg","kein Migrationshintergrund","","","",""
"katholisch","2017","Brandenburg","direkter Migrationshintergrund","","","",""
"katholisch","2017","Brandenburg","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"katholisch","2017","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"katholisch","2017","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Sachsen","kein Migrationshintergrund","","","",""
"katholisch","2017","Sachsen","direkter Migrationshintergrund","","","",""
"katholisch","2017","Sachsen","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"katholisch","2017","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"katholisch","2017","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"katholisch","2017","Thueringen","kein Migrationshintergrund","","","",""
"katholisch","2017","Thueringen","direkter Migrationshintergrund","","","",""
"katholisch","2017","Thueringen","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"evangelisch","2017","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Hamburg","kein Migrationshintergrund","","","",""
"evangelisch","2017","Hamburg","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Hamburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Niedersachsen","kein Migrationshintergrund","","","",""
"evangelisch","2017","Niedersachsen","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Niedersachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Bremen","kein Migrationshintergrund","","","",""
"evangelisch","2017","Bremen","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Bremen","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"evangelisch","2017","Nordrhein-Westfalen","direkter Migrationshintergrund","36","0.0821789387048922","0.0636286224088368","0.100729255000948"
"evangelisch","2017","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Hessen","kein Migrationshintergrund","","","",""
"evangelisch","2017","Hessen","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Hessen","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"evangelisch","2017","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"evangelisch","2017","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Bayern","kein Migrationshintergrund","","","",""
"evangelisch","2017","Bayern","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Bayern","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Saarland","kein Migrationshintergrund","","","",""
"evangelisch","2017","Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Berlin","kein Migrationshintergrund","","","",""
"evangelisch","2017","Berlin","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Berlin","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Brandenburg","kein Migrationshintergrund","","","",""
"evangelisch","2017","Brandenburg","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Brandenburg","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"evangelisch","2017","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Sachsen","kein Migrationshintergrund","","","",""
"evangelisch","2017","Sachsen","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Sachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"evangelisch","2017","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","Thueringen","kein Migrationshintergrund","","","",""
"evangelisch","2017","Thueringen","direkter Migrationshintergrund","","","",""
"evangelisch","2017","Thueringen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Schleswig-Holstein","direkter Migrationshintergrund","93","0.81162601190581","0.743621977970757","0.879630045840864"
"islamische Religionsgemeinschaft","2017","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Hamburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Hamburg","direkter Migrationshintergrund","79","0.760207860919468","0.676941218450391","0.843474503388545"
"islamische Religionsgemeinschaft","2017","Hamburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Niedersachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Niedersachsen","direkter Migrationshintergrund","248","0.640693951801989","0.591937263759952","0.689450639844026"
"islamische Religionsgemeinschaft","2017","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","Bremen","direkter Migrationshintergrund","39","0.838276620052731","0.733012771665886","0.943540468439576"
"islamische Religionsgemeinschaft","2017","Bremen","indirekter Migrationshintergrund","","","",""
