"germborn","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Berlin","295","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Brandenburg","233","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Mecklenburg-Vorpommern","128","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Sachsen","385","0.96234119904437","0.944025570539889","0.98065682754885"
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Sachsen-Anhalt","202","","",""
"in Deutschland geboren oder immigr.<1950","2015","AkademikerIn","Thueringen","194","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Schleswig-Holstein","18","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Hamburg","9","0.463035008825539","0.259253828738428","0.666816188912651"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Niedersachsen","71","0.309968111460382","0.23961438007024","0.380321842850523"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Bremen","9","0.414662223775151","0.187067415346836","0.642257032203466"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Nordrhein-Westfalen","174","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Hessen","40","0.41968707192276","0.325292426367464","0.514081717478055"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","28","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Baden-Wuerttemberg","35","0.23593455660548","0.162091904325748","0.309777208885211"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Bayern","57","0.28994699667418","0.225259271247345","0.354634722101014"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Saarland","","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Berlin","16","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Brandenburg","7","0.171703944408983","0.0430349064918567","0.300372982326109"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Sachsen","3","","",""
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Sachsen-Anhalt","6","0.154940718011899","0.0383474167449486","0.27153401927885"
"nicht in Deutschland geboren","2015","(noch) kein Abschluss","Thueringen","2","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Schleswig-Holstein","47","0.0922441887642598","0.0575996550205431","0.126888722507977"
"nicht in Deutschland geboren","2015","Hauptschule","Hamburg","30","0.127863451605725","0.0584859680810083","0.197240935130441"
"nicht in Deutschland geboren","2015","Hauptschule","Niedersachsen","177","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Bremen","17","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Nordrhein-Westfalen","583","0.203539415118899","0.184745020550678","0.222333809687119"
"nicht in Deutschland geboren","2015","Hauptschule","Hessen","143","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Rheinland-Pfalz,Saarland","196","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Baden-Wuerttemberg","271","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Bayern","342","0.160001431998534","0.141649650860498","0.178353213136569"
"nicht in Deutschland geboren","2015","Hauptschule","Saarland","","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Berlin","17","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Brandenburg","47","0.0733993549950519","0.0406769211247592","0.106121788865345"
"nicht in Deutschland geboren","2015","Hauptschule","Mecklenburg-Vorpommern","6","0.0463611604336232","0.00742006233994191","0.0853022585273045"
"nicht in Deutschland geboren","2015","Hauptschule","Sachsen","30","0.0623402327977485","0.0350270888222111","0.0896533767732859"
"nicht in Deutschland geboren","2015","Hauptschule","Sachsen-Anhalt","27","","",""
"nicht in Deutschland geboren","2015","Hauptschule","Thueringen","35","0.0972420162434376","0.0615691668308701","0.132914865656005"
"nicht in Deutschland geboren","2015","Realschule","Schleswig-Holstein","13","","",""
"nicht in Deutschland geboren","2015","Realschule","Hamburg","11","","",""
"nicht in Deutschland geboren","2015","Realschule","Niedersachsen","65","0.0540216666432944","0.0371786596937421","0.0708646735928467"
"nicht in Deutschland geboren","2015","Realschule","Bremen","5","0.0469159546363231","-0.0194494376885618","0.113281346961208"
"nicht in Deutschland geboren","2015","Realschule","Nordrhein-Westfalen","95","0.0597013506455227","0.045383916128516","0.0740187851625294"
"nicht in Deutschland geboren","2015","Realschule","Hessen","39","0.0522867255939687","0.0300797894756702","0.0744936617122672"
"nicht in Deutschland geboren","2015","Realschule","Rheinland-Pfalz,Saarland","27","","",""
"nicht in Deutschland geboren","2015","Realschule","Baden-Wuerttemberg","57","0.0649528354505437","0.0470509729371092","0.0828546979639783"
"nicht in Deutschland geboren","2015","Realschule","Bayern","47","0.0444130344444598","0.0314352443864209","0.0573908245024987"
"nicht in Deutschland geboren","2015","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","2015","Realschule","Berlin","9","0.0258414827786773","0.00529185874087338","0.0463911068164811"
"nicht in Deutschland geboren","2015","Realschule","Brandenburg","8","0.0073419903926293","-0.00169258533586585","0.0163765661211244"
"nicht in Deutschland geboren","2015","Realschule","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","2015","Realschule","Sachsen","4","0.00625239609550372","0.000111842520154144","0.0123929496708533"
"nicht in Deutschland geboren","2015","Realschule","Sachsen-Anhalt","2","","",""
"nicht in Deutschland geboren","2015","Realschule","Thueringen","1","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Schleswig-Holstein","41","0.144123457275797","0.0859457006141816","0.202301213937412"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Hamburg","30","0.161805386046981","0.0830505253078293","0.240560246786133"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Niedersachsen","137","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Bremen","16","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Nordrhein-Westfalen","381","0.240917355260362","0.2162656056185","0.265569104902224"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Hessen","147","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Rheinland-Pfalz,Saarland","101","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Baden-Wuerttemberg","233","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Bayern","269","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Saarland","","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Berlin","43","0.203269380480861","0.139502655655355","0.267036105306366"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Brandenburg","36","0.166470252508609","0.103163338808667","0.22977716620855"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Mecklenburg-Vorpommern","3","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Sachsen","14","","",""
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Sachsen-Anhalt","4","0.0288614184338544","-0.012154981942559","0.0698778188102679"
"nicht in Deutschland geboren","2015","(Fach-)Abitur","Thueringen","17","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Schleswig-Holstein","35","0.140995976147385","0.0870711121940212","0.19492084010075"
"nicht in Deutschland geboren","2015","AkademikerIn","Hamburg","40","0.100287363072056","0.054173733652714","0.146400992491399"
"nicht in Deutschland geboren","2015","AkademikerIn","Niedersachsen","135","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Bremen","11","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Nordrhein-Westfalen","274","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Hessen","161","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Rheinland-Pfalz,Saarland","77","0.192228050445345","0.146718283468459","0.237737817422231"
"nicht in Deutschland geboren","2015","AkademikerIn","Baden-Wuerttemberg","234","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Bayern","307","0.200749775739897","0.176299279594703","0.22520027188509"
"nicht in Deutschland geboren","2015","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Berlin","100","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Brandenburg","17","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Mecklenburg-Vorpommern","5","0.0309039010875775","0.00149272808595307","0.0603150740892019"
"nicht in Deutschland geboren","2015","AkademikerIn","Sachsen","30","0.0376588009556303","0.0193431724511499","0.0559744294601106"
"nicht in Deutschland geboren","2015","AkademikerIn","Sachsen-Anhalt","14","","",""
"nicht in Deutschland geboren","2015","AkademikerIn","Thueringen","31","0.118668143768426","0.0764116322929218","0.16092465524393"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Schleswig-Holstein","30","0.567260958386199","0.472493784786547","0.662028131985851"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Hamburg","16","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Niedersachsen","88","0.641133347021375","0.585542177639972","0.696724516402779"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Bremen","8","0.493234624570711","0.31127319625626","0.675196052885162"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Nordrhein-Westfalen","220","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Hessen","65","0.687134016856998","0.617435501390097","0.7568325323239"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","46","0.654227031550972","0.575721854732224","0.732732208369719"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Baden-Wuerttemberg","89","0.820638229544664","0.770839131037825","0.870437328051502"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Bayern","115","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Berlin","27","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Brandenburg","28","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Mecklenburg-Vorpommern","24","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Sachsen","42","0.88662913533113","0.826835089223767","0.946423181438492"
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Sachsen-Anhalt","22","","",""
"in Deutschland geboren oder immigr.<1950","2016","(noch) kein Abschluss","Thueringen","17","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Schleswig-Holstein","213","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Hamburg","51","0.818902477018558","0.738895946958115","0.898909007079001"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Niedersachsen","556","0.844220730908702","0.818455229417426","0.869986232399979"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Bremen","34","0.807387361567211","0.70589871570997","0.908876007424452"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Nordrhein-Westfalen","1071","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Hessen","303","0.785778915145065","0.747787070841207","0.823770759448924"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Rheinland-Pfalz,Saarland","440","0.791957728811094","0.761381737198551","0.822533720423637"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Baden-Wuerttemberg","618","0.752512419476513","0.724909892955625","0.780114945997401"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Bayern","1088","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Berlin","129","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Brandenburg","179","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Mecklenburg-Vorpommern","88","0.940056302801173","0.895695393042839","0.984417212559506"
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Sachsen","253","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Sachsen-Anhalt","178","","",""
"in Deutschland geboren oder immigr.<1950","2016","Hauptschule","Thueringen","207","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Schleswig-Holstein","208","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Hamburg","69","0.896168728595893","0.828473233581123","0.963864223610664"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Niedersachsen","577","0.944945382099848","0.927191076459764","0.962699687739932"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Bremen","28","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Nordrhein-Westfalen","897","0.938912790288594","0.923979435251142","0.953846145326045"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Hessen","316","0.961866433389094","0.941773355145356","0.981959511632831"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Rheinland-Pfalz,Saarland","255","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Baden-Wuerttemberg","594","0.934828427197518","0.91575021562117","0.953906638773866"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Bayern","851","0.973470528240326","0.962906661459333","0.984034395021319"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Berlin","205","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Brandenburg","314","0.996456663384487","0.989946250743827","1.00296707602515"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Mecklenburg-Vorpommern","214","","",""
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Sachsen","594","0.994552330521609","0.988647871399549","1.00045678964367"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Sachsen-Anhalt","324","0.999709335347826","0.997856062365568","1.00156260833008"
"in Deutschland geboren oder immigr.<1950","2016","Realschule","Thueringen","349","0.999728506496712","0.998002530198295","1.00145448279513"
"in Deutschland geboren oder immigr.<1950","2016","(Fach-)Abitur","Schleswig-Holstein","94","0.831689556128293","0.773716758844828","0.889662353411758"
"in Deutschland geboren oder immigr.<1950","2016","(Fach-)Abitur","Hamburg","63","0.855350138720639","0.781437375177005","0.929262902264274"
