"corigin","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ghana","2017","4","2","","",""
"Ghana","2017","5 Einkommensstärkstes Quintil","1","","",""
"Bangla Desh","2017","1 Einkommensschwächstes Quintil","11","","",""
"Bangla Desh","2017","2","","","",""
"Bangla Desh","2017","3","1","","",""
"Bangla Desh","2017","4","","","",""
"Bangla Desh","2017","5 Einkommensstärkstes Quintil","1","","",""
"Venezuela","2017","1 Einkommensschwächstes Quintil","1","","",""
"Venezuela","2017","2","","","",""
"Venezuela","2017","3","1","","",""
"Venezuela","2017","4","1","","",""
"Venezuela","2017","5 Einkommensstärkstes Quintil","1","","",""
"Tunesien","2017","1 Einkommensschwächstes Quintil","7","","",""
"Tunesien","2017","2","9","","",""
"Tunesien","2017","3","1","","",""
"Tunesien","2017","4","2","","",""
"Tunesien","2017","5 Einkommensstärkstes Quintil","3","","",""
"Mauritius","2017","1 Einkommensschwächstes Quintil","","","",""
"Mauritius","2017","2","","","",""
"Mauritius","2017","3","","","",""
"Mauritius","2017","4","1","","",""
"Mauritius","2017","5 Einkommensstärkstes Quintil","","","",""
"Nigeria","2017","1 Einkommensschwächstes Quintil","11","","",""
"Nigeria","2017","2","8","","",""
"Nigeria","2017","3","3","","",""
"Nigeria","2017","4","","","",""
"Nigeria","2017","5 Einkommensstärkstes Quintil","","","",""
"Kanada","2017","1 Einkommensschwächstes Quintil","","","",""
"Kanada","2017","2","","","",""
"Kanada","2017","3","1","","",""
"Kanada","2017","4","","","",""
"Kanada","2017","5 Einkommensstärkstes Quintil","3","","",""
"Neuseeland","2017","1 Einkommensschwächstes Quintil","","","",""
"Neuseeland","2017","2","","","",""
"Neuseeland","2017","3","1","","",""
"Neuseeland","2017","4","","","",""
"Neuseeland","2017","5 Einkommensstärkstes Quintil","1","","",""
"Tansania","2017","1 Einkommensschwächstes Quintil","","","",""
"Tansania","2017","2","","","",""
"Tansania","2017","3","","","",""
"Tansania","2017","4","","","",""
"Tansania","2017","5 Einkommensstärkstes Quintil","","","",""
"Zypern","2017","1 Einkommensschwächstes Quintil","","","",""
"Zypern","2017","2","","","",""
"Zypern","2017","3","","","",""
"Zypern","2017","4","","","",""
"Zypern","2017","5 Einkommensstärkstes Quintil","","","",""
"Kuba","2017","1 Einkommensschwächstes Quintil","2","","",""
"Kuba","2017","2","4","","",""
"Kuba","2017","3","","","",""
"Kuba","2017","4","","","",""
"Kuba","2017","5 Einkommensstärkstes Quintil","1","","",""
"Irak","2017","1 Einkommensschwächstes Quintil","575","0.0165775110087002","0.0135663561350588","0.0195886658823416"
"Irak","2017","2","49","0.00364760365231385","0.00186042489563295","0.00543478240899475"
"Irak","2017","3","8","","",""
"Irak","2017","4","5","","",""
"Irak","2017","5 Einkommensstärkstes Quintil","","","",""
"Brasilien","2017","1 Einkommensschwächstes Quintil","4","","",""
"Brasilien","2017","2","3","","",""
"Brasilien","2017","3","1","","",""
"Brasilien","2017","4","2","","",""
"Brasilien","2017","5 Einkommensstärkstes Quintil","8","","",""
"Hongkong","2017","1 Einkommensschwächstes Quintil","","","",""
"Hongkong","2017","2","","","",""
"Hongkong","2017","3","","","",""
"Hongkong","2017","4","1","","",""
"Hongkong","2017","5 Einkommensstärkstes Quintil","","","",""
"Peru","2017","1 Einkommensschwächstes Quintil","1","","",""
"Peru","2017","2","1","","",""
"Peru","2017","3","4","","",""
"Peru","2017","4","","","",""
"Peru","2017","5 Einkommensstärkstes Quintil","4","","",""
"Sri Lanka","2017","1 Einkommensschwächstes Quintil","20","","",""
"Sri Lanka","2017","2","","","",""
"Sri Lanka","2017","3","6","","",""
"Sri Lanka","2017","4","1","","",""
"Sri Lanka","2017","5 Einkommensstärkstes Quintil","","","",""
"Nepal","2017","1 Einkommensschwächstes Quintil","","","",""
"Nepal","2017","2","","","",""
"Nepal","2017","3","","","",""
"Nepal","2017","4","3","","",""
"Nepal","2017","5 Einkommensstärkstes Quintil","","","",""
"Marokko","2017","1 Einkommensschwächstes Quintil","22","","",""
"Marokko","2017","2","16","","",""
"Marokko","2017","3","3","","",""
"Marokko","2017","4","2","","",""
"Marokko","2017","5 Einkommensstärkstes Quintil","4","","",""
"China","2017","1 Einkommensschwächstes Quintil","","","",""
"China","2017","2","4","","",""
"China","2017","3","1","","",""
"China","2017","4","3","","",""
"China","2017","5 Einkommensstärkstes Quintil","4","","",""
"Irland","2017","1 Einkommensschwächstes Quintil","","","",""
"Irland","2017","2","","","",""
"Irland","2017","3","1","","",""
"Irland","2017","4","","","",""
"Irland","2017","5 Einkommensstärkstes Quintil","4","","",""
"Moldawien","2017","1 Einkommensschwächstes Quintil","3","","",""
"Moldawien","2017","2","3","","",""
"Moldawien","2017","3","1","","",""
"Moldawien","2017","4","","","",""
"Moldawien","2017","5 Einkommensstärkstes Quintil","2","","",""
"Kasachstan","2017","1 Einkommensschwächstes Quintil","76","0.0141496849134104","0.0113643191229619","0.016935050703859"
"Kasachstan","2017","2","130","0.0134391445029389","0.0100256010199201","0.0168526879859578"
"Kasachstan","2017","3","103","0.0107751579260438","0.00781471970154333","0.0137355961505443"
"Kasachstan","2017","4","98","0.0132311447794721","0.0104935034256984","0.0159687861332459"
"Kasachstan","2017","5 Einkommensstärkstes Quintil","55","0.00741018515554522","0.00558718385790777","0.00923318645318266"
"Albanien","2017","1 Einkommensschwächstes Quintil","26","","",""
"Albanien","2017","2","8","","",""
"Albanien","2017","3","3","","",""
"Albanien","2017","4","3","","",""
"Albanien","2017","5 Einkommensstärkstes Quintil","","","",""
"Libanon","2017","1 Einkommensschwächstes Quintil","24","","",""
"Libanon","2017","2","8","","",""
"Libanon","2017","3","4","","",""
"Libanon","2017","4","","","",""
"Libanon","2017","5 Einkommensstärkstes Quintil","","","",""
"Kirgistan","2017","1 Einkommensschwächstes Quintil","8","","",""
"Kirgistan","2017","2","9","","",""
"Kirgistan","2017","3","8","","",""
"Kirgistan","2017","4","6","","",""
"Kirgistan","2017","5 Einkommensstärkstes Quintil","5","","",""
"Ukraine","2017","1 Einkommensschwächstes Quintil","42","0.00894386575585971","0.00672354803061336","0.0111641834811061"
"Ukraine","2017","2","31","0.00378396292659173","0.00196380995724188","0.00560411589594159"
"Ukraine","2017","3","24","","",""
"Ukraine","2017","4","17","","",""
"Ukraine","2017","5 Einkommensstärkstes Quintil","28","","",""
"Algerien","2017","1 Einkommensschwächstes Quintil","5","","",""
"Algerien","2017","2","1","","",""
"Algerien","2017","3","1","","",""
"Algerien","2017","4","","","",""
"Algerien","2017","5 Einkommensstärkstes Quintil","","","",""
"Mocambique","2017","1 Einkommensschwächstes Quintil","","","",""
"Mocambique","2017","2","","","",""
"Mocambique","2017","3","1","","",""
"Mocambique","2017","4","","","",""
"Mocambique","2017","5 Einkommensstärkstes Quintil","","","",""
"Aegypten","2017","1 Einkommensschwächstes Quintil","12","","",""
"Aegypten","2017","2","2","","",""
"Aegypten","2017","3","1","","",""
"Aegypten","2017","4","1","","",""
"Aegypten","2017","5 Einkommensstärkstes Quintil","1","","",""
"Tadschikistan","2017","1 Einkommensschwächstes Quintil","3","","",""
"Tadschikistan","2017","2","3","","",""
"Tadschikistan","2017","3","8","","",""
"Tadschikistan","2017","4","1","","",""
"Tadschikistan","2017","5 Einkommensstärkstes Quintil","1","","",""
"Vietnam","2017","1 Einkommensschwächstes Quintil","4","","",""
"Vietnam","2017","2","2","","",""
"Vietnam","2017","3","2","","",""
"Vietnam","2017","4","3","","",""
"Vietnam","2017","5 Einkommensstärkstes Quintil","1","","",""
"Somalia","2017","1 Einkommensschwächstes Quintil","32","0.00147451428870607","0.00056960002730818","0.00237942855010395"
"Somalia","2017","2","2","","",""
"Somalia","2017","3","2","","",""
"Somalia","2017","4","","","",""
"Somalia","2017","5 Einkommensstärkstes Quintil","1","","",""
"Pakistan","2017","1 Einkommensschwächstes Quintil","33","0.00354111385467032","0.00214022719218458","0.00494200051715607"
"Pakistan","2017","2","18","","",""
"Pakistan","2017","3","7","","",""
"Pakistan","2017","4","6","","",""
"Pakistan","2017","5 Einkommensstärkstes Quintil","1","","",""
"Südafrika","2017","1 Einkommensschwächstes Quintil","","","",""
"Südafrika","2017","2","","","",""
"Südafrika","2017","3","1","","",""
"Südafrika","2017","4","1","","",""
"Südafrika","2017","5 Einkommensstärkstes Quintil","3","","",""
"Vereinigte Arabische Emirate","2017","1 Einkommensschwächstes Quintil","4","","",""
"Vereinigte Arabische Emirate","2017","2","","","",""
"Vereinigte Arabische Emirate","2017","3","1","","",""
"Vereinigte Arabische Emirate","2017","4","","","",""
"Vereinigte Arabische Emirate","2017","5 Einkommensstärkstes Quintil","1","","",""
"El Salvador","2017","1 Einkommensschwächstes Quintil","","","",""
"El Salvador","2017","2","","","",""
"El Salvador","2017","3","","","",""
"El Salvador","2017","4","1","","",""
"El Salvador","2017","5 Einkommensstärkstes Quintil","","","",""
"Eritrea","2017","1 Einkommensschwächstes Quintil","116","0.00246584891218165","0.00129621357457712","0.00363548424978619"
"Eritrea","2017","2","13","","",""
"Eritrea","2017","3","1","","",""
"Eritrea","2017","4","1","","",""
"Eritrea","2017","5 Einkommensstärkstes Quintil","","","",""
"Jordanien","2017","1 Einkommensschwächstes Quintil","7","","",""
"Jordanien","2017","2","1","","",""
"Jordanien","2017","3","","","",""
"Jordanien","2017","4","1","","",""
"Jordanien","2017","5 Einkommensstärkstes Quintil","2","","",""
"Costa Rica","2017","1 Einkommensschwächstes Quintil","","","",""
"Costa Rica","2017","2","","","",""
"Costa Rica","2017","3","","","",""
"Costa Rica","2017","4","","","",""
"Costa Rica","2017","5 Einkommensstärkstes Quintil","","","",""
"Singapur","2017","1 Einkommensschwächstes Quintil","","","",""
"Singapur","2017","2","","","",""
"Singapur","2017","3","","","",""
"Singapur","2017","4","1","","",""
"Singapur","2017","5 Einkommensstärkstes Quintil","","","",""
"Burkina Faso","2017","1 Einkommensschwächstes Quintil","1","","",""
"Burkina Faso","2017","2","","","",""
"Burkina Faso","2017","3","","","",""
"Burkina Faso","2017","4","","","",""
"Burkina Faso","2017","5 Einkommensstärkstes Quintil","","","",""
"Sambia","2017","1 Einkommensschwächstes Quintil","","","",""
"Sambia","2017","2","","","",""
"Sambia","2017","3","","","",""
"Sambia","2017","4","","","",""
"Sambia","2017","5 Einkommensstärkstes Quintil","","","",""
"Ecuador","2017","1 Einkommensschwächstes Quintil","","","",""
"Ecuador","2017","2","2","","",""
"Ecuador","2017","3","","","",""
"Ecuador","2017","4","","","",""
"Ecuador","2017","5 Einkommensstärkstes Quintil","","","",""
"Usbekistan","2017","1 Einkommensschwächstes Quintil","","","",""
"Usbekistan","2017","2","6","","",""
"Usbekistan","2017","3","6","","",""
"Usbekistan","2017","4","3","","",""
"Usbekistan","2017","5 Einkommensstärkstes Quintil","4","","",""
"Staatenlos","2017","1 Einkommensschwächstes Quintil","","","",""
"Staatenlos","2017","2","","","",""
"Staatenlos","2017","3","","","",""
"Staatenlos","2017","4","","","",""
"Staatenlos","2017","5 Einkommensstärkstes Quintil","","","",""
"Laos","2017","1 Einkommensschwächstes Quintil","1","","",""
"Laos","2017","2","","","",""
"Laos","2017","3","","","",""
"Laos","2017","4","","","",""
"Laos","2017","5 Einkommensstärkstes Quintil","","","",""
"Estland","2017","1 Einkommensschwächstes Quintil","2","","",""
"Estland","2017","2","1","","",""
"Estland","2017","3","1","","",""
"Estland","2017","4","","","",""
"Estland","2017","5 Einkommensstärkstes Quintil","1","","",""
"Angola","2017","1 Einkommensschwächstes Quintil","3","","",""
"Angola","2017","2","2","","",""
"Angola","2017","3","","","",""
"Angola","2017","4","","","",""
"Angola","2017","5 Einkommensstärkstes Quintil","","","",""
"Lettland","2017","1 Einkommensschwächstes Quintil","","","",""
"Lettland","2017","2","8","","",""
"Lettland","2017","3","2","","",""
"Lettland","2017","4","2","","",""
"Lettland","2017","5 Einkommensstärkstes Quintil","1","","",""
"Namibia","2017","1 Einkommensschwächstes Quintil","","","",""
"Namibia","2017","2","","","",""
"Namibia","2017","3","1","","",""
"Namibia","2017","4","1","","",""
"Namibia","2017","5 Einkommensstärkstes Quintil","2","","",""
"Dominikanische Republik","2017","1 Einkommensschwächstes Quintil","","","",""
"Dominikanische Republik","2017","2","","","",""
"Dominikanische Republik","2017","3","","","",""
"Dominikanische Republik","2017","4","1","","",""
"Dominikanische Republik","2017","5 Einkommensstärkstes Quintil","","","",""
"Nicaragua","2017","1 Einkommensschwächstes Quintil","","","",""
"Nicaragua","2017","2","","","",""
"Nicaragua","2017","3","1","","",""
"Nicaragua","2017","4","","","",""
"Nicaragua","2017","5 Einkommensstärkstes Quintil","1","","",""
"Kenia","2017","1 Einkommensschwächstes Quintil","1","","",""
"Kenia","2017","2","2","","",""
"Kenia","2017","3","1","","",""
"Kenia","2017","4","2","","",""
"Kenia","2017","5 Einkommensstärkstes Quintil","","","",""
"Libyen","2017","1 Einkommensschwächstes Quintil","13","","",""
"Libyen","2017","2","3","","",""
"Libyen","2017","3","","","",""
"Libyen","2017","4","","","",""
"Libyen","2017","5 Einkommensstärkstes Quintil","","","",""
"Botswana","2017","1 Einkommensschwächstes Quintil","1","","",""
"Botswana","2017","2","1","","",""
"Botswana","2017","3","","","",""
"Botswana","2017","4","","","",""
"Botswana","2017","5 Einkommensstärkstes Quintil","","","",""
"Haiti","2017","1 Einkommensschwächstes Quintil","","","",""
"Haiti","2017","2","","","",""
"Haiti","2017","3","","","",""
"Haiti","2017","4","","","",""
"Haiti","2017","5 Einkommensstärkstes Quintil","","","",""
"Luxemburg","2017","1 Einkommensschwächstes Quintil","","","",""
"Luxemburg","2017","2","1","","",""
"Luxemburg","2017","3","","","",""
"Luxemburg","2017","4","2","","",""
"Luxemburg","2017","5 Einkommensstärkstes Quintil","","","",""
"Belgien","2017","1 Einkommensschwächstes Quintil","","","",""
"Belgien","2017","2","1","","",""
"Belgien","2017","3","1","","",""
"Belgien","2017","4","","","",""
"Belgien","2017","5 Einkommensstärkstes Quintil","7","","",""
"Niederlande","2017","1 Einkommensschwächstes Quintil","4","","",""
"Niederlande","2017","2","7","","",""
"Niederlande","2017","3","8","","",""
"Niederlande","2017","4","5","","",""
"Niederlande","2017","5 Einkommensstärkstes Quintil","23","","",""
"Kroatien","2017","1 Einkommensschwächstes Quintil","9","","",""
"Kroatien","2017","2","13","","",""
"Kroatien","2017","3","6","","",""
"Kroatien","2017","4","14","","",""
"Kroatien","2017","5 Einkommensstärkstes Quintil","12","","",""
"Bosnien/Herzegowina","2017","1 Einkommensschwächstes Quintil","14","","",""
"Bosnien/Herzegowina","2017","2","12","","",""
"Bosnien/Herzegowina","2017","3","19","","",""
"Bosnien/Herzegowina","2017","4","18","","",""
"Bosnien/Herzegowina","2017","5 Einkommensstärkstes Quintil","9","","",""
"Makedonien","2017","1 Einkommensschwächstes Quintil","15","","",""
"Makedonien","2017","2","13","","",""
"Makedonien","2017","3","3","","",""
"Makedonien","2017","4","6","","",""
"Makedonien","2017","5 Einkommensstärkstes Quintil","4","","",""
"Slowenien","2017","1 Einkommensschwächstes Quintil","2","","",""
"Slowenien","2017","2","1","","",""
"Slowenien","2017","3","4","","",""
"Slowenien","2017","4","3","","",""
"Slowenien","2017","5 Einkommensstärkstes Quintil","4","","",""
"Slowakei","2017","1 Einkommensschwächstes Quintil","3","","",""
"Slowakei","2017","2","8","","",""
"Slowakei","2017","3","1","","",""
"Slowakei","2017","4","1","","",""
"Slowakei","2017","5 Einkommensstärkstes Quintil","7","","",""
"Paraguay","2017","1 Einkommensschwächstes Quintil","","","",""
"Paraguay","2017","2","","","",""
"Paraguay","2017","3","","","",""
"Paraguay","2017","4","","","",""
"Paraguay","2017","5 Einkommensstärkstes Quintil","1","","",""
"Guinea","2017","1 Einkommensschwächstes Quintil","4","","",""
"Guinea","2017","2","1","","",""
"Guinea","2017","3","1","","",""
"Guinea","2017","4","","","",""
"Guinea","2017","5 Einkommensstärkstes Quintil","","","",""
"Kuwait","2017","1 Einkommensschwächstes Quintil","9","","",""
"Kuwait","2017","2","2","","",""
"Kuwait","2017","3","1","","",""
"Kuwait","2017","4","2","","",""
"Kuwait","2017","5 Einkommensstärkstes Quintil","1","","",""
"Elfenbeinkueste","2017","1 Einkommensschwächstes Quintil","","","",""
"Elfenbeinkueste","2017","2","","","",""
"Elfenbeinkueste","2017","3","","","",""
"Elfenbeinkueste","2017","4","","","",""
"Elfenbeinkueste","2017","5 Einkommensstärkstes Quintil","1","","",""
"Malaysia_(128)","2017","1 Einkommensschwächstes Quintil","1","","",""
"Malaysia_(128)","2017","2","","","",""
