"corigin","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Staatenlos","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Laos","2019","kein Migrationshintergrund","","","",""
"Laos","2019","direkter Migrationshintergrund","1","","",""
"Laos","2019","indirekter Migrationshintergrund","","","",""
"Laos","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Estland","2019","kein Migrationshintergrund","","","",""
"Estland","2019","direkter Migrationshintergrund","1","","",""
"Estland","2019","indirekter Migrationshintergrund","","","",""
"Estland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Angola","2019","kein Migrationshintergrund","","","",""
"Angola","2019","direkter Migrationshintergrund","2","","",""
"Angola","2019","indirekter Migrationshintergrund","","","",""
"Angola","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Lettland","2019","kein Migrationshintergrund","","","",""
"Lettland","2019","direkter Migrationshintergrund","10","","",""
"Lettland","2019","indirekter Migrationshintergrund","","","",""
"Lettland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Namibia","2019","kein Migrationshintergrund","","","",""
"Namibia","2019","direkter Migrationshintergrund","2","","",""
"Namibia","2019","indirekter Migrationshintergrund","","","",""
"Namibia","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Dominikanische Republik","2019","kein Migrationshintergrund","","","",""
"Dominikanische Republik","2019","direkter Migrationshintergrund","2","","",""
"Dominikanische Republik","2019","indirekter Migrationshintergrund","","","",""
"Dominikanische Republik","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nicaragua","2019","kein Migrationshintergrund","","","",""
"Nicaragua","2019","direkter Migrationshintergrund","3","","",""
"Nicaragua","2019","indirekter Migrationshintergrund","","","",""
"Nicaragua","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kenia","2019","kein Migrationshintergrund","","","",""
"Kenia","2019","direkter Migrationshintergrund","6","","",""
"Kenia","2019","indirekter Migrationshintergrund","","","",""
"Kenia","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Libyen","2019","kein Migrationshintergrund","","","",""
"Libyen","2019","direkter Migrationshintergrund","16","","",""
"Libyen","2019","indirekter Migrationshintergrund","","","",""
"Libyen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Botswana","2019","kein Migrationshintergrund","","","",""
"Botswana","2019","direkter Migrationshintergrund","2","","",""
"Botswana","2019","indirekter Migrationshintergrund","","","",""
"Botswana","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Haiti","2019","kein Migrationshintergrund","","","",""
"Haiti","2019","direkter Migrationshintergrund","1","","",""
"Haiti","2019","indirekter Migrationshintergrund","","","",""
"Haiti","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Luxemburg","2019","kein Migrationshintergrund","","","",""
"Luxemburg","2019","direkter Migrationshintergrund","2","","",""
"Luxemburg","2019","indirekter Migrationshintergrund","","","",""
"Luxemburg","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Belgien","2019","kein Migrationshintergrund","","","",""
"Belgien","2019","direkter Migrationshintergrund","12","","",""
"Belgien","2019","indirekter Migrationshintergrund","","","",""
"Belgien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Niederlande","2019","kein Migrationshintergrund","","","",""
"Niederlande","2019","direkter Migrationshintergrund","52","0.0239169885793867","0.0204141854006059","0.0274197917581674"
"Niederlande","2019","indirekter Migrationshintergrund","","","",""
"Niederlande","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kroatien","2019","kein Migrationshintergrund","","","",""
"Kroatien","2019","direkter Migrationshintergrund","40","0.0178426038364288","0.0148077430632999","0.0208774646095576"
"Kroatien","2019","indirekter Migrationshintergrund","","","",""
"Kroatien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bosnien/Herzegowina","2019","kein Migrationshintergrund","","","",""
"Bosnien/Herzegowina","2019","direkter Migrationshintergrund","52","0.0231534274155422","0.0197056443429717","0.0266012104881126"
"Bosnien/Herzegowina","2019","indirekter Migrationshintergrund","","","",""
"Bosnien/Herzegowina","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Makedonien","2019","kein Migrationshintergrund","","","",""
"Makedonien","2019","direkter Migrationshintergrund","26","","",""
"Makedonien","2019","indirekter Migrationshintergrund","","","",""
"Makedonien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Slowenien","2019","kein Migrationshintergrund","","","",""
"Slowenien","2019","direkter Migrationshintergrund","10","","",""
"Slowenien","2019","indirekter Migrationshintergrund","","","",""
"Slowenien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Slowakei","2019","kein Migrationshintergrund","","","",""
"Slowakei","2019","direkter Migrationshintergrund","17","","",""
"Slowakei","2019","indirekter Migrationshintergrund","","","",""
"Slowakei","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Paraguay","2019","kein Migrationshintergrund","","","",""
"Paraguay","2019","direkter Migrationshintergrund","1","","",""
"Paraguay","2019","indirekter Migrationshintergrund","","","",""
"Paraguay","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Guinea","2019","kein Migrationshintergrund","","","",""
"Guinea","2019","direkter Migrationshintergrund","7","","",""
"Guinea","2019","indirekter Migrationshintergrund","","","",""
"Guinea","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kuwait","2019","kein Migrationshintergrund","","","",""
"Kuwait","2019","direkter Migrationshintergrund","13","","",""
"Kuwait","2019","indirekter Migrationshintergrund","","","",""
"Kuwait","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Elfenbeinkueste","2019","kein Migrationshintergrund","","","",""
"Elfenbeinkueste","2019","direkter Migrationshintergrund","2","","",""
"Elfenbeinkueste","2019","indirekter Migrationshintergrund","","","",""
"Elfenbeinkueste","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malaysia_(128)","2019","kein Migrationshintergrund","","","",""
"Malaysia_(128)","2019","direkter Migrationshintergrund","2","","",""
"Malaysia_(128)","2019","indirekter Migrationshintergrund","","","",""
"Malaysia_(128)","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Samoa","2019","kein Migrationshintergrund","","","",""
"Samoa","2019","direkter Migrationshintergrund","3","","",""
"Samoa","2019","indirekter Migrationshintergrund","","","",""
"Samoa","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aserbaidschan","2019","kein Migrationshintergrund","","","",""
"Aserbaidschan","2019","direkter Migrationshintergrund","25","","",""
"Aserbaidschan","2019","indirekter Migrationshintergrund","","","",""
"Aserbaidschan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Weissrussland","2019","kein Migrationshintergrund","","","",""
"Weissrussland","2019","direkter Migrationshintergrund","21","","",""
"Weissrussland","2019","indirekter Migrationshintergrund","","","",""
"Weissrussland","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uruguay","2019","kein Migrationshintergrund","","","",""
"Uruguay","2019","direkter Migrationshintergrund","3","","",""
"Uruguay","2019","indirekter Migrationshintergrund","","","",""
"Uruguay","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Uganda","2019","kein Migrationshintergrund","","","",""
"Uganda","2019","direkter Migrationshintergrund","","","",""
"Uganda","2019","indirekter Migrationshintergrund","","","",""
"Uganda","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mali","2019","kein Migrationshintergrund","","","",""
"Mali","2019","direkter Migrationshintergrund","1","","",""
"Mali","2019","indirekter Migrationshintergrund","","","",""
"Mali","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kamerun","2019","kein Migrationshintergrund","","","",""
"Kamerun","2019","direkter Migrationshintergrund","7","","",""
"Kamerun","2019","indirekter Migrationshintergrund","","","",""
"Kamerun","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kosovo-Albaner","2019","kein Migrationshintergrund","","","",""
"Kosovo-Albaner","2019","direkter Migrationshintergrund","116","0.0264801533762723","0.0227992724968581","0.0301610342556865"
"Kosovo-Albaner","2019","indirekter Migrationshintergrund","","","",""
"Kosovo-Albaner","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Georgien","2019","kein Migrationshintergrund","","","",""
"Georgien","2019","direkter Migrationshintergrund","11","","",""
"Georgien","2019","indirekter Migrationshintergrund","","","",""
"Georgien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sudan","2019","kein Migrationshintergrund","","","",""
"Sudan","2019","direkter Migrationshintergrund","5","","",""
"Sudan","2019","indirekter Migrationshintergrund","","","",""
"Sudan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kongo","2019","kein Migrationshintergrund","","","",""
"Kongo","2019","direkter Migrationshintergrund","4","","",""
"Kongo","2019","indirekter Migrationshintergrund","","","",""
"Kongo","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Togo","2019","kein Migrationshintergrund","","","",""
"Togo","2019","direkter Migrationshintergrund","6","","",""
"Togo","2019","indirekter Migrationshintergrund","","","",""
"Togo","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mongolei","2019","kein Migrationshintergrund","","","",""
"Mongolei","2019","direkter Migrationshintergrund","1","","",""
"Mongolei","2019","indirekter Migrationshintergrund","","","",""
"Mongolei","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Litauen","2019","kein Migrationshintergrund","","","",""
"Litauen","2019","direkter Migrationshintergrund","20","","",""
"Litauen","2019","indirekter Migrationshintergrund","","","",""
"Litauen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tschad","2019","kein Migrationshintergrund","","","",""
"Tschad","2019","direkter Migrationshintergrund","","","",""
"Tschad","2019","indirekter Migrationshintergrund","","","",""
"Tschad","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Armenien","2019","kein Migrationshintergrund","","","",""
"Armenien","2019","direkter Migrationshintergrund","14","","",""
"Armenien","2019","indirekter Migrationshintergrund","","","",""
"Armenien","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kurdistan_(149)","2019","kein Migrationshintergrund","","","",""
"Kurdistan_(149)","2019","direkter Migrationshintergrund","","","",""
"Kurdistan_(149)","2019","indirekter Migrationshintergrund","","","",""
"Kurdistan_(149)","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Liberia","2019","kein Migrationshintergrund","","","",""
"Liberia","2019","direkter Migrationshintergrund","","","",""
"Liberia","2019","indirekter Migrationshintergrund","","","",""
"Liberia","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jemen","2019","kein Migrationshintergrund","","","",""
"Jemen","2019","direkter Migrationshintergrund","3","","",""
"Jemen","2019","indirekter Migrationshintergrund","","","",""
"Jemen","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Palaestina","2019","kein Migrationshintergrund","","","",""
"Palaestina","2019","direkter Migrationshintergrund","12","","",""
"Palaestina","2019","indirekter Migrationshintergrund","","","",""
"Palaestina","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taiwan","2019","kein Migrationshintergrund","","","",""
"Taiwan","2019","direkter Migrationshintergrund","3","","",""
"Taiwan","2019","indirekter Migrationshintergrund","","","",""
"Taiwan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Turkmenistan","2019","kein Migrationshintergrund","","","",""
"Turkmenistan","2019","direkter Migrationshintergrund","2","","",""
"Turkmenistan","2019","indirekter Migrationshintergrund","","","",""
"Turkmenistan","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Afrika","2019","kein Migrationshintergrund","","","",""
"Afrika","2019","direkter Migrationshintergrund","","","",""
"Afrika","2019","indirekter Migrationshintergrund","","","",""
"Afrika","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sierra Leone(Westafrika)","2019","kein Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","2019","direkter Migrationshintergrund","1","","",""
"Sierra Leone(Westafrika)","2019","indirekter Migrationshintergrund","","","",""
"Sierra Leone(Westafrika)","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Senegal","2019","kein Migrationshintergrund","","","",""
"Senegal","2019","direkter Migrationshintergrund","1","","",""
"Senegal","2019","indirekter Migrationshintergrund","","","",""
"Senegal","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Malediven","2019","kein Migrationshintergrund","","","",""
"Malediven","2019","direkter Migrationshintergrund","","","",""
"Malediven","2019","indirekter Migrationshintergrund","","","",""
"Malediven","2019","Migrationshintergrund - n. w. differenzierbar","","","",""
"Serbien","2019","kein Migrationshintergrund","","","",""
"Serbien","2019","direkter Migrationshintergrund","91","0.0204205463127289","0.017178101282953","0.0236629913425049"
