"corigin","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sudan","2011","Realschule","Westdeutschland","","","",""
"Sudan","2011","Realschule","Ostdeutschland","","","",""
"Sudan","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Sudan","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Sudan","2011","AkademikerIn","Westdeutschland","1","","",""
"Sudan","2011","AkademikerIn","Ostdeutschland","","","",""
"Kongo","2011","(noch) kein Abschluss","Westdeutschland","2","","",""
"Kongo","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kongo","2011","Hauptschule","Westdeutschland","1","","",""
"Kongo","2011","Hauptschule","Ostdeutschland","","","",""
"Kongo","2011","Realschule","Westdeutschland","","","",""
"Kongo","2011","Realschule","Ostdeutschland","","","",""
"Kongo","2011","(Fach-)Abitur","Westdeutschland","3","","",""
"Kongo","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Kongo","2011","AkademikerIn","Westdeutschland","2","","",""
"Kongo","2011","AkademikerIn","Ostdeutschland","","","",""
"Togo","2011","(noch) kein Abschluss","Westdeutschland","1","","",""
"Togo","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Togo","2011","Hauptschule","Westdeutschland","2","","",""
"Togo","2011","Hauptschule","Ostdeutschland","","","",""
"Togo","2011","Realschule","Westdeutschland","","","",""
"Togo","2011","Realschule","Ostdeutschland","","","",""
"Togo","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Togo","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Togo","2011","AkademikerIn","Westdeutschland","","","",""
"Togo","2011","AkademikerIn","Ostdeutschland","","","",""
"Mongolei","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Mongolei","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mongolei","2011","Hauptschule","Westdeutschland","","","",""
"Mongolei","2011","Hauptschule","Ostdeutschland","","","",""
"Mongolei","2011","Realschule","Westdeutschland","","","",""
"Mongolei","2011","Realschule","Ostdeutschland","","","",""
"Mongolei","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Mongolei","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Mongolei","2011","AkademikerIn","Westdeutschland","1","","",""
"Mongolei","2011","AkademikerIn","Ostdeutschland","","","",""
"Litauen","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Litauen","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Litauen","2011","Hauptschule","Westdeutschland","1","","",""
"Litauen","2011","Hauptschule","Ostdeutschland","1","","",""
"Litauen","2011","Realschule","Westdeutschland","1","","",""
"Litauen","2011","Realschule","Ostdeutschland","","","",""
"Litauen","2011","(Fach-)Abitur","Westdeutschland","4","","",""
"Litauen","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Litauen","2011","AkademikerIn","Westdeutschland","5","","",""
"Litauen","2011","AkademikerIn","Ostdeutschland","1","","",""
"Tschad","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Tschad","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Tschad","2011","Hauptschule","Westdeutschland","1","","",""
"Tschad","2011","Hauptschule","Ostdeutschland","","","",""
"Tschad","2011","Realschule","Westdeutschland","","","",""
"Tschad","2011","Realschule","Ostdeutschland","","","",""
"Tschad","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Tschad","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Tschad","2011","AkademikerIn","Westdeutschland","","","",""
"Tschad","2011","AkademikerIn","Ostdeutschland","","","",""
"Armenien","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Armenien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Armenien","2011","Hauptschule","Westdeutschland","","","",""
"Armenien","2011","Hauptschule","Ostdeutschland","","","",""
"Armenien","2011","Realschule","Westdeutschland","","","",""
"Armenien","2011","Realschule","Ostdeutschland","","","",""
"Armenien","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Armenien","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Armenien","2011","AkademikerIn","Westdeutschland","1","","",""
"Armenien","2011","AkademikerIn","Ostdeutschland","","","",""
"Liberia","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Liberia","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Liberia","2011","Hauptschule","Westdeutschland","","","",""
"Liberia","2011","Hauptschule","Ostdeutschland","","","",""
"Liberia","2011","Realschule","Westdeutschland","","","",""
"Liberia","2011","Realschule","Ostdeutschland","","","",""
"Liberia","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Liberia","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Liberia","2011","AkademikerIn","Westdeutschland","1","","",""
"Liberia","2011","AkademikerIn","Ostdeutschland","","","",""
"Jemen","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Jemen","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Jemen","2011","Hauptschule","Westdeutschland","","","",""
"Jemen","2011","Hauptschule","Ostdeutschland","","","",""
"Jemen","2011","Realschule","Westdeutschland","","","",""
"Jemen","2011","Realschule","Ostdeutschland","","","",""
"Jemen","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Jemen","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Jemen","2011","AkademikerIn","Westdeutschland","","","",""
"Jemen","2011","AkademikerIn","Ostdeutschland","","","",""
"Palaestina","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Palaestina","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Palaestina","2011","Hauptschule","Westdeutschland","1","","",""
"Palaestina","2011","Hauptschule","Ostdeutschland","","","",""
"Palaestina","2011","Realschule","Westdeutschland","","","",""
"Palaestina","2011","Realschule","Ostdeutschland","","","",""
"Palaestina","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Palaestina","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Palaestina","2011","AkademikerIn","Westdeutschland","","","",""
"Palaestina","2011","AkademikerIn","Ostdeutschland","","","",""
"Taiwan","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Taiwan","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Taiwan","2011","Hauptschule","Westdeutschland","","","",""
"Taiwan","2011","Hauptschule","Ostdeutschland","","","",""
"Taiwan","2011","Realschule","Westdeutschland","","","",""
"Taiwan","2011","Realschule","Ostdeutschland","","","",""
"Taiwan","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Taiwan","2011","(Fach-)Abitur","Ostdeutschland","1","","",""
"Taiwan","2011","AkademikerIn","Westdeutschland","1","","",""
"Taiwan","2011","AkademikerIn","Ostdeutschland","","","",""
"Turkmenistan","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Turkmenistan","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Turkmenistan","2011","Hauptschule","Westdeutschland","","","",""
"Turkmenistan","2011","Hauptschule","Ostdeutschland","","","",""
"Turkmenistan","2011","Realschule","Westdeutschland","","","",""
"Turkmenistan","2011","Realschule","Ostdeutschland","","","",""
"Turkmenistan","2011","(Fach-)Abitur","Westdeutschland","2","","",""
"Turkmenistan","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Turkmenistan","2011","AkademikerIn","Westdeutschland","1","","",""
"Turkmenistan","2011","AkademikerIn","Ostdeutschland","","","",""
"Afrika","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Afrika","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Afrika","2011","Hauptschule","Westdeutschland","","","",""
"Afrika","2011","Hauptschule","Ostdeutschland","","","",""
"Afrika","2011","Realschule","Westdeutschland","","","",""
"Afrika","2011","Realschule","Ostdeutschland","","","",""
"Afrika","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Afrika","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Afrika","2011","AkademikerIn","Westdeutschland","","","",""
"Afrika","2011","AkademikerIn","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","Hauptschule","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","Hauptschule","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","Realschule","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","Realschule","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","AkademikerIn","Westdeutschland","","","",""
"Sierra Leone(Westafrika)","2011","AkademikerIn","Ostdeutschland","","","",""
"Senegal","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Senegal","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Senegal","2011","Hauptschule","Westdeutschland","","","",""
"Senegal","2011","Hauptschule","Ostdeutschland","","","",""
"Senegal","2011","Realschule","Westdeutschland","","","",""
"Senegal","2011","Realschule","Ostdeutschland","","","",""
"Senegal","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Senegal","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Senegal","2011","AkademikerIn","Westdeutschland","","","",""
"Senegal","2011","AkademikerIn","Ostdeutschland","","","",""
"Malediven","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Malediven","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Malediven","2011","Hauptschule","Westdeutschland","","","",""
"Malediven","2011","Hauptschule","Ostdeutschland","","","",""
"Malediven","2011","Realschule","Westdeutschland","","","",""
"Malediven","2011","Realschule","Ostdeutschland","","","",""
"Malediven","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Malediven","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Malediven","2011","AkademikerIn","Westdeutschland","","","",""
"Malediven","2011","AkademikerIn","Ostdeutschland","","","",""
"Serbien","2011","(noch) kein Abschluss","Westdeutschland","6","","",""
"Serbien","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Serbien","2011","Hauptschule","Westdeutschland","24","","",""
"Serbien","2011","Hauptschule","Ostdeutschland","1","","",""
"Serbien","2011","Realschule","Westdeutschland","3","","",""
"Serbien","2011","Realschule","Ostdeutschland","","","",""
"Serbien","2011","(Fach-)Abitur","Westdeutschland","13","","",""
"Serbien","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Serbien","2011","AkademikerIn","Westdeutschland","5","","",""
"Serbien","2011","AkademikerIn","Ostdeutschland","","","",""
"Gambia","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Gambia","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Gambia","2011","Hauptschule","Westdeutschland","","","",""
"Gambia","2011","Hauptschule","Ostdeutschland","","","",""
"Gambia","2011","Realschule","Westdeutschland","","","",""
"Gambia","2011","Realschule","Ostdeutschland","","","",""
"Gambia","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Gambia","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Gambia","2011","AkademikerIn","Westdeutschland","","","",""
"Gambia","2011","AkademikerIn","Ostdeutschland","","","",""
"Honduras","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Honduras","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Honduras","2011","Hauptschule","Westdeutschland","","","",""
"Honduras","2011","Hauptschule","Ostdeutschland","","","",""
"Honduras","2011","Realschule","Westdeutschland","","","",""
"Honduras","2011","Realschule","Ostdeutschland","","","",""
"Honduras","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Honduras","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Honduras","2011","AkademikerIn","Westdeutschland","1","","",""
"Honduras","2011","AkademikerIn","Ostdeutschland","","","",""
"Montenegro_(168)","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Montenegro_(168)","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Montenegro_(168)","2011","Hauptschule","Westdeutschland","3","","",""
"Montenegro_(168)","2011","Hauptschule","Ostdeutschland","","","",""
"Montenegro_(168)","2011","Realschule","Westdeutschland","","","",""
"Montenegro_(168)","2011","Realschule","Ostdeutschland","","","",""
"Montenegro_(168)","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Montenegro_(168)","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Montenegro_(168)","2011","AkademikerIn","Westdeutschland","","","",""
"Montenegro_(168)","2011","AkademikerIn","Ostdeutschland","","","",""
"Kambodscha","2011","(noch) kein Abschluss","Westdeutschland","1","","",""
"Kambodscha","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Kambodscha","2011","Hauptschule","Westdeutschland","","","",""
"Kambodscha","2011","Hauptschule","Ostdeutschland","","","",""
"Kambodscha","2011","Realschule","Westdeutschland","","","",""
"Kambodscha","2011","Realschule","Ostdeutschland","","","",""
"Kambodscha","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Kambodscha","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Kambodscha","2011","AkademikerIn","Westdeutschland","","","",""
"Kambodscha","2011","AkademikerIn","Ostdeutschland","","","",""
"Surinam","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Surinam","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Surinam","2011","Hauptschule","Westdeutschland","1","","",""
"Surinam","2011","Hauptschule","Ostdeutschland","","","",""
"Surinam","2011","Realschule","Westdeutschland","","","",""
"Surinam","2011","Realschule","Ostdeutschland","","","",""
"Surinam","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Surinam","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Surinam","2011","AkademikerIn","Westdeutschland","","","",""
"Surinam","2011","AkademikerIn","Ostdeutschland","","","",""
"Guyana","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Guyana","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Guyana","2011","Hauptschule","Westdeutschland","","","",""
"Guyana","2011","Hauptschule","Ostdeutschland","","","",""
"Guyana","2011","Realschule","Westdeutschland","","","",""
"Guyana","2011","Realschule","Ostdeutschland","","","",""
"Guyana","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Guyana","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Guyana","2011","AkademikerIn","Westdeutschland","","","",""
"Guyana","2011","AkademikerIn","Ostdeutschland","","","",""
"Simbabwe","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Simbabwe","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Simbabwe","2011","Hauptschule","Westdeutschland","","","",""
"Simbabwe","2011","Hauptschule","Ostdeutschland","","","",""
"Simbabwe","2011","Realschule","Westdeutschland","","","",""
"Simbabwe","2011","Realschule","Ostdeutschland","","","",""
"Simbabwe","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Simbabwe","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Simbabwe","2011","AkademikerIn","Westdeutschland","","","",""
"Simbabwe","2011","AkademikerIn","Ostdeutschland","","","",""
"Madagaskar","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Madagaskar","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Madagaskar","2011","Hauptschule","Westdeutschland","","","",""
"Madagaskar","2011","Hauptschule","Ostdeutschland","","","",""
"Madagaskar","2011","Realschule","Westdeutschland","","","",""
"Madagaskar","2011","Realschule","Ostdeutschland","","","",""
"Madagaskar","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Madagaskar","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Madagaskar","2011","AkademikerIn","Westdeutschland","","","",""
"Madagaskar","2011","AkademikerIn","Ostdeutschland","","","",""
"Lesotho","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Lesotho","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Lesotho","2011","Hauptschule","Westdeutschland","","","",""
"Lesotho","2011","Hauptschule","Ostdeutschland","","","",""
"Lesotho","2011","Realschule","Westdeutschland","","","",""
"Lesotho","2011","Realschule","Ostdeutschland","","","",""
"Lesotho","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Lesotho","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Lesotho","2011","AkademikerIn","Westdeutschland","","","",""
"Lesotho","2011","AkademikerIn","Ostdeutschland","","","",""
"Ruanda","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Ruanda","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ruanda","2011","Hauptschule","Westdeutschland","","","",""
"Ruanda","2011","Hauptschule","Ostdeutschland","","","",""
"Ruanda","2011","Realschule","Westdeutschland","","","",""
"Ruanda","2011","Realschule","Ostdeutschland","","","",""
"Ruanda","2011","(Fach-)Abitur","Westdeutschland","","","",""
"Ruanda","2011","(Fach-)Abitur","Ostdeutschland","","","",""
"Ruanda","2011","AkademikerIn","Westdeutschland","","","",""
"Ruanda","2011","AkademikerIn","Ostdeutschland","","","",""
"Myanmar","2011","(noch) kein Abschluss","Westdeutschland","","","",""
"Myanmar","2011","(noch) kein Abschluss","Ostdeutschland","","","",""
