"corigin","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Marokko","2013","1 Einkommensschwächstes Quintil","männlich","18","","",""
"Marokko","2013","1 Einkommensschwächstes Quintil","weiblich","21","","",""
"Marokko","2013","2","männlich","11","","",""
"Marokko","2013","2","weiblich","5","","",""
"Marokko","2013","3","männlich","4","","",""
"Marokko","2013","3","weiblich","2","","",""
"Marokko","2013","4","männlich","1","","",""
"Marokko","2013","4","weiblich","1","","",""
"Marokko","2013","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Marokko","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"China","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"China","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"China","2013","2","männlich","3","","",""
"China","2013","2","weiblich","2","","",""
"China","2013","3","männlich","2","","",""
"China","2013","3","weiblich","1","","",""
"China","2013","4","männlich","","","",""
"China","2013","4","weiblich","3","","",""
"China","2013","5 Einkommensstärkstes Quintil","männlich","3","","",""
"China","2013","5 Einkommensstärkstes Quintil","weiblich","5","","",""
"Irland","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Irland","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Irland","2013","2","männlich","1","","",""
"Irland","2013","2","weiblich","1","","",""
"Irland","2013","3","männlich","1","","",""
"Irland","2013","3","weiblich","","","",""
"Irland","2013","4","männlich","1","","",""
"Irland","2013","4","weiblich","2","","",""
"Irland","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Irland","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Moldawien","2013","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Moldawien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Moldawien","2013","2","männlich","","","",""
"Moldawien","2013","2","weiblich","2","","",""
"Moldawien","2013","3","männlich","2","","",""
"Moldawien","2013","3","weiblich","2","","",""
"Moldawien","2013","4","männlich","2","","",""
"Moldawien","2013","4","weiblich","","","",""
"Moldawien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Moldawien","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Kasachstan","2013","1 Einkommensschwächstes Quintil","männlich","96","0.0173365442618726","0.012081727372849","0.0225913611508962"
"Kasachstan","2013","1 Einkommensschwächstes Quintil","weiblich","120","0.0175228407198248","0.01303664930998","0.0220090321296696"
"Kasachstan","2013","2","männlich","94","0.0173929135275661","0.0125575887034728","0.0222282383516595"
"Kasachstan","2013","2","weiblich","115","0.017230631523857","0.012975667564595","0.0214855954831189"
"Kasachstan","2013","3","männlich","64","0.0170260947239557","0.0120610540049282","0.0219911354429831"
"Kasachstan","2013","3","weiblich","95","0.0165516804457595","0.0120662471372436","0.0210371137542755"
"Kasachstan","2013","4","männlich","60","0.0119596592253967","0.00813859382535722","0.0157807246254361"
"Kasachstan","2013","4","weiblich","66","0.0143145920021458","0.0103697464492157","0.0182594375550759"
"Kasachstan","2013","5 Einkommensstärkstes Quintil","männlich","10","","",""
"Kasachstan","2013","5 Einkommensstärkstes Quintil","weiblich","13","","",""
"Albanien","2013","1 Einkommensschwächstes Quintil","männlich","4","","",""
"Albanien","2013","1 Einkommensschwächstes Quintil","weiblich","5","","",""
"Albanien","2013","2","männlich","8","","",""
"Albanien","2013","2","weiblich","4","","",""
"Albanien","2013","3","männlich","1","","",""
"Albanien","2013","3","weiblich","","","",""
"Albanien","2013","4","männlich","","","",""
"Albanien","2013","4","weiblich","","","",""
"Albanien","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Albanien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Libanon","2013","1 Einkommensschwächstes Quintil","männlich","20","","",""
"Libanon","2013","1 Einkommensschwächstes Quintil","weiblich","11","","",""
"Libanon","2013","2","männlich","4","","",""
"Libanon","2013","2","weiblich","6","","",""
"Libanon","2013","3","männlich","","","",""
"Libanon","2013","3","weiblich","1","","",""
"Libanon","2013","4","männlich","1","","",""
"Libanon","2013","4","weiblich","","","",""
"Libanon","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Libanon","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kirgistan","2013","1 Einkommensschwächstes Quintil","männlich","17","","",""
"Kirgistan","2013","1 Einkommensschwächstes Quintil","weiblich","15","","",""
"Kirgistan","2013","2","männlich","9","","",""
"Kirgistan","2013","2","weiblich","14","","",""
"Kirgistan","2013","3","männlich","4","","",""
"Kirgistan","2013","3","weiblich","8","","",""
"Kirgistan","2013","4","männlich","7","","",""
"Kirgistan","2013","4","weiblich","9","","",""
"Kirgistan","2013","5 Einkommensstärkstes Quintil","männlich","3","","",""
"Kirgistan","2013","5 Einkommensstärkstes Quintil","weiblich","2","","",""
"Ukraine","2013","1 Einkommensschwächstes Quintil","männlich","30","0.00752685536158505","0.00404716912547518","0.0110065415976949"
"Ukraine","2013","1 Einkommensschwächstes Quintil","weiblich","39","0.00749118177601389","0.00454298364695108","0.0104393799050767"
"Ukraine","2013","2","männlich","24","","",""
"Ukraine","2013","2","weiblich","26","","",""
"Ukraine","2013","3","männlich","14","","",""
"Ukraine","2013","3","weiblich","19","","",""
"Ukraine","2013","4","männlich","12","","",""
"Ukraine","2013","4","weiblich","21","","",""
"Ukraine","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Ukraine","2013","5 Einkommensstärkstes Quintil","weiblich","10","","",""
"Algerien","2013","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Algerien","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Algerien","2013","2","männlich","2","","",""
"Algerien","2013","2","weiblich","","","",""
"Algerien","2013","3","männlich","1","","",""
"Algerien","2013","3","weiblich","","","",""
"Algerien","2013","4","männlich","","","",""
"Algerien","2013","4","weiblich","","","",""
"Algerien","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Algerien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mocambique","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mocambique","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mocambique","2013","2","männlich","1","","",""
"Mocambique","2013","2","weiblich","","","",""
"Mocambique","2013","3","männlich","","","",""
"Mocambique","2013","3","weiblich","","","",""
"Mocambique","2013","4","männlich","1","","",""
"Mocambique","2013","4","weiblich","","","",""
"Mocambique","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mocambique","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Aegypten","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Aegypten","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Aegypten","2013","2","männlich","2","","",""
"Aegypten","2013","2","weiblich","","","",""
"Aegypten","2013","3","männlich","1","","",""
"Aegypten","2013","3","weiblich","","","",""
"Aegypten","2013","4","männlich","1","","",""
"Aegypten","2013","4","weiblich","","","",""
"Aegypten","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Aegypten","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tadschikistan","2013","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Tadschikistan","2013","1 Einkommensschwächstes Quintil","weiblich","4","","",""
"Tadschikistan","2013","2","männlich","5","","",""
"Tadschikistan","2013","2","weiblich","3","","",""
"Tadschikistan","2013","3","männlich","1","","",""
"Tadschikistan","2013","3","weiblich","","","",""
"Tadschikistan","2013","4","männlich","","","",""
"Tadschikistan","2013","4","weiblich","4","","",""
"Tadschikistan","2013","5 Einkommensstärkstes Quintil","männlich","2","","",""
"Tadschikistan","2013","5 Einkommensstärkstes Quintil","weiblich","3","","",""
"Vietnam","2013","1 Einkommensschwächstes Quintil","männlich","5","","",""
"Vietnam","2013","1 Einkommensschwächstes Quintil","weiblich","6","","",""
"Vietnam","2013","2","männlich","2","","",""
"Vietnam","2013","2","weiblich","3","","",""
"Vietnam","2013","3","männlich","1","","",""
"Vietnam","2013","3","weiblich","","","",""
"Vietnam","2013","4","männlich","2","","",""
"Vietnam","2013","4","weiblich","2","","",""
"Vietnam","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Vietnam","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Somalia","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Somalia","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Somalia","2013","2","männlich","","","",""
"Somalia","2013","2","weiblich","","","",""
"Somalia","2013","3","männlich","","","",""
"Somalia","2013","3","weiblich","","","",""
"Somalia","2013","4","männlich","","","",""
"Somalia","2013","4","weiblich","","","",""
"Somalia","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Somalia","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Pakistan","2013","1 Einkommensschwächstes Quintil","männlich","9","","",""
"Pakistan","2013","1 Einkommensschwächstes Quintil","weiblich","10","","",""
"Pakistan","2013","2","männlich","2","","",""
"Pakistan","2013","2","weiblich","1","","",""
"Pakistan","2013","3","männlich","","","",""
"Pakistan","2013","3","weiblich","","","",""
"Pakistan","2013","4","männlich","2","","",""
"Pakistan","2013","4","weiblich","","","",""
"Pakistan","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Pakistan","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Südafrika","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Südafrika","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Südafrika","2013","2","männlich","2","","",""
"Südafrika","2013","2","weiblich","1","","",""
"Südafrika","2013","3","männlich","","","",""
"Südafrika","2013","3","weiblich","","","",""
"Südafrika","2013","4","männlich","2","","",""
"Südafrika","2013","4","weiblich","3","","",""
"Südafrika","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Südafrika","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Vereinigte Arabische Emirate","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Vereinigte Arabische Emirate","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Vereinigte Arabische Emirate","2013","2","männlich","","","",""
"Vereinigte Arabische Emirate","2013","2","weiblich","","","",""
"Vereinigte Arabische Emirate","2013","3","männlich","","","",""
"Vereinigte Arabische Emirate","2013","3","weiblich","","","",""
"Vereinigte Arabische Emirate","2013","4","männlich","","","",""
"Vereinigte Arabische Emirate","2013","4","weiblich","","","",""
"Vereinigte Arabische Emirate","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Vereinigte Arabische Emirate","2013","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"El Salvador","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"El Salvador","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"El Salvador","2013","2","männlich","","","",""
"El Salvador","2013","2","weiblich","","","",""
"El Salvador","2013","3","männlich","","","",""
"El Salvador","2013","3","weiblich","1","","",""
"El Salvador","2013","4","männlich","","","",""
"El Salvador","2013","4","weiblich","","","",""
"El Salvador","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"El Salvador","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Eritrea","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Eritrea","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Eritrea","2013","2","männlich","3","","",""
"Eritrea","2013","2","weiblich","","","",""
"Eritrea","2013","3","männlich","","","",""
"Eritrea","2013","3","weiblich","","","",""
"Eritrea","2013","4","männlich","","","",""
"Eritrea","2013","4","weiblich","","","",""
"Eritrea","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Eritrea","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Jordanien","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Jordanien","2013","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Jordanien","2013","2","männlich","","","",""
"Jordanien","2013","2","weiblich","2","","",""
"Jordanien","2013","3","männlich","","","",""
"Jordanien","2013","3","weiblich","","","",""
"Jordanien","2013","4","männlich","2","","",""
"Jordanien","2013","4","weiblich","","","",""
"Jordanien","2013","5 Einkommensstärkstes Quintil","männlich","1","","",""
"Jordanien","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Costa Rica","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Costa Rica","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Costa Rica","2013","2","männlich","","","",""
"Costa Rica","2013","2","weiblich","","","",""
"Costa Rica","2013","3","männlich","","","",""
"Costa Rica","2013","3","weiblich","","","",""
"Costa Rica","2013","4","männlich","","","",""
"Costa Rica","2013","4","weiblich","","","",""
"Costa Rica","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Costa Rica","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Singapur","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Singapur","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Singapur","2013","2","männlich","","","",""
"Singapur","2013","2","weiblich","","","",""
"Singapur","2013","3","männlich","","","",""
"Singapur","2013","3","weiblich","","","",""
"Singapur","2013","4","männlich","","","",""
"Singapur","2013","4","weiblich","1","","",""
"Singapur","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Singapur","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Burkina Faso","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Burkina Faso","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Burkina Faso","2013","2","männlich","","","",""
"Burkina Faso","2013","2","weiblich","","","",""
"Burkina Faso","2013","3","männlich","","","",""
"Burkina Faso","2013","3","weiblich","","","",""
"Burkina Faso","2013","4","männlich","","","",""
"Burkina Faso","2013","4","weiblich","","","",""
"Burkina Faso","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Burkina Faso","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Sambia","2013","1 Einkommensschwächstes Quintil","männlich","","","",""
"Sambia","2013","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Sambia","2013","2","männlich","","","",""
"Sambia","2013","2","weiblich","","","",""
"Sambia","2013","3","männlich","","","",""
"Sambia","2013","3","weiblich","","","",""
"Sambia","2013","4","männlich","","","",""
"Sambia","2013","4","weiblich","","","",""
"Sambia","2013","5 Einkommensstärkstes Quintil","männlich","","","",""
"Sambia","2013","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ecuador","2013","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Ecuador","2013","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Ecuador","2013","2","männlich","","","",""
"Ecuador","2013","2","weiblich","","","",""
"Ecuador","2013","3","männlich","","","",""
"Ecuador","2013","3","weiblich","1","","",""
"Ecuador","2013","4","männlich","","","",""
