study,dataset,version,variable,value,label,label_de
soep-core,h_statistics,v39,hlc0180,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlc0180,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlc0180,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlc0180,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlc0180,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlc0180,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlc0180,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlc0180,1,Yes,ja
soep-core,h_statistics,v39,hlc0180,2,No,nein
soep-core,h_statistics,v39,hlc0182,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlc0182,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlc0182,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlc0182,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlc0182,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlc0182,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlc0182,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlc0182,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlc0182,1,Yes,ja
soep-core,h_statistics,v39,hlc0182,2,No,nein
soep-core,h_statistics,v39,hlf0178_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0178_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0178_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0178_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0178_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0178_h,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0178_h,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0178_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0178_h,1,Yes,Ja
soep-core,h_statistics,v39,hlf0178_h,2,No,Nein
soep-core,h_statistics,v39,hlf0180,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0180,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0180,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0180,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0180,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0180,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0180,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0180,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0180,1,Yes,Ja
soep-core,h_statistics,v39,hlf0180,2,No,Nein
soep-core,h_statistics,v39,hlf0186,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0186,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0186,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0186,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0186,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0186,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0186,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0186,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0186,1,Yes,Ja
soep-core,h_statistics,v39,hlf0186,2,No,Nein
soep-core,h_statistics,v39,hlf0197,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0197,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0197,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0197,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0197,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0197,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0197,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0197,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0197,1,Fewer than 10 books,unter 10
soep-core,h_statistics,v39,hlf0197,2,10 to fewer than 50 books,10 bis unter 50
soep-core,h_statistics,v39,hlf0197,3,50 to fewer than 100 books,50 bis unter 100
soep-core,h_statistics,v39,hlf0197,4,100 to fewer than 200 books,100 bis unter 200
soep-core,h_statistics,v39,hlf0197,5,200 to fewer than 500 books,200 bis unter 500
soep-core,h_statistics,v39,hlf0197,6,500 to fewer than 1000 books,500 bis unter 1000
soep-core,h_statistics,v39,hlf0197,7,1000 books or more,1000 und mehr
soep-core,h_statistics,v39,hlf0261,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0261,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0261,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0261,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0261,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0261,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0261,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0261,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0261,1,"Yes, Regularly","Ja, regelmaessig"
soep-core,h_statistics,v39,hlf0261,2,"Yes, Occasionally","Ja, gelegentlich"
soep-core,h_statistics,v39,hlf0261,3,No,Nein
soep-core,h_statistics,v39,hlf0291,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0291,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0291,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0291,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0291,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0291,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0291,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0291,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0291,1,Yes,Ja
soep-core,h_statistics,v39,hlf0291,2,No,Nein
soep-core,h_statistics,v39,hlf0613,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0613,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0613,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0613,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0613,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0613,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0613,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0613,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0613,1,Yes,ja
soep-core,h_statistics,v39,hlf0613,2,No,nein
soep-core,h_statistics,v39,hlf0632_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0632_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0632_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0632_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0632_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0632_h,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0632_h,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0632_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0632_h,0,0 Not a problem at all,0 Überhaupt kein Problem
soep-core,h_statistics,v39,hlf0632_h,10,10 Very high financial burden,10 Sehr hohe finanzielle Belastung
soep-core,h_statistics,v39,hlf0633_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,hlf0633_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,hlf0633_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,hlf0633_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,hlf0633_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,hlf0633_h,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,hlf0633_h,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,hlf0633_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,hlf0633_h,0,0 Not a problem at all,0 Überhaupt kein Problem
soep-core,h_statistics,v39,hlf0633_h,10,10 Very high financial burden,10 Sehr hohe finanzielle Belastung
soep-core,h_statistics,v39,pet_bird,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,pet_bird,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,pet_bird,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,pet_bird,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,pet_bird,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,pet_bird,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,pet_bird,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,pet_bird,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,pet_bird,1,Yes,Ja
soep-core,h_statistics,v39,pet_bird,2,No,Nein
soep-core,h_statistics,v39,pet_cat,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,pet_cat,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,pet_cat,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,pet_cat,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,pet_cat,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,pet_cat,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,pet_cat,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,pet_cat,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,pet_cat,1,Yes,Ja
soep-core,h_statistics,v39,pet_cat,2,No,Nein
soep-core,h_statistics,v39,pet_dog,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,pet_dog,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,pet_dog,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,pet_dog,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,pet_dog,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,pet_dog,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,pet_dog,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,pet_dog,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,pet_dog,1,Yes,Ja
soep-core,h_statistics,v39,pet_dog,2,No,Nein
soep-core,h_statistics,v39,pet_fish,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,pet_fish,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,pet_fish,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,pet_fish,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,pet_fish,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,pet_fish,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,pet_fish,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,pet_fish,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,pet_fish,1,Yes,Ja
soep-core,h_statistics,v39,pet_fish,2,No,Nein
soep-core,h_statistics,v39,pet_horse,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,h_statistics,v39,pet_horse,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,h_statistics,v39,pet_horse,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,h_statistics,v39,pet_horse,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,h_statistics,v39,pet_horse,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,h_statistics,v39,pet_horse,-3,Implausible value,unplausibler Wert
soep-core,h_statistics,v39,pet_horse,-2,Does not apply,trifft nicht zu
soep-core,h_statistics,v39,pet_horse,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,h_statistics,v39,pet_horse,1,Yes,Ja
soep-core,h_statistics,v39,pet_horse,2,No,Nein
soep-core,h_statistics,v39,pet_other,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
