"ple0055","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"19","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"19","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"20","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"20","2012","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"20","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"20","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"21","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"21","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"21","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"21","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"22","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"22","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"22","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"22","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"23","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"23","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"23","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"23","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"24","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"24","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"24","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"24","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"25","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"25","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"25","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"25","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"26","2012","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"26","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"26","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"26","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"27","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"27","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"27","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"27","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"28","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"28","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"28","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"28","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"30","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"30","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"30","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"30","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"31","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"31","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"31","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"31","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"32","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"32","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"32","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"32","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"35","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"35","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"35","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"35","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"36","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"36","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"36","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"36","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"36","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"36","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"36","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"36","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"40","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"40","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"40","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"40","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"40","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"40","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"40","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"40","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"42","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"42","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"42","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"42","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"42","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"42","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"42","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"42","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"45","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"45","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"45","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"45","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"45","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"45","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"45","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"45","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"48","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"48","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"48","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"48","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"48","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"48","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"48","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"48","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"50","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"50","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"50","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"50","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"50","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"50","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"50","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"50","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"51","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"51","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"51","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"51","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"51","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"51","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"51","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"51","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"64","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"64","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"64","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"64","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"64","2012","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"64","2012","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"64","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"64","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"65","2012","kein Migrationshintergrund","Staedtischer Raum","","","",""
"65","2012","kein Migrationshintergrund","Laendlicher Raum","","","",""
"65","2012","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"65","2012","direkter Migrationshintergrund","Laendlicher Raum","","","",""
