"m11104","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2014","Realschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","Realschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2014","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2014","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2014","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2014","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2014","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2014","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2014","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2015","(noch) kein Abschluss","kein Migrationshintergrund","141","","",""
"Fast nie oder nie","2015","(noch) kein Abschluss","direkter Migrationshintergrund","266","","",""
"Fast nie oder nie","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","30","0.2225869468118","0.150802725074611","0.294371168548989"
"Fast nie oder nie","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2015","Hauptschule","kein Migrationshintergrund","3004","0.553198609426722","0.539954374508571","0.566442844344873"
"Fast nie oder nie","2015","Hauptschule","direkter Migrationshintergrund","1195","","",""
"Fast nie oder nie","2015","Hauptschule","indirekter Migrationshintergrund","172","","",""
"Fast nie oder nie","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2015","Realschule","kein Migrationshintergrund","2155","","",""
"Fast nie oder nie","2015","Realschule","direkter Migrationshintergrund","163","","",""
"Fast nie oder nie","2015","Realschule","indirekter Migrationshintergrund","143","","",""
"Fast nie oder nie","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2015","(Fach-)Abitur","kein Migrationshintergrund","517","0.211771268426785","0.195270191656537","0.228272345197033"
"Fast nie oder nie","2015","(Fach-)Abitur","direkter Migrationshintergrund","706","0.459206010004421","0.433679157875686","0.484732862133156"
"Fast nie oder nie","2015","(Fach-)Abitur","indirekter Migrationshintergrund","84","0.204845757133505","0.160967882052945","0.248723632214065"
"Fast nie oder nie","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2015","AkademikerIn","kein Migrationshintergrund","970","0.195916937190782","0.184540735365545","0.207293139016019"
"Fast nie oder nie","2015","AkademikerIn","direkter Migrationshintergrund","467","0.299845097770718","0.276406555024328","0.323283640517107"
"Fast nie oder nie","2015","AkademikerIn","indirekter Migrationshintergrund","48","0.120639002569671","0.0812000916257358","0.160077913513606"
"Fast nie oder nie","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2015","(noch) kein Abschluss","kein Migrationshintergrund","40","0.130258293921109","0.097065226809983","0.163451361032235"
"Mehrmals im Jahr","2015","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.148696895961242","0.115262265893422","0.182131526029062"
"Mehrmals im Jahr","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","16","","",""
"Mehrmals im Jahr","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2015","Hauptschule","kein Migrationshintergrund","653","0.121610551925791","0.112903758067331","0.13031734578425"
"Mehrmals im Jahr","2015","Hauptschule","direkter Migrationshintergrund","244","","",""
"Mehrmals im Jahr","2015","Hauptschule","indirekter Migrationshintergrund","85","0.204742782360118","0.165779315419826","0.24370624930041"
"Mehrmals im Jahr","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2015","Realschule","kein Migrationshintergrund","911","0.158955289907591","0.149498892453229","0.168411687361953"
"Mehrmals im Jahr","2015","Realschule","direkter Migrationshintergrund","53","0.130373691957509","0.0965190979811914","0.164228285933828"
"Mehrmals im Jahr","2015","Realschule","indirekter Migrationshintergrund","53","0.121239513055784","0.0900232581848157","0.152455767926752"
"Mehrmals im Jahr","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2015","(Fach-)Abitur","kein Migrationshintergrund","334","0.15014347285015","0.135716385180091","0.164570560520209"
"Mehrmals im Jahr","2015","(Fach-)Abitur","direkter Migrationshintergrund","203","","",""
"Mehrmals im Jahr","2015","(Fach-)Abitur","indirekter Migrationshintergrund","47","0.102821070635766","0.0698003152427018","0.13584182602883"
"Mehrmals im Jahr","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2015","AkademikerIn","kein Migrationshintergrund","603","0.123893271640415","0.114450201655874","0.133336341624957"
"Mehrmals im Jahr","2015","AkademikerIn","direkter Migrationshintergrund","222","","",""
"Mehrmals im Jahr","2015","AkademikerIn","indirekter Migrationshintergrund","39","0.134436154013199","0.0931309245525257","0.175741383473872"
"Mehrmals im Jahr","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2015","(noch) kein Abschluss","kein Migrationshintergrund","30","0.0595905116736448","0.0362453652824375","0.0829356580648522"
"Mindestens einmal im Monat","2015","(noch) kein Abschluss","direkter Migrationshintergrund","13","","",""
"Mindestens einmal im Monat","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","5","0.0769319150467845","0.0309461543160537","0.122917675777515"
"Mindestens einmal im Monat","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2015","Hauptschule","kein Migrationshintergrund","202","","",""
"Mindestens einmal im Monat","2015","Hauptschule","direkter Migrationshintergrund","59","0.031550959665736","0.02380638891766","0.0392955304138121"
"Mindestens einmal im Monat","2015","Hauptschule","indirekter Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2015","Realschule","kein Migrationshintergrund","329","0.0592383973055278","0.0531329129238274","0.0653438816872283"
"Mindestens einmal im Monat","2015","Realschule","direkter Migrationshintergrund","18","","",""
"Mindestens einmal im Monat","2015","Realschule","indirekter Migrationshintergrund","27","","",""
"Mindestens einmal im Monat","2015","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2015","(Fach-)Abitur","kein Migrationshintergrund","166","","",""
"Mindestens einmal im Monat","2015","(Fach-)Abitur","direkter Migrationshintergrund","84","0.0718747710917597","0.0586444897671653","0.0851050524163541"
"Mindestens einmal im Monat","2015","(Fach-)Abitur","indirekter Migrationshintergrund","22","","",""
"Mindestens einmal im Monat","2015","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2015","AkademikerIn","kein Migrationshintergrund","322","0.0718115366337051","0.064411633532913","0.0792114397344972"
"Mindestens einmal im Monat","2015","AkademikerIn","direkter Migrationshintergrund","76","0.0636383025541439","0.0511510706593191","0.0761255344489686"
"Mindestens einmal im Monat","2015","AkademikerIn","indirekter Migrationshintergrund","15","","",""
"Mindestens einmal im Monat","2015","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2015","(noch) kein Abschluss","kein Migrationshintergrund","184","","",""
"Mindestens einmal die Woche","2015","(noch) kein Abschluss","direkter Migrationshintergrund","113","","",""
"Mindestens einmal die Woche","2015","(noch) kein Abschluss","indirekter Migrationshintergrund","78","0.598634995999719","0.51404791501562","0.683222076983818"
"Mindestens einmal die Woche","2015","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2015","Hauptschule","kein Migrationshintergrund","1554","","",""
"Mindestens einmal die Woche","2015","Hauptschule","direkter Migrationshintergrund","459","0.253042543974409","0.233780721135879","0.272304366812939"
"Mindestens einmal die Woche","2015","Hauptschule","indirekter Migrationshintergrund","144","","",""
"Mindestens einmal die Woche","2015","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2015","Realschule","kein Migrationshintergrund","2348","","",""
"Mindestens einmal die Woche","2015","Realschule","direkter Migrationshintergrund","146","","",""
"Mindestens einmal die Woche","2015","Realschule","indirekter Migrationshintergrund","197","","",""
