"pgfamstd","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","Realschule","Laendlicher Raum","1744","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","(Fach-)Abitur","Staedtischer Raum","1639","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","(Fach-)Abitur","Laendlicher Raum","682","0.415624092339823","0.388792768639579","0.442455416040068"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","AkademikerIn","Staedtischer Raum","3265","0.546326873127587","0.532600011652508","0.560053734602665"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2018","AkademikerIn","Laendlicher Raum","1335","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","(noch) kein Abschluss","Staedtischer Raum","78","0.0278068204139105","0.0203104841658555","0.0353031566619655"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","(noch) kein Abschluss","Laendlicher Raum","30","0.0146791948015979","0.0060663400030461","0.0232920496001498"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","Hauptschule","Staedtischer Raum","134","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","Hauptschule","Laendlicher Raum","87","0.0243339113636053","0.0187094318930436","0.0299583908341671"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","Realschule","Staedtischer Raum","105","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","Realschule","Laendlicher Raum","84","0.0294025788396987","0.0233454045180179","0.0354597531613795"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","(Fach-)Abitur","Staedtischer Raum","102","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","AkademikerIn","Staedtischer Raum","180","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2018","AkademikerIn","Laendlicher Raum","44","0.020873215514436","0.0144535153417394","0.0272929156871327"
"Ledig","2018","(noch) kein Abschluss","Staedtischer Raum","795","0.554993725706674","0.532335588026895","0.577651863386453"
"Ledig","2018","(noch) kein Abschluss","Laendlicher Raum","340","0.582987368467553","0.547676259279275","0.618298477655832"
"Ledig","2018","Hauptschule","Staedtischer Raum","879","0.1676336413495","0.156980517713845","0.178286764985155"
"Ledig","2018","Hauptschule","Laendlicher Raum","513","0.175690745036299","0.161799367966046","0.189582122106551"
"Ledig","2018","Realschule","Staedtischer Raum","972","0.288464776448404","0.273954797671108","0.3029747552257"
"Ledig","2018","Realschule","Laendlicher Raum","718","0.266809659394213","0.250950983041489","0.282668335746936"
"Ledig","2018","(Fach-)Abitur","Staedtischer Raum","1281","","",""
"Ledig","2018","(Fach-)Abitur","Laendlicher Raum","467","0.42873120631896","0.401787434703461","0.455674977934459"
"Ledig","2018","AkademikerIn","Staedtischer Raum","1096","","",""
"Ledig","2018","AkademikerIn","Laendlicher Raum","287","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","(noch) kein Abschluss","Staedtischer Raum","83","0.107224316203096","0.0931179573811265","0.121330675025065"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","Hauptschule","Staedtischer Raum","485","0.116443722643119","0.1072959730651","0.125591472221138"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","Hauptschule","Laendlicher Raum","291","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","Realschule","Staedtischer Raum","457","0.120900899680408","0.110459568665836","0.13134223069498"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","Realschule","Laendlicher Raum","320","0.124328970040946","0.112498160757696","0.136159779324196"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","(Fach-)Abitur","Staedtischer Raum","244","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","(Fach-)Abitur","Laendlicher Raum","89","0.0914751362648096","0.0757799840690176","0.107170288460602"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","AkademikerIn","Staedtischer Raum","372","0.0804711929825986","0.0729709327614976","0.0879714532036995"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2018","AkademikerIn","Laendlicher Raum","156","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","(noch) kein Abschluss","Staedtischer Raum","53","0.0452325990221955","0.0357577637087701","0.054707434335621"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","(noch) kein Abschluss","Laendlicher Raum","19","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","Hauptschule","Staedtischer Raum","430","0.146799281045107","0.136706131944267","0.156892430145948"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","Hauptschule","Laendlicher Raum","264","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","Realschule","Staedtischer Raum","155","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","Realschule","Laendlicher Raum","122","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","(Fach-)Abitur","Staedtischer Raum","67","0.0337300916965661","0.0276011086145869","0.0398590747785453"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","AkademikerIn","Staedtischer Raum","140","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2018","AkademikerIn","Laendlicher Raum","83","0.0581462103032614","0.0476374120844679","0.0686550085220549"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","(noch) kein Abschluss","Staedtischer Raum","816","0.297795149358098","0.275986740101904","0.319603558614292"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","(noch) kein Abschluss","Laendlicher Raum","334","0.298369647674475","0.264499227295461","0.332240068053488"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","Hauptschule","Staedtischer Raum","2564","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","Hauptschule","Laendlicher Raum","1578","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","Realschule","Staedtischer Raum","2117","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","Realschule","Laendlicher Raum","1767","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","(Fach-)Abitur","Staedtischer Raum","1655","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","(Fach-)Abitur","Laendlicher Raum","674","0.446925276512766","0.41916319012394","0.474687362901592"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","AkademikerIn","Staedtischer Raum","3580","0.575564291840973","0.562341134313053","0.588787449368894"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2019","AkademikerIn","Laendlicher Raum","1424","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","(noch) kein Abschluss","Staedtischer Raum","71","0.0343465993518185","0.0256612803257927","0.0430319183778444"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","(noch) kein Abschluss","Laendlicher Raum","27","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","Hauptschule","Staedtischer Raum","114","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","Hauptschule","Laendlicher Raum","63","0.0176152563190472","0.0125723536333733","0.0226581590047211"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","Realschule","Staedtischer Raum","87","0.0189580863260861","0.0145732713959937","0.0233429012561786"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","Realschule","Laendlicher Raum","72","0.0274705815596607","0.0216138867063021","0.0333272764130194"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","(Fach-)Abitur","Staedtischer Raum","83","0.0259106419677374","0.0204960033103162","0.0313252806251585"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","(Fach-)Abitur","Laendlicher Raum","29","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","AkademikerIn","Staedtischer Raum","150","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2019","AkademikerIn","Laendlicher Raum","50","0.0220364934142844","0.0156785642731896","0.0283944225553792"
"Ledig","2019","(noch) kein Abschluss","Staedtischer Raum","691","0.510563496566901","0.486723492492197","0.534403500641605"
"Ledig","2019","(noch) kein Abschluss","Laendlicher Raum","300","0.599983295280783","0.56371745659443","0.636249133967136"
"Ledig","2019","Hauptschule","Staedtischer Raum","745","0.162150778873308","0.151090142363887","0.173211415382729"
"Ledig","2019","Hauptschule","Laendlicher Raum","455","0.183422559243367","0.168586438382356","0.198258680104378"
"Ledig","2019","Realschule","Staedtischer Raum","902","0.288947642682579","0.274373916468373","0.303521368896785"
"Ledig","2019","Realschule","Laendlicher Raum","678","0.259495034088672","0.243787941286181","0.275202126891163"
"Ledig","2019","(Fach-)Abitur","Staedtischer Raum","1233","","",""
"Ledig","2019","(Fach-)Abitur","Laendlicher Raum","400","0.382958389442188","0.355814270036793","0.410102508847582"
"Ledig","2019","AkademikerIn","Staedtischer Raum","1076","","",""
"Ledig","2019","AkademikerIn","Laendlicher Raum","312","0.224407568240649","0.206339211945392","0.242475924535905"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","(noch) kein Abschluss","Staedtischer Raum","66","0.110981378090928","0.0960013112252465","0.12596144495661"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","(noch) kein Abschluss","Laendlicher Raum","26","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","Hauptschule","Staedtischer Raum","446","0.117649902776306","0.107981518114546","0.127318287438065"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","Hauptschule","Laendlicher Raum","278","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","Realschule","Staedtischer Raum","453","0.117641542365989","0.107282654791174","0.128000429940804"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","Realschule","Laendlicher Raum","336","0.134952085759748","0.122709386571924","0.147194784947572"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","(Fach-)Abitur","Staedtischer Raum","266","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","(Fach-)Abitur","Laendlicher Raum","101","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","AkademikerIn","Staedtischer Raum","413","0.0767735599386645","0.0696508993497902","0.0838962205275388"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2019","AkademikerIn","Laendlicher Raum","176","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","(noch) kein Abschluss","Staedtischer Raum","45","0.046313376632254","0.0362905703912979","0.05633618287321"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","Hauptschule","Staedtischer Raum","397","0.146758428320514","0.136139634338336","0.157377222302691"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","Hauptschule","Laendlicher Raum","240","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","Realschule","Staedtischer Raum","157","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","Realschule","Laendlicher Raum","139","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","(Fach-)Abitur","Staedtischer Raum","70","0.0332295964800399","0.0271208064123838","0.0393383865476959"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","(Fach-)Abitur","Laendlicher Raum","28","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","AkademikerIn","Staedtischer Raum","148","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2019","AkademikerIn","Laendlicher Raum","86","0.0553458989137344","0.0454430023052588","0.0652487955222101"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","(noch) kein Abschluss","Staedtischer Raum","869","0.254850331770432","0.235130825735168","0.274569837805695"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","(noch) kein Abschluss","Laendlicher Raum","332","0.264114430748609","0.23213373780096","0.296095123696258"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","Hauptschule","Staedtischer Raum","2455","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","Hauptschule","Laendlicher Raum","1506","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","Realschule","Staedtischer Raum","1925","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","Realschule","Laendlicher Raum","1622","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","(Fach-)Abitur","Staedtischer Raum","1841","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","(Fach-)Abitur","Laendlicher Raum","711","0.469844842548875","0.442724937162289","0.49696474793546"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","AkademikerIn","Staedtischer Raum","3578","0.557276322196477","0.544409775047857","0.570142869345097"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2020","AkademikerIn","Laendlicher Raum","1398","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2020","(noch) kein Abschluss","Staedtischer Raum","77","0.0326492130494227","0.0246072878814594","0.040691138217386"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2020","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2020","Hauptschule","Staedtischer Raum","111","","",""
