"e11103","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Vollzeit","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2017","Hauptschule","kein Migrationshintergrund","1397","0.250644681318706","0.23896380268646","0.262325559950952"
"Vollzeit","2017","Hauptschule","direkter Migrationshintergrund","603","0.331415982057418","0.31275380912137","0.350078154993466"
"Vollzeit","2017","Hauptschule","indirekter Migrationshintergrund","156","0.448525716895962","0.398454886619685","0.49859654717224"
"Vollzeit","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2017","Realschule","kein Migrationshintergrund","2772","0.468556784901846","0.456188387649866","0.480925182153826"
"Vollzeit","2017","Realschule","direkter Migrationshintergrund","149","0.428014611672089","0.375803816393036","0.480225406951142"
"Vollzeit","2017","Realschule","indirekter Migrationshintergrund","181","0.521256933368669","0.473651658359376","0.568862208377962"
"Vollzeit","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2017","(Fach-)Abitur","kein Migrationshintergrund","1115","0.453886117726749","0.435043824309916","0.472728411143583"
"Vollzeit","2017","(Fach-)Abitur","direkter Migrationshintergrund","417","0.376098586386163","0.3535889254977","0.398608247274627"
"Vollzeit","2017","(Fach-)Abitur","indirekter Migrationshintergrund","115","0.336675009380131","0.289160646199346","0.384189372560915"
"Vollzeit","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2017","AkademikerIn","kein Migrationshintergrund","2427","0.483698945876922","0.469924198756881","0.497473692996963"
"Vollzeit","2017","AkademikerIn","direkter Migrationshintergrund","535","0.416395789794609","0.394305420359255","0.438486159229963"
"Vollzeit","2017","AkademikerIn","indirekter Migrationshintergrund","148","0.581005991607014","0.523419880784093","0.638592102429936"
"Vollzeit","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","(noch) kein Abschluss","kein Migrationshintergrund","102","0.159742118635209","0.133327649356523","0.186156587913895"
"Teilzeit","2017","(noch) kein Abschluss","direkter Migrationshintergrund","120","0.164897681646893","0.148114379366629","0.181680983927157"
"Teilzeit","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","35","0.148570321804157","0.102097691252728","0.195042952355586"
"Teilzeit","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","Hauptschule","kein Migrationshintergrund","1163","0.189417136099426","0.178855998283083","0.19997827391577"
"Teilzeit","2017","Hauptschule","direkter Migrationshintergrund","471","0.280753546242373","0.262938006670638","0.298569085814108"
"Teilzeit","2017","Hauptschule","indirekter Migrationshintergrund","118","0.254597617514546","0.210739393452723","0.298455841576369"
"Teilzeit","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","Realschule","kein Migrationshintergrund","1827","0.246482955145928","0.235801169389422","0.257164740902433"
"Teilzeit","2017","Realschule","direkter Migrationshintergrund","102","0.259275266135015","0.213032105341081","0.305518426928949"
"Teilzeit","2017","Realschule","indirekter Migrationshintergrund","139","0.252835010104645","0.211415517963118","0.294254502246171"
"Teilzeit","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","(Fach-)Abitur","kein Migrationshintergrund","976","0.312805196062187","0.295258489349096","0.330351902775279"
"Teilzeit","2017","(Fach-)Abitur","direkter Migrationshintergrund","413","0.328502418873915","0.306677550700762","0.350327287047068"
"Teilzeit","2017","(Fach-)Abitur","indirekter Migrationshintergrund","164","0.396402463871737","0.347221368808764","0.44558355893471"
"Teilzeit","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2017","AkademikerIn","kein Migrationshintergrund","1349","0.242908505593802","0.23108788976314","0.254729121424464"
"Teilzeit","2017","AkademikerIn","direkter Migrationshintergrund","432","0.326050422349232","0.305044261227","0.347056583471464"
"Teilzeit","2017","AkademikerIn","indirekter Migrationshintergrund","110","0.314929271069292","0.260716980584268","0.369141561554317"
"Teilzeit","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","(noch) kein Abschluss","kein Migrationshintergrund","590","0.765701904144671","0.735163937604299","0.796239870685042"
"nicht erwerbstätig","2017","(noch) kein Abschluss","direkter Migrationshintergrund","1686","0.668891476786702","0.647606983857551","0.690175969715852"
"nicht erwerbstätig","2017","(noch) kein Abschluss","indirekter Migrationshintergrund","183","0.809703312965759","0.758412993532485","0.860993632399033"
"nicht erwerbstätig","2017","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","Hauptschule","kein Migrationshintergrund","2728","0.559938182581868","0.546559010073744","0.573317355089991"
"nicht erwerbstätig","2017","Hauptschule","direkter Migrationshintergrund","1370","0.38783047170021","0.368512821018791","0.407148122381628"
"nicht erwerbstätig","2017","Hauptschule","indirekter Migrationshintergrund","105","0.296876665589491","0.250879372624815","0.342873958554168"
"nicht erwerbstätig","2017","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","Realschule","kein Migrationshintergrund","1654","0.284960259952226","0.273772036912473","0.296148482991979"
"nicht erwerbstätig","2017","Realschule","direkter Migrationshintergrund","94","0.312710122192896","0.263790906330335","0.361629338055457"
"nicht erwerbstätig","2017","Realschule","indirekter Migrationshintergrund","103","0.225908056526686","0.186056981564856","0.265759131488516"
"nicht erwerbstätig","2017","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","(Fach-)Abitur","kein Migrationshintergrund","591","0.233308686211063","0.217302258049869","0.249315114372258"
"nicht erwerbstätig","2017","(Fach-)Abitur","direkter Migrationshintergrund","949","0.295398994739922","0.274198975614153","0.316599013865691"
"nicht erwerbstätig","2017","(Fach-)Abitur","indirekter Migrationshintergrund","101","0.266922526748132","0.222446719078265","0.311398334418"
"nicht erwerbstätig","2017","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2017","AkademikerIn","kein Migrationshintergrund","1280","0.273392548529276","0.261107190465537","0.285677906593014"
"nicht erwerbstätig","2017","AkademikerIn","direkter Migrationshintergrund","946","0.257553787856159","0.237958255133381","0.277149320578937"
"nicht erwerbstätig","2017","AkademikerIn","indirekter Migrationshintergrund","24","","",""
"nicht erwerbstätig","2017","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2018","(noch) kein Abschluss","kein Migrationshintergrund","41","0.0719308128106761","0.0519602517896644","0.0919013738316879"
"Vollzeit","2018","(noch) kein Abschluss","direkter Migrationshintergrund","91","0.155436891388113","0.138576626716388","0.172297156059838"
"Vollzeit","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","9","","",""
"Vollzeit","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2018","Hauptschule","kein Migrationshintergrund","1252","0.239701418856115","0.227872086552136","0.251530751160094"
"Vollzeit","2018","Hauptschule","direkter Migrationshintergrund","577","0.347192360225334","0.327472731293255","0.366911989157413"
"Vollzeit","2018","Hauptschule","indirekter Migrationshintergrund","180","0.521423269283601","0.471972158536758","0.570874380030444"
"Vollzeit","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2018","Realschule","kein Migrationshintergrund","2590","0.456153870992031","0.443554245904175","0.468753496079887"
"Vollzeit","2018","Realschule","direkter Migrationshintergrund","128","0.413004235062287","0.35947375390895","0.466534716215624"
"Vollzeit","2018","Realschule","indirekter Migrationshintergrund","187","0.498775397404411","0.451516610985622","0.5460341838232"
"Vollzeit","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2018","(Fach-)Abitur","kein Migrationshintergrund","1072","0.436693289466596","0.417873450631309","0.455513128301884"
"Vollzeit","2018","(Fach-)Abitur","direkter Migrationshintergrund","424","0.41320464054092","0.389226444078496","0.437182837003344"
"Vollzeit","2018","(Fach-)Abitur","indirekter Migrationshintergrund","117","0.337727571698742","0.288873761952489","0.386581381444995"
"Vollzeit","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2018","AkademikerIn","kein Migrationshintergrund","2377","0.501863050582335","0.487908895459895","0.515817205704776"
"Vollzeit","2018","AkademikerIn","direkter Migrationshintergrund","537","0.421824216447577","0.398804357206676","0.444844075688478"
"Vollzeit","2018","AkademikerIn","indirekter Migrationshintergrund","148","0.608654246655848","0.551283390096533","0.666025103215164"
"Vollzeit","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2018","(noch) kein Abschluss","kein Migrationshintergrund","96","0.159332124889636","0.131043847336489","0.187620402442783"
"Teilzeit","2018","(noch) kein Abschluss","direkter Migrationshintergrund","165","0.153702888725494","0.136919729014297","0.170486048436691"
"Teilzeit","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","33","0.166511323087623","0.115137232843616","0.21788541333163"
"Teilzeit","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2018","Hauptschule","kein Migrationshintergrund","1105","0.194079108656165","0.183120171386712","0.205038045925618"
"Teilzeit","2018","Hauptschule","direkter Migrationshintergrund","488","0.274086512801612","0.255610540194732","0.292562485408491"
"Teilzeit","2018","Hauptschule","indirekter Migrationshintergrund","120","0.266387269798636","0.222625465427451","0.310149074169822"
"Teilzeit","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2018","Realschule","kein Migrationshintergrund","1809","0.265580600677794","0.25440851741405","0.276752683941538"
"Teilzeit","2018","Realschule","direkter Migrationshintergrund","114","0.336581340073556","0.2852071167224","0.387955563424713"
"Teilzeit","2018","Realschule","indirekter Migrationshintergrund","143","0.247587894716692","0.20679294015102","0.288382849282365"
"Teilzeit","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2018","(Fach-)Abitur","kein Migrationshintergrund","987","0.337905671775632","0.319957804348826","0.355853539202437"
"Teilzeit","2018","(Fach-)Abitur","direkter Migrationshintergrund","406","0.309177525184209","0.28667258975921","0.331682460609208"
"Teilzeit","2018","(Fach-)Abitur","indirekter Migrationshintergrund","164","0.421252697540762","0.370247706219914","0.47225768886161"
"Teilzeit","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2018","AkademikerIn","kein Migrationshintergrund","1307","0.232915015060174","0.221118409961381","0.244711620158966"
"Teilzeit","2018","AkademikerIn","direkter Migrationshintergrund","442","0.305985837319862","0.284505465729505","0.327466208910219"
"Teilzeit","2018","AkademikerIn","indirekter Migrationshintergrund","103","0.325351084396787","0.270277830629642","0.380424338163931"
"Teilzeit","2018","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2018","(noch) kein Abschluss","kein Migrationshintergrund","506","0.768737062299688","0.73614704931532","0.801327075284057"
"nicht erwerbstätig","2018","(noch) kein Abschluss","direkter Migrationshintergrund","1518","0.690860219886392","0.669355003175373","0.712365436597412"
"nicht erwerbstätig","2018","(noch) kein Abschluss","indirekter Migrationshintergrund","160","0.775562153290101","0.718027598494284","0.833096708085919"
"nicht erwerbstätig","2018","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2018","Hauptschule","kein Migrationshintergrund","2646","0.56621947248772","0.55248663545673","0.57995230951871"
"nicht erwerbstätig","2018","Hauptschule","direkter Migrationshintergrund","1174","0.378721126973055","0.358629083766819","0.39881317017929"
"nicht erwerbstätig","2018","Hauptschule","indirekter Migrationshintergrund","92","0.212189460917763","0.171715299870385","0.252663621965141"
"nicht erwerbstätig","2018","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2018","Realschule","kein Migrationshintergrund","1604","0.278265528330175","0.266928940731277","0.289602115929074"
"nicht erwerbstätig","2018","Realschule","direkter Migrationshintergrund","83","0.250414424864157","0.203311628372217","0.297517221356097"
"nicht erwerbstätig","2018","Realschule","indirekter Migrationshintergrund","100","0.253636707878897","0.212512736063307","0.294760679694486"
"nicht erwerbstätig","2018","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2018","(Fach-)Abitur","kein Migrationshintergrund","609","0.225401038757772","0.20954584367015","0.241256233845393"
"nicht erwerbstätig","2018","(Fach-)Abitur","direkter Migrationshintergrund","790","0.277617834274871","0.25581074143738","0.299424927112362"
"nicht erwerbstätig","2018","(Fach-)Abitur","indirekter Migrationshintergrund","79","0.241019730760496","0.196838441788324","0.285201019732667"
"nicht erwerbstätig","2018","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2018","AkademikerIn","kein Migrationshintergrund","1248","0.265221934357491","0.252901688688559","0.277542180026424"
"nicht erwerbstätig","2018","AkademikerIn","direkter Migrationshintergrund","789","0.272189946232561","0.251443102975873","0.292936789489249"
"nicht erwerbstätig","2018","AkademikerIn","indirekter Migrationshintergrund","27","","",""
