"beruf","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Arbeitslose","2017","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2017","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1034","0.053830508074186","0.0502664551612172","0.0573945609871548"
"Sonstige Nichterwerbspersonen","2017","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","223","0.0273511483373629","0.0229243803944302","0.0317779162802956"
"Sonstige Nichterwerbspersonen","2017","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","3662","0.134340163730431","0.127398160767983","0.141282166692878"
"Sonstige Nichterwerbspersonen","2017","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","506","0.14317289103318","0.122778528614705","0.163567253451654"
"Sonstige Nichterwerbspersonen","2017","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","250","0.118398098109325","0.103076192585187","0.133720003633464"
"Sonstige Nichterwerbspersonen","2017","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2017","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","859","0.0480276593170794","0.0446508751014446","0.0514044435327141"
"Beamte","2017","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","129","0.0215957407073657","0.0176505849495621","0.0255408964651693"
"Beamte","2017","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2017","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2017","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","46","0.0309352833646485","0.0227240650743129","0.0391465016549841"
"Beamte","2017","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1991","0.130119268308199","0.124689857006004","0.135548679610395"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","812","0.161495076465057","0.151413454650756","0.171576698279359"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1914","0.283515545809987","0.273561156211545","0.293469935408429"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","183","0.189945477169947","0.165273152004695","0.214617802335199"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","358","0.207362770150737","0.187976418923583","0.226749121377891"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","31","0.330261338884558","0.248466145421101","0.412056532348014"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4987","0.326075652972788","0.31851051522025","0.333640790725325"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1607","0.312968343354602","0.300264459045374","0.325672227663831"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1131","0.244019104563566","0.234532951354101","0.253505257773031"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","106","0.289473659476385","0.260948170802291","0.317999148150479"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","490","0.339019990508576","0.316383960221801","0.361656020795351"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","37","0.253529505090001","0.177869423014534","0.329189587165467"
"Selbstständige/ManagerInnen","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","981","0.0638803807232674","0.0599339770885824","0.0678267843579525"
"Selbstständige/ManagerInnen","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","301","0.0589578868444812","0.0525047119658159","0.0654110617231465"
"Selbstständige/ManagerInnen","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","216","0.0521144528792805","0.0472056018585066","0.0570233039000543"
"Selbstständige/ManagerInnen","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Selbstständige/ManagerInnen","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","77","0.0372740709130659","0.0282157396637138","0.0463324021624181"
"Selbstständige/ManagerInnen","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1016","0.0577158800756905","0.0539523908409203","0.0614793693104607"
"In Ausbildung","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","266","0.0425891394424084","0.0370569561914412","0.0481213226933757"
"In Ausbildung","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","510","0.0333380167838278","0.0293731371294231","0.0373028964382325"
"In Ausbildung","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","76","0.103301176876312","0.0841579824337118","0.122444371318912"
"In Ausbildung","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","348","0.198672615909018","0.17959309578578","0.217752136032256"
"In Ausbildung","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3559","0.300733388236393","0.293332833064964","0.308133943407822"
"In Rente oder Pension","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1476","0.303596371697971","0.290999092603918","0.316193650792023"
"In Rente oder Pension","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","487","0.171493668110564","0.163168466289434","0.179818869931694"
"In Rente oder Pension","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","31","0.0726230346071906","0.0562998901361162","0.088946179078265"
"In Rente oder Pension","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","39","0.0253494311324048","0.0178331670708339","0.0328656951939756"
"In Rente oder Pension","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeitslose","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","459","0.0274950413367462","0.024856127674684","0.0301339549988085"
"Arbeitslose","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","322","0.0594516658350053","0.0529732246021464","0.0659301070678641"
"Arbeitslose","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1551","0.0960659217188134","0.0895574972885942","0.102574346149033"
"Arbeitslose","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","323","0.159911996638927","0.136858256661281","0.182965736616573"
"Arbeitslose","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","110","0.0659164880345582","0.0540510620794443","0.0777819139896721"
"Arbeitslose","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Sonstige Nichterwerbspersonen","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","956","0.0473097193182171","0.0438835948704396","0.0507358437659947"
"Sonstige Nichterwerbspersonen","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","218","0.0404618926495315","0.0350636530021581","0.045860132296905"
"Sonstige Nichterwerbspersonen","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2038","0.115832016307005","0.108763886605482","0.122900146008527"
"Sonstige Nichterwerbspersonen","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","230","0.100400746044307","0.0814977131827475","0.119303778905867"
"Sonstige Nichterwerbspersonen","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","212","0.0954275448892581","0.0813783316266542","0.109476758151862"
"Sonstige Nichterwerbspersonen","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","801","0.0466706690286989","0.0432666218412609","0.050074716216137"
"Beamte","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","116","0.0204796237109431","0.0165993204031461","0.0243599270187402"
"Beamte","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Beamte","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","46","0.0309770884623819","0.02269231245666","0.0392618644681039"
"Beamte","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1887","0.130475352707943","0.12512737861665","0.135823326799236"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","766","0.155629998570141","0.145794211732868","0.165465785407413"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1810","0.268757662818521","0.258487113454699","0.279028212182343"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","174","0.20599022024441","0.178359996599448","0.233620443889372"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","313","0.208827830627513","0.189101295966333","0.228554365288694"
"Abhängig Beschäftigte mit einfachen Tätigkeiten","2019","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4757","0.327881080465398","0.32042749311458","0.335334667816216"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1511","0.315245090436061","0.302638785827636","0.327851395044486"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1034","0.26070343629155","0.250532397656721","0.27087447492638"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","88","0.259829748911342","0.229868602752676","0.289790895070008"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","493","0.330689919689799","0.307857850504826","0.353521988874772"
"Abhängig Beschäftigte mit qualifizierten Tätigkeiten","2019","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","36","0.392201745918347","0.309224931834516","0.475178560002179"
"Selbstständige/ManagerInnen","2019","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2110","0.0710303648035249","0.0669518044966655","0.0751089251103843"
"Selbstständige/ManagerInnen","2019","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","652","0.0641454958456942","0.0574976138109574","0.0707933778804311"
"Selbstständige/ManagerInnen","2019","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","325","0.0554860108740559","0.0501823159969576","0.0607897057511542"
"Selbstständige/ManagerInnen","2019","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","34","0.0918496460613579","0.0721178873881534","0.111581404734562"
"Selbstständige/ManagerInnen","2019","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","167","0.048007948954625","0.0376327998323496","0.0583830980769003"
"Selbstständige/ManagerInnen","2019","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Ausbildung","2019","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","916","0.0528972119436732","0.0493433622562366","0.0564510616311097"
"In Ausbildung","2019","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","247","0.0470927863764643","0.0413450273164926","0.052840545436436"
"In Ausbildung","2019","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","426","0.0279756317104296","0.0241552117121554","0.0317960517087038"
"In Ausbildung","2019","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","57","0.0966441911023019","0.0764574844547538","0.11683089774985"
"In Ausbildung","2019","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","294","0.19088444552889","0.171811768441207","0.209957122616574"
"In Ausbildung","2019","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"In Rente oder Pension","2019","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3488","0.29462691102325","0.287388724740273","0.301865097306227"
"In Rente oder Pension","2019","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1409","0.303845864050727","0.29136698940715","0.316324738694304"
"In Rente oder Pension","2019","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","444","0.173658320528538","0.164882045795636","0.182434595261439"
"In Rente oder Pension","2019","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","31","0.0800652798269815","0.0615236122117045","0.0986069474422585"
