"pglfs","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Bremen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Bremen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Bremen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Hessen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Hessen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Hessen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Bayern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Bayern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Bayern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Saarland","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Saarland","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Saarland","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Berlin","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Berlin","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Berlin","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Brandenburg","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Sachsen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Sachsen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Thueringen","kein Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Thueringen","direkter Migrationshintergrund","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","2013","Thueringen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Schleswig-Holstein","kein Migrationshintergrund","40","0.0699812862181162","0.051359674684648","0.0886028977515844"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Schleswig-Holstein","direkter Migrationshintergrund","31","0.133433905189738","0.0837580007214581","0.183109809658017"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Hamburg","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Hamburg","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Hamburg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Niedersachsen","kein Migrationshintergrund","168","0.0779279320559596","0.066338258941908","0.0895176051700113"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Niedersachsen","direkter Migrationshintergrund","53","0.0719554406152714","0.0490280614632636","0.0948828197672791"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Niedersachsen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Bremen","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Bremen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Bremen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Nordrhein-Westfalen","kein Migrationshintergrund","296","0.0686477410121964","0.0606627383883038","0.076632743636089"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Nordrhein-Westfalen","direkter Migrationshintergrund","174","0.12153295698374","0.104281203208684","0.138784710758795"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Nordrhein-Westfalen","indirekter Migrationshintergrund","53","0.071508653374127","0.0501863120839882","0.0928309946642657"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Hessen","kein Migrationshintergrund","89","0.0693420443137962","0.0555061710723434","0.083177917555249"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Hessen","direkter Migrationshintergrund","66","0.109951539012289","0.0815181191773829","0.138384958847194"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Hessen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","70","0.0776845069617302","0.0607520713283411","0.0946169425951193"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","38","0.148695781669957","0.109153692300177","0.188237871039736"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Baden-Wuerttemberg","kein Migrationshintergrund","150","0.0684338635839842","0.0579402981264759","0.0789274290414926"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Baden-Wuerttemberg","direkter Migrationshintergrund","60","0.08754305473733","0.0673159139006803","0.10777019557398"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Bayern","kein Migrationshintergrund","211","0.0598449141963037","0.0517446409758795","0.0679451874167279"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Bayern","direkter Migrationshintergrund","89","0.106936249669876","0.0868245788144512","0.127047920525301"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Bayern","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Saarland","kein Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Saarland","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Saarland","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Berlin","kein Migrationshintergrund","45","0.05484691616608","0.0391963518004369","0.070497480531723"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Berlin","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Berlin","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Brandenburg","kein Migrationshintergrund","74","0.0602062048877987","0.0449102305332586","0.0755021792423388"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Brandenburg","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Mecklenburg-Vorpommern","kein Migrationshintergrund","41","0.0876244129721058","0.0637764878242005","0.111472338120011"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Sachsen","kein Migrationshintergrund","90","0.0516803742852334","0.0406200216048719","0.0627407269655949"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Sachsen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Sachsen","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Sachsen-Anhalt","kein Migrationshintergrund","52","0.0474635248982724","0.0334627513393941","0.0614642984571507"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Thueringen","kein Migrationshintergrund","76","0.0846093127337159","0.0669955916056861","0.102223033861746"
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Thueringen","direkter Migrationshintergrund","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2014","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Schleswig-Holstein","kein Migrationshintergrund","143","0.284887181999142","0.251941068166105","0.317833295832179"
"NE: 65 Jahre und älter","2014","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Hamburg","kein Migrationshintergrund","82","0.370751592949114","0.316545170349512","0.424958015548716"
"NE: 65 Jahre und älter","2014","Hamburg","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Niedersachsen","kein Migrationshintergrund","411","0.253603547027139","0.234792861497093","0.272414232557185"
"NE: 65 Jahre und älter","2014","Niedersachsen","direkter Migrationshintergrund","31","0.119221746867062","0.090470994632316","0.147972499101809"
"NE: 65 Jahre und älter","2014","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Bremen","kein Migrationshintergrund","34","0.333554975184097","0.255732612614435","0.411377337753758"
"NE: 65 Jahre und älter","2014","Bremen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Bremen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Nordrhein-Westfalen","kein Migrationshintergrund","761","0.250748915712352","0.237060973163543","0.264436858261161"
"NE: 65 Jahre und älter","2014","Nordrhein-Westfalen","direkter Migrationshintergrund","93","0.131937290660909","0.114069008041309","0.149805573280509"
"NE: 65 Jahre und älter","2014","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Hessen","kein Migrationshintergrund","231","0.232663087619884","0.209650259406962","0.255675915832806"
"NE: 65 Jahre und älter","2014","Hessen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Hessen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","214","0.289393119121837","0.260707034243239","0.318079204000436"
"NE: 65 Jahre und älter","2014","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Baden-Wuerttemberg","kein Migrationshintergrund","419","0.260733250725953","0.24248675390907","0.278979747542836"
"NE: 65 Jahre und älter","2014","Baden-Wuerttemberg","direkter Migrationshintergrund","69","0.144605253773312","0.11943469918464","0.169775808361984"
"NE: 65 Jahre und älter","2014","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Bayern","kein Migrationshintergrund","607","0.230838102229214","0.216448495578756","0.245227708879673"
"NE: 65 Jahre und älter","2014","Bayern","direkter Migrationshintergrund","81","0.148537411230345","0.125393052175415","0.171681770285274"
"NE: 65 Jahre und älter","2014","Bayern","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Saarland","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Saarland","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Saarland","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Berlin","kein Migrationshintergrund","168","0.227349377348186","0.198539508433211","0.256159246263162"
"NE: 65 Jahre und älter","2014","Berlin","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Berlin","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Brandenburg","kein Migrationshintergrund","223","0.273687196104164","0.245017088410104","0.302357303798224"
"NE: 65 Jahre und älter","2014","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Mecklenburg-Vorpommern","kein Migrationshintergrund","111","0.222980206247986","0.18787266549996","0.258087746996011"
"NE: 65 Jahre und älter","2014","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Sachsen","kein Migrationshintergrund","321","0.225600663258155","0.204718213108604","0.246483113407707"
"NE: 65 Jahre und älter","2014","Sachsen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Sachsen-Anhalt","kein Migrationshintergrund","190","0.268052803166774","0.238886506922984","0.297219099410564"
"NE: 65 Jahre und älter","2014","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Thueringen","kein Migrationshintergrund","190","0.219443959877927","0.193249910155278","0.245638009600575"
"NE: 65 Jahre und älter","2014","Thueringen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","2014","Thueringen","indirekter Migrationshintergrund","","","",""
