year,migback,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.06674,293,1755,0.05506,0.07842
2018,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.10538,303,1755,0.09101,0.11975
2018,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.47694,56,56,0.34494,0.60895
2018,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.49345,71,148,0.41262,0.57427
2018,Indirect migration background,Pre-primary Level,Not employed: no further information,0.40413,77,148,0.32480,0.48346
2018,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.13628,35,282,0.09617,0.17640
2018,Indirect migration background,Lower Secondary Level,White-collar worker,0.24220,69,282,0.19211,0.29229
2018,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.31606,101,282,0.26169,0.37042
2018,Indirect migration background,Lower Secondary Level,Not employed: registered unemployed,0.12376,38,282,0.08526,0.16226
2018,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.08147,39,282,0.04949,0.11346
2018,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.21094,124,604,0.17837,0.24350
2018,Indirect migration background,Upper Secondary Level,White-collar worker,0.42613,287,604,0.38665,0.46560
2018,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.14242,104,604,0.11452,0.17031
2018,Indirect migration background,Upper Secondary Level,Not employed: registered unemployed,0.06731,43,604,0.04731,0.08731
2018,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.06022,46,604,0.04123,0.07921
2018,Indirect migration background,Post-secondary Non-tertiary Level,White-collar worker,0.69861,82,82,0.59868,0.79854
2018,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.68257,152,152,0.60832,0.75681
2019,No migration background,No answer / don't know,Self-employed,0.03260,32,260,0.01097,0.05423
2019,No migration background,No answer / don't know,White-collar worker,0.24832,73,260,0.19571,0.30094
2019,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.36813,121,260,0.30939,0.42687
2019,No migration background,No answer / don't know,Not employed: registered unemployed,0.11086,34,260,0.07262,0.14909
2019,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.48169,159,348,0.42912,0.53426
2019,No migration background,Pre-primary Level,Not employed: no further information,0.42756,189,348,0.37550,0.47961
2019,No migration background,Primary Level,Blue-collar worker,0.26520,36,75,0.16462,0.36578
2019,No migration background,Primary Level,Not employed: registered unemployed,0.23844,39,75,0.14135,0.33553
2019,No migration background,Lower Secondary Level,Self-employed,0.01275,54,1627,0.00730,0.01821
2019,No migration background,Lower Secondary Level,Blue-collar worker,0.13382,204,1627,0.11727,0.15037
2019,No migration background,Lower Secondary Level,White-collar worker,0.16642,276,1627,0.14832,0.18453
2019,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.12111,284,1627,0.10525,0.13696
2019,No migration background,Lower Secondary Level,Not employed: Pensioner,0.42109,505,1627,0.39709,0.44509
2019,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.08218,179,1627,0.06883,0.09552
2019,No migration background,Lower Secondary Level,Not employed: no further information,0.04997,125,1627,0.03938,0.06056
2019,No migration background,Upper Secondary Level,Self-employed,0.04435,681,9137,0.04013,0.04857
2019,No migration background,Upper Secondary Level,Blue-collar worker,0.14574,1222,9137,0.13850,0.15297
2019,No migration background,Upper Secondary Level,Civil servant,0.01652,165,9137,0.01390,0.01913
2019,No migration background,Upper Secondary Level,White-collar worker,0.33766,3321,9137,0.32796,0.34735
2019,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03859,414,9137,0.03464,0.04254
2019,No migration background,Upper Secondary Level,Not employed: Pensioner,0.35216,2652,9137,0.34236,0.36195
2019,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.02661,295,9137,0.02331,0.02991
2019,No migration background,Upper Secondary Level,Not employed: no further information,0.03462,387,9137,0.03087,0.03837
2019,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.04755,182,1458,0.03663,0.05848
2019,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.05927,70,1458,0.04714,0.07139
2019,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.66857,960,1458,0.64440,0.69274
2019,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.02989,47,1458,0.02115,0.03863
2019,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.09539,109,1458,0.08030,0.11047
2019,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.06377,90,1458,0.05122,0.07632
2019,No migration background,First Stage of Tertiary Education,Self-employed,0.09298,305,1482,0.07819,0.10777
2019,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.07520,82,1482,0.06177,0.08863
2019,No migration background,First Stage of Tertiary Education,Civil servant,0.05011,67,1482,0.03900,0.06123
2019,No migration background,First Stage of Tertiary Education,White-collar worker,0.45478,628,1482,0.42941,0.48014
2019,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.27516,366,1482,0.25242,0.29791
2019,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.02138,34,1482,0.01402,0.02875
2019,No migration background,Second Stage of Tertiary Education,Self-employed,0.08965,981,5604,0.08217,0.09713
2019,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.00798,36,5604,0.00565,0.01031
2019,No migration background,Second Stage of Tertiary Education,Civil servant,0.11885,603,5604,0.11038,0.12732
2019,No migration background,Second Stage of Tertiary Education,White-collar worker,0.46281,2438,5604,0.44975,0.47586
2019,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02021,85,5604,0.01652,0.02389
2019,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.25272,1230,5604,0.24134,0.26409
2019,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.00873,47,5604,0.00630,0.01117
2019,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03656,184,5604,0.03165,0.04148
2019,Direct migration background,No answer / don't know,Blue-collar worker,0.20161,52,305,0.15651,0.24671
2019,Direct migration background,No answer / don't know,White-collar worker,0.07028,36,305,0.04155,0.09902
2019,Direct migration background,No answer / don't know,Not employed: registered unemployed,0.31213,119,305,0.26004,0.36421
2019,Direct migration background,No answer / don't know,Not employed: no further information,0.21053,98,305,0.16470,0.25636
2019,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.51710,32,32,0.34119,0.69301
2019,Direct migration background,Primary Level,Blue-collar worker,0.19120,184,1505,0.17132,0.21107
2019,Direct migration background,Primary Level,White-collar worker,0.16878,156,1505,0.14985,0.18771
2019,Direct migration background,Primary Level,Apprentice/ Trainee/ Intern,0.03406,91,1505,0.02489,0.04323
2019,Direct migration background,Primary Level,Not employed: Pensioner,0.13347,39,1505,0.11628,0.15065
2019,Direct migration background,Primary Level,Not employed: registered unemployed,0.24380,529,1505,0.22210,0.26550
2019,Direct migration background,Primary Level,Not employed: no further information,0.20687,506,1505,0.18640,0.22735
2019,Direct migration background,Lower Secondary Level,Blue-collar worker,0.20923,264,1237,0.18655,0.23190
2019,Direct migration background,Lower Secondary Level,White-collar worker,0.24581,204,1237,0.22181,0.26981
2019,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.03990,108,1237,0.02899,0.05081
2019,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.27681,108,1237,0.25186,0.30175
2019,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.11489,289,1237,0.09712,0.13267
2019,Direct migration background,Lower Secondary Level,Not employed: no further information,0.09530,264,1237,0.07893,0.11167
2019,Direct migration background,Upper Secondary Level,Self-employed,0.04336,77,1828,0.03402,0.05270
2019,Direct migration background,Upper Secondary Level,Blue-collar worker,0.27888,429,1828,0.25832,0.29944
2019,Direct migration background,Upper Secondary Level,White-collar worker,0.32573,538,1828,0.30424,0.34722
2019,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.02297,75,1828,0.01610,0.02983
2019,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.16426,172,1828,0.14727,0.18125
2019,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.08757,276,1828,0.07461,0.10053
2019,Direct migration background,Upper Secondary Level,Not employed: no further information,0.07381,261,1828,0.06182,0.08580
2019,Direct migration background,Post-secondary Non-tertiary Level,Self-employed,0.04456,33,600,0.02804,0.06108
2019,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.16683,105,600,0.13698,0.19669
2019,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.42497,261,600,0.38538,0.46456
2019,Direct migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.18710,65,600,0.15587,0.21833
2019,Direct migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.04732,64,600,0.03032,0.06432
2019,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.11404,72,600,0.08859,0.13950
2019,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.46286,35,35,0.29526,0.63046
2019,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.07927,132,1629,0.06615,0.09240
2019,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.06377,138,1629,0.05190,0.07564
2019,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.53929,723,1629,0.51508,0.56351
2019,Direct migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.02757,68,1629,0.01962,0.03553
2019,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.11565,103,1629,0.10011,0.13118
2019,Direct migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.05723,239,1629,0.04594,0.06851
2019,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.09871,226,1629,0.08422,0.11320
2019,Indirect migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.48520,46,46,0.33918,0.63123
2019,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.50471,66,129,0.41809,0.59132
2019,Indirect migration background,Pre-primary Level,Not employed: no further information,0.37589,63,129,0.29198,0.45980
2019,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.16762,32,209,0.11686,0.21838
2019,Indirect migration background,Lower Secondary Level,White-collar worker,0.23704,59,209,0.17925,0.29484
2019,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.27799,81,209,0.21710,0.33887
2019,Indirect migration background,Lower Secondary Level,Not employed: no further information,0.10725,37,209,0.06519,0.14930
2019,Indirect migration background,Upper Secondary Level,Self-employed,0.02661,34,586,0.01357,0.03965
2019,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.15027,85,586,0.12132,0.17923
2019,Indirect migration background,Upper Secondary Level,White-collar worker,0.44857,290,586,0.40827,0.48887
2019,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.16010,93,586,0.13039,0.18982
2019,Indirect migration background,Upper Secondary Level,Not employed: registered unemployed,0.07590,39,586,0.05443,0.09736
2019,Indirect migration background,Upper Secondary Level,Not employed: no further information,0.04622,45,586,0.02921,0.06324
2019,Indirect migration background,Post-secondary Non-tertiary Level,White-collar worker,0.70824,81,81,0.60862,0.80785
2019,Indirect migration background,First Stage of Tertiary Education,White-collar worker,0.74722,35,35,0.60113,0.89331
